qseqid,Orthogroup
37703,OG0001478
37705,OG0057431
37713,OG0000121
37717,OG0002125
37727,OG0481910
37732,OG0000331
37733,OG0047086
37753,OG0481912
37762,OG0004542
37764,OG0250929
37765,OG0481913
37766,OG0064471
37767,OG0006934
37769,OG0014549
37770,OG0000135
37783,OG0073189
37788,OG0010771
37790,OG0010354
37792,OG0083901
37793,OG0007377
37799,OG0003849
37802,OG0000078
37810,OG0005865
37815,OG0481915
37829,OG0064472
37842,OG0000029
37849,OG0037070
37859,OG0029223
37861,OG0481920
37862,OG0051742
3787,OG0481157
37877,OG0026516
37878,OG0000158
37880,OG0057432
37889,OG0083903
37898,OG0016580
37900,OG0481924
37902,OG0481925
37907,OG0481927
3791,OG0047027
37910,OG0481928
37933,OG0481930
37936,OG0481931
37937,OG0021844
3794,OG0064384
37948,OG0039913
37957,OG0250933
37963,OG0481940
37964,OG0072991
37965,OG0481941
37972,OG0481942
37982,OG0250934
37988,OG0481947
37989,OG0036817
37992,OG0000738
37996,OG0006998
38006,OG0000074
38007,OG0043239
3801,OG0143805
38013,OG0250935
38014,OG0481949
3802,OG0143805
38027,OG0040015
3803,OG0183905
38030,OG0032678
38034,OG0116926
38036,OG0481951
38043,OG0008433
38047,OG0037187
38064,OG0013472
38068,OG0040016
38069,OG0040016
38072,OG0040016
38075,OG0116928
38081,OG0014026
38082,OG0184002
38083,OG0073193
38090,OG0083718
38096,OG0481959
38105,OG0116929
38108,OG0007894
38116,OG0030779
38118,OG0000125
38120,OG0057434
38125,OG0083908
38126,OG0057435
38129,OG0016337
38130,OG0116930
38133,OG0481962
38134,OG0481964
38135,OG0481965
38138,OG0004517
38143,OG0143923
3815,OG0481159
3816,OG0250790
38177,OG0057436
3818,OG0481161
38201,OG0481970
38204,OG0097818
38212,OG0003558
38217,OG0073197
3822,OG0000058
38221,OG0184004
38228,OG0011810
38229,OG0047090
38231,OG0001158
3824,OG0026554
38241,OG0481977
38250,OG0018054
38253,OG0108239
38262,OG0481981
38263,OG0481982
38273,OG0143926
38277,OG0004349
38284,OG0000108
38288,OG0143927
38290,OG0083915
38293,OG0004107
38298,OG0025432
38312,OG0184005
3832,OG0000575
38323,OG0250940
38326,OG0032604
38328,OG0029225
38335,OG0072949
38338,OG0073198
38342,OG0000972
38344,OG0481994
38359,OG0043243
38361,OG0051695
38367,OG0014021
3837,OG0072932
38370,OG0481996
38375,OG0481997
38379,OG0057439
38380,OG0184006
38382,OG0481999
38389,OG0482000
38391,OG0003189
38399,OG0097824
38406,OG0116938
38410,OG0030814
38411,OG0482002
38412,OG0482003
38417,OG0482004
38419,OG0116939
38425,OG0482005
38427,OG0001585
3843,OG0097634
38437,OG0038705
38438,OG0482009
38442,OG0116942
38446,OG0051748
3845,OG0009725
38459,OG0007529
38460,OG0001268
38470,OG0047091
38474,OG0083919
38479,OG0482016
38480,OG0097827
38485,OG0482018
38486,OG0482020
38494,OG0482021
38495,OG0009597
38497,OG0039958
38504,OG0482023
3851,OG0061591
38513,OG0116943
38518,OG0482025
38522,OG0250944
38524,OG0002773
38526,OG0046998
38528,OG0002290
38533,OG0051749
38538,OG0143928
38540,OG0116944
38555,OG0482027
38556,OG0482028
38559,OG0482030
38563,OG0482031
38583,OG0000994
38584,OG0482034
38587,OG0143930
38590,OG0000502
38594,OG0482037
38595,OG0482038
38596,OG0482039
38597,OG0482040
3860,OG0000164
38603,OG0250945
3861,OG0000164
38610,OG0482042
38616,OG0250946
38627,OG0007177
38630,OG0143933
38639,OG0250947
38645,OG0072829
38656,OG0482043
38663,OG0017499
38666,OG0073205
38670,OG0482046
38675,OG0184008
38678,OG0064484
3868,OG0013163
38682,OG0051561
38683,OG0482049
38688,OG0073207
38689,OG0482050
38696,OG0039909
38699,OG0482051
38702,OG0083923
38703,OG0250948
38704,OG0083924
38705,OG0184009
38706,OG0034796
38711,OG0482053
38716,OG0482054
38727,OG0000869
38728,OG0482055
38738,OG0051750
38743,OG0005974
38745,OG0097314
3875,OG0116775
38762,OG0116950
38763,OG0143936
3877,OG0043193
38770,OG0002889
38771,OG0064485
38775,OG0482058
38786,OG0083896
38792,OG0083926
38796,OG0034143
38801,OG0003450
38807,OG0482066
38808,OG0482068
38814,OG0011436
38817,OG0482069
38820,OG0482070
38822,OG0083928
3884,OG0000684
38848,OG0482071
38856,OG0482072
38857,OG0482073
38859,OG0250953
38862,OG0047032
38866,OG0025413
38876,OG0026537
38878,OG0143940
38882,OG0032616
38890,OG0482076
38892,OG0482077
38894,OG0250954
3890,OG0001707
38902,OG0030815
38908,OG0482079
38909,OG0097842
3891,OG0083768
38915,OG0482081
38920,OG0482083
38921,OG0482084
38927,OG0057446
38931,OG0001153
38939,OG0051695
38940,OG0482086
38942,OG0064050
38951,OG0482088
38953,OG0008008
38955,OG0000048
38959,OG0250956
38960,OG0482090
38969,OG0073210
38976,OG0001368
38988,OG0116957
38990,OG0482093
38995,OG0482094
39003,OG0019939
39008,OG0083932
39015,OG0083933
39029,OG0018023
3903,OG0000192
39044,OG0007604
39045,OG0482100
39047,OG0001497
39054,OG0184014
39060,OG0116958
39074,OG0015027
39075,OG0250960
39084,OG0097849
39087,OG0083935
39090,OG0482101
39097,OG0026593
39098,OG0004404
391,OG0019937
39107,OG0000984
39114,OG0143945
3912,OG0183907
39128,OG0057449
39130,OG0073211
39134,OG0027802
39150,OG0047096
39152,OG0142904
39153,OG0020774
39162,OG0004159
39163,OG0064159
39166,OG0083938
39167,OG0250964
3917,OG0019971
39171,OG0482110
39172,OG0016113
3919,OG0083770
39192,OG0116963
39195,OG0184016
3920,OG0083770
39200,OG0000005
39212,OG0482115
39213,OG0482116
39216,OG0143948
39218,OG0024362
39225,OG0184017
3923,OG0012435
39239,OG0482123
39248,OG0250966
39252,OG0003501
39262,OG0482125
39266,OG0005273
39277,OG0083943
39278,OG0482129
39293,OG0000424
39299,OG0116966
39307,OG0482132
39321,OG0116967
39327,OG0482135
39329,OG0072716
39330,OG0001835
39334,OG0064498
39335,OG0001895
39339,OG0034800
3935,OG0010632
39351,OG0032040
39355,OG0008149
39359,OG0482138
3936,OG0064386
39361,OG0116971
39368,OG0083946
39376,OG0000727
39383,OG0482140
39389,OG0007362
3939,OG0010836
39390,OG0001734
39393,OG0000044
39398,OG0002589
39399,OG0001410
39410,OG0057184
39417,OG0040020
39418,OG0043158
39420,OG0064499
39426,OG0116974
39432,OG0064306
39439,OG0039889
3945,OG0002445
39462,OG0027741
39466,OG0073221
3947,OG0000354
3949,OG0083771
39495,OG0047077
39500,OG0482157
39517,OG0250974
39527,OG0116975
39529,OG0482160
39531,OG0482162
39532,OG0482163
39533,OG0097858
39536,OG0482165
39542,OG0482166
39544,OG0482167
39547,OG0047099
3955,OG0000911
39552,OG0014689
39554,OG0083949
39556,OG0482171
39562,OG0482174
39564,OG0019965
39568,OG0017515
3958,OG0083713
39584,OG0250975
39589,OG0047052
3959,OG0083713
39595,OG0064502
39596,OG0032685
39599,OG0482179
396,OG0072983
39603,OG0011657
39605,OG0012394
39608,OG0482180
39610,OG0000074
39613,OG0482181
39615,OG0482183
39616,OG0250976
3962,OG0010836
39624,OG0003847
39629,OG0047016
3963,OG0005249
39630,OG0025427
39632,OG0008686
39637,OG0010966
3964,OG0020782
39645,OG0083951
39646,OG0097862
39649,OG0482189
3965,OG0083772
39650,OG0007391
39651,OG0002675
39655,OG0012220
39657,OG0116976
39659,OG0000816
39661,OG0482191
39664,OG0083952
39671,OG0012116
39673,OG0097863
39675,OG0006083
39676,OG0482194
39683,OG0011105
39685,OG0097865
3969,OG0116776
39694,OG0001536
39700,OG0482199
39702,OG0143955
39706,OG0051013
39707,OG0143956
39714,OG0184021
39720,OG0000191
39723,OG0482200
39737,OG0009769
39739,OG0057458
39743,OG0482203
39753,OG0003479
39769,OG0482204
39771,OG0184023
39774,OG0000088
39781,OG0482206
39783,OG0482207
39787,OG0184024
39792,OG0002126
39793,OG0482210
39795,OG0097868
39810,OG0482212
39816,OG0064506
39817,OG0482213
39824,OG0016839
39825,OG0482214
39828,OG0018590
39834,OG0482216
39835,OG0482217
39845,OG0025385
39846,OG0024345
3985,OG0000766
39850,OG0250981
39851,OG0012982
39854,OG0051760
39868,OG0010086
39873,OG0000229
39877,OG0047052
39878,OG0097871
3988,OG0481177
39881,OG0482221
39886,OG0482222
39890,OG0030820
39891,OG0482223
39893,OG0073231
39895,OG0004666
39896,OG0482224
39905,OG0482225
39910,OG0482228
39913,OG0026524
39914,OG0083481
39917,OG0006734
39932,OG0004644
39940,OG0482233
39947,OG0250985
39953,OG0030821
39954,OG0250986
39957,OG0030821
39958,OG0184025
3996,OG0043195
39960,OG0034805
39961,OG0482235
39973,OG0482238
39976,OG0482239
39980,OG0001267
39984,OG0014140
39988,OG0064507
39989,OG0026552
3999,OG0250794
39990,OG0116983
39993,OG0482243
39997,OG0482244
40002,OG0250987
40005,OG0072952
40006,OG0083960
40018,OG0036330
4002,OG0013420
40033,OG0001834
40034,OG0002170
40042,OG0116985
40044,OG0001630
40050,OG0001911
40052,OG0073236
40055,OG0184029
40063,OG0482257
40066,OG0000975
40068,OG0482258
40070,OG0073237
40071,OG0073237
40074,OG0007589
40076,OG0003341
40077,OG0482260
40081,OG0482261
40082,OG0184030
40083,OG0482263
40087,OG0482264
4009,OG0001089
40093,OG0116986
40094,OG0004469
40098,OG0064509
40104,OG0116987
40108,OG0083961
40124,OG0009098
40131,OG0002811
40138,OG0482272
4015,OG0046929
40151,OG0097877
40160,OG0009093
40162,OG0073239
40165,OG0482276
40168,OG0072926
40180,OG0250988
40189,OG0482277
40190,OG0116992
40194,OG0116993
40195,OG0043256
40203,OG0482280
40209,OG0482282
40210,OG0184032
40214,OG0482284
40227,OG0037101
4023,OG0004466
40232,OG0001331
40240,OG0482285
40250,OG0083603
40254,OG0482289
40255,OG0482290
40261,OG0001121
40269,OG0097883
40278,OG0017500
40284,OG0018035
40285,OG0482293
40304,OG0023447
40305,OG0482295
40306,OG0482296
40308,OG0006877
40309,OG0006877
4031,OG0083774
40311,OG0482298
40312,OG0482299
4032,OG0057355
40320,OG0482304
40322,OG0132668
40326,OG0482305
40335,OG0047106
40338,OG0482307
40345,OG0073241
40350,OG0029227
40353,OG0482309
40355,OG0039862
40356,OG0482311
40360,OG0184035
40363,OG0183885
40364,OG0482312
40368,OG0013426
40388,OG0043258
40389,OG0482316
40392,OG0482317
404,OG0480703
40402,OG0057465
40405,OG0097887
40407,OG0250993
40408,OG0482319
40410,OG0482324
40418,OG0004389
40421,OG0482325
40422,OG0482326
40425,OG0000176
40427,OG0250994
40428,OG0023468
4043,OG0039983
40436,OG0064514
40440,OG0482328
40450,OG0482329
40451,OG0482330
40456,OG0007491
40469,OG0008383
40473,OG0482331
40474,OG0482332
4048,OG0000109
40481,OG0482334
40482,OG0482335
40483,OG0037132
40497,OG0002741
40500,OG0117000
40505,OG0482337
40506,OG0073243
40507,OG0073244
40508,OG0184037
40531,OG0014128
40538,OG0027778
40540,OG0019937
40543,OG0000730
40544,OG0000730
40548,OG0047110
40553,OG0000638
40564,OG0039888
40571,OG0184039
40572,OG0143962
40577,OG0482343
40578,OG0004110
40581,OG0251004
40583,OG0482344
40597,OG0482346
40598,OG0018615
4060,OG0057356
40602,OG0482347
40604,OG0184041
40612,OG0482348
40617,OG0251007
40621,OG0027806
40623,OG0003108
40626,OG0482351
40630,OG0024390
40632,OG0083970
40643,OG0183996
40650,OG0184042
40651,OG0000120
40660,OG0184043
40667,OG0000032
4067,OG0073078
40680,OG0015362
40682,OG0004012
40687,OG0251009
40691,OG0003427
40697,OG0002682
40704,OG0006932
40710,OG0482361
40712,OG0064519
40719,OG0023457
4072,OG0116778
40725,OG0184045
40733,OG0064520
4074,OG0183910
40742,OG0047112
40755,OG0023489
4076,OG0003556
40762,OG0482366
40763,OG0482367
40769,OG0083977
40772,OG0015978
40777,OG0117008
4078,OG0481185
40782,OG0482371
40786,OG0110366
40787,OG0482372
40791,OG0143966
40792,OG0004760
40794,OG0251010
40810,OG0184047
40811,OG0005801
40815,OG0057472
40828,OG0032689
40829,OG0000064
40834,OG0482377
40835,OG0117009
40839,OG0083978
4084,OG0064388
40865,OG0073247
40866,OG0482379
40867,OG0117010
40869,OG0184008
40874,OG0097895
40878,OG0064524
40881,OG0184051
40883,OG0482382
40892,OG0117011
40893,OG0015363
40897,OG0007827
40900,OG0143969
40902,OG0073248
40903,OG0000324
40905,OG0097898
40907,OG0002809
40915,OG0482383
40931,OG0020785
40943,OG0482387
40946,OG0482391
40947,OG0482392
40949,OG0011379
40950,OG0064525
40952,OG0051770
40953,OG0482394
40955,OG0001664
40957,OG0482396
40963,OG0083632
40964,OG0117012
40979,OG0072991
40996,OG0482401
40997,OG0143807
41,OG0008034
41005,OG0024063
41007,OG0001267
41008,OG0482404
4102,OG0250797
41027,OG0097901
41029,OG0057071
41030,OG0143971
41044,OG0047114
41049,OG0019971
41050,OG0008506
4106,OG0481186
41063,OG0482412
41068,OG0051754
41080,OG0008598
41086,OG0482416
41087,OG0009233
4109,OG0250798
41093,OG0482417
41107,OG0016337
41108,OG0143972
41109,OG0016337
41110,OG0143972
41111,OG0143973
41115,OG0004542
41117,OG0482418
41119,OG0047116
41127,OG0169124
41131,OG0117015
41138,OG0482420
41140,OG0051695
41143,OG0251017
41145,OG0073253
41146,OG0184058
41149,OG0097906
41154,OG0482426
41162,OG0184060
41163,OG0117017
41166,OG0000086
4117,OG0004125
41170,OG0482432
41172,OG0097907
41174,OG0184062
41178,OG0117019
41180,OG0251020
41181,OG0251021
41182,OG0482435
41183,OG0482436
4119,OG0481190
41196,OG0073255
41199,OG0143976
41201,OG0183937
41203,OG0482444
41209,OG0047118
41213,OG0482448
41215,OG0097909
41223,OG0027807
41229,OG0040030
41235,OG0251028
4124,OG0083776
41243,OG0083988
41248,OG0251032
41256,OG0482462
41261,OG0057423
41262,OG0083917
41263,OG0057423
41265,OG0051772
41266,OG0027807
41267,OG0024392
41268,OG0030816
41274,OG0184070
41278,OG0482463
41279,OG0482464
41284,OG0251036
41285,OG0482467
41291,OG0251023
41292,OG0482470
41295,OG0117029
41297,OG0184058
41298,OG0482471
41299,OG0073252
41303,OG0251033
41305,OG0482473
41307,OG0064529
41310,OG0117019
41311,OG0117010
41313,OG0482476
41314,OG0482477
41315,OG0482479
41319,OG0083986
41320,OG0482480
41322,OG0073256
41324,OG0482481
41331,OG0047119
41334,OG0482483
41336,OG0083917
41339,OG0116985
4134,OG0008804
41341,OG0000075
41342,OG0057476
41343,OG0482485
41345,OG0001586
41349,OG0482488
4135,OG0008804
41350,OG0251042
41351,OG0083293
41352,OG0482489
41353,OG0482490
41354,OG0482491
41357,OG0008339
41363,OG0482494
41374,OG0482500
41377,OG0251047
41381,OG0143975
41383,OG0143975
41384,OG0482505
41385,OG0482506
41393,OG0482510
41394,OG0000075
41397,OG0007148
41401,OG0143981
41403,OG0143981
41407,OG0071425
4141,OG0250799
41414,OG0097916
41416,OG0001605
41417,OG0000177
41421,OG0012869
41426,OG0143982
41430,OG0143761
41437,OG0482519
41447,OG0073258
4145,OG0046887
41450,OG0482521
41452,OG0064530
41474,OG0030824
41481,OG0039769
41483,OG0482525
41492,OG0482526
415,OG0014417
41504,OG0057478
41510,OG0000329
41517,OG0029169
41519,OG0039924
41524,OG0482530
41526,OG0116728
41537,OG0047120
41538,OG0108817
41540,OG0047120
41544,OG0000069
41549,OG0183996
41551,OG0251055
41555,OG0117007
41558,OG0183844
41561,OG0251057
41562,OG0012116
41572,OG0024391
4158,OG0014690
41582,OG0000978
41584,OG0001010
41586,OG0001764
41590,OG0000244
41591,OG0001748
41592,OG0072972
41594,OG0480664
41599,OG0030757
4160,OG0008204
41602,OG0015982
41608,OG0002705
41615,OG0000260
41619,OG0072977
4162,OG0008204
41622,OG0005922
41623,OG0034753
41625,OG0026543
4163,OG0008204
41630,OG0001626
41637,OG0000177
41640,OG0000074
41641,OG0029186
41645,OG0001566
4165,OG0481201
41650,OG0116684
41653,OG0003282
41654,OG0002890
41657,OG0006134
4166,OG0008204
41662,OG0480668
41663,OG0032637
41668,OG0250703
41679,OG0021202
41686,OG0064325
41688,OG0001019
41691,OG0002472
41692,OG0480678
41694,OG0072979
41702,OG0010521
41710,OG0002853
41712,OG0480683
41717,OG0039941
41722,OG0003903
41728,OG0011419
41729,OG0051647
41730,OG0000752
41732,OG0001955
41733,OG0480686
41739,OG0003286
41740,OG0004813
41742,OG0008286
41747,OG0480691
41753,OG0002189
41756,OG0000447
41768,OG0003322
4177,OG0064391
41770,OG0022638
41774,OG0007948
41775,OG0006685
41776,OG0000265
41777,OG0002774
41781,OG0019262
41791,OG0000322
41796,OG0000075
41798,OG0034754
41799,OG0016119
41800,OG0002200
41801,OG0012200
41811,OG0010769
41817,OG0072986
41827,OG0000152
41829,OG0003373
41833,OG0000006
41837,OG0002297
41840,OG0000077
41843,OG0480710
4186,OG0083779
41867,OG0000896
41869,OG0000094
41870,OG0001331
41874,OG0003667
41882,OG0002762
41884,OG0001965
41885,OG0002123
41886,OG0006133
41887,OG0002855
41892,OG0000244
41896,OG0000186
41898,OG0072991
41900,OG0002644
41903,OG0019956
41910,OG0030790
41912,OG0047004
41917,OG0003205
41922,OG0116695
41923,OG0183832
41924,OG0000122
41925,OG0021845
41928,OG0057307
41930,OG0019260
41931,OG0014312
41936,OG0024348
41937,OG0011203
41938,OG0000235
41942,OG0001010
41946,OG0000626
41947,OG0004064
41951,OG0003733
41952,OG0001727
41957,OG0000140
41961,OG0480735
41963,OG0000157
41966,OG0002374
41968,OG0026410
41969,OG0000006
4197,OG0116781
41971,OG0001906
41973,OG0097531
41976,OG0001177
41977,OG0000668
41978,OG0003108
41980,OG0012294
41981,OG0000004
41982,OG0008339
41983,OG0003277
41989,OG0046940
41994,OG0002091
41996,OG0004076
41997,OG0000858
41998,OG0000006
4200,OG0016354
42007,OG0002541
42009,OG0002150
42012,OG0480742
42015,OG0001922
42017,OG0000002
42018,OG0001670
42019,OG0001073
42029,OG0072994
42032,OG0000988
42033,OG0000116
42034,OG0480746
42037,OG0143757
42038,OG0001043
42042,OG0010295
42045,OG0064337
42046,OG0480749
42049,OG0012821
42050,OG0002531
42054,OG0000825
42055,OG0003521
42058,OG0001687
42065,OG0480752
42066,OG0072997
42071,OG0003211
42083,OG0002172
42084,OG0001419
42092,OG0000114
42095,OG0002498
42098,OG0011658
4210,OG0481209
42101,OG0008047
42102,OG0057313
42107,OG0043176
42109,OG0026533
42117,OG0002797
4212,OG0019436
42120,OG0002871
42124,OG0000049
42126,OG0000227
42128,OG0000281
42133,OG0001417
42134,OG0001542
42135,OG0002722
42137,OG0002492
42139,OG0000127
42141,OG0097539
42142,OG0000020
42143,OG0002491
42145,OG0001890
42157,OG0002958
42158,OG0057314
42159,OG0023482
42168,OG0480770
42170,OG0000683
42171,OG0000205
42174,OG0000058
42182,OG0003493
42185,OG0002611
42186,OG0006358
42193,OG0001425
42195,OG0000697
42198,OG0005630
422,OG0008622
42203,OG0006412
42207,OG0009230
42209,OG0073001
42211,OG0480776
42217,OG0057315
42231,OG0022632
42234,OG0000704
42238,OG0003453
42241,OG0480789
42243,OG0000120
42250,OG0002489
42252,OG0007733
42263,OG0002651
42267,OG0022669
42270,OG0073003
42273,OG0000323
42275,OG0000871
42278,OG0001273
42281,OG0250725
42283,OG0002119
42287,OG0480804
42290,OG0000193
42292,OG0480807
42299,OG0000358
42303,OG0006175
42318,OG0034756
42321,OG0057320
42324,OG0024337
42327,OG0002050
42328,OG0005067
42331,OG0480814
42336,OG0000559
42342,OG0023484
42343,OG0023478
42344,OG0003802
42345,OG0026453
42349,OG0073008
42366,OG0000149
42371,OG0480827
42376,OG0003967
42377,OG0003967
42379,OG0001191
4238,OG0034265
42382,OG0007969
42384,OG0001174
42391,OG0183853
42395,OG0000156
42396,OG0001582
42399,OG0116712
42405,OG0027786
42406,OG0000733
42408,OG0064346
42410,OG0003172
42411,OG0001382
42412,OG0003630
42413,OG0024378
42417,OG0003560
42421,OG0034757
42422,OG0003660
42427,OG0097559
42428,OG0006046
42432,OG0009368
42435,OG0001985
42438,OG0001954
42439,OG0000365
42447,OG0250734
42449,OG0017030
42455,OG0000885
42458,OG0057324
4246,OG0481214
42460,OG0000262
42461,OG0000164
42468,OG0143776
4247,OG0250801
42475,OG0032635
42479,OG0000684
42484,OG0007788
42488,OG0000053
42492,OG0005582
42497,OG0000128
42499,OG0002365
42501,OG0002446
42502,OG0001788
42507,OG0480855
42509,OG0000525
42510,OG0000430
42511,OG0004001
42521,OG0001260
42525,OG0000029
42530,OG0057326
42531,OG0005460
42533,OG0000394
42534,OG0019273
4254,OG0004364
42546,OG0002182
42547,OG0029193
42549,OG0032646
42550,OG0002375
42552,OG0025407
42557,OG0001490
42561,OG0002975
42562,OG0097564
42563,OG0008287
42582,OG0001215
42583,OG0000432
42584,OG0000077
42586,OG0032647
42589,OG0003658
42591,OG0097566
42592,OG0029172
426,OG0480705
42605,OG0250741
42610,OG0017506
42612,OG0034696
42614,OG0083707
42615,OG0006641
42620,OG0116723
42622,OG0000365
42624,OG0000202
42625,OG0002123
42628,OG0023454
42629,OG0000268
42633,OG0001478
42638,OG0183859
42647,OG0097568
4265,OG0097644
42652,OG0000656
42655,OG0002348
4266,OG0097291
42664,OG0013230
42665,OG0000067
42666,OG0480892
42671,OG0000737
42672,OG0480895
42678,OG0000273
42679,OG0002645
42687,OG0073024
42689,OG0000581
42690,OG0250744
42695,OG0002222
42696,OG0043182
4270,OG0002621
42701,OG0005687
42704,OG0002803
42705,OG0480903
42706,OG0480904
42711,OG0000051
42712,OG0008671
42714,OG0019932
42718,OG0029195
4272,OG0073079
42723,OG0001255
42728,OG0000032
42729,OG0025374
42731,OG0000542
42734,OG0116727
42736,OG0003465
42737,OG0183865
42746,OG0073030
42747,OG0016577
42758,OG0000311
42759,OG0000163
42762,OG0480919
42763,OG0064359
42764,OG0000710
42765,OG0000154
42766,OG0116729
4277,OG0032661
42771,OG0000934
42774,OG0000054
42775,OG0005271
4278,OG0183912
42785,OG0034701
42787,OG0000303
42793,OG0003834
42807,OG0001689
42810,OG0000220
42812,OG0183868
42817,OG0019947
42824,OG0030794
42825,OG0012634
42828,OG0000403
42839,OG0480947
42846,OG0006260
42849,OG0116732
42854,OG0003623
42857,OG0012974
42858,OG0012967
42861,OG0480955
42862,OG0003339
42866,OG0097584
42867,OG0006506
42870,OG0480958
42871,OG0480959
42872,OG0480960
42876,OG0064366
42877,OG0003111
42885,OG0002684
42891,OG0001925
42894,OG0000754
42896,OG0018016
42898,OG0004425
4290,OG0037103
42910,OG0002784
42914,OG0002177
42915,OG0000342
42916,OG0064367
42917,OG0014108
42920,OG0013632
42922,OG0006876
42924,OG0000242
42929,OG0000832
42933,OG0480974
42935,OG0480975
42941,OG0000309
42946,OG0480977
42950,OG0001761
42951,OG0051580
42953,OG0002230
42954,OG0000115
42961,OG0083725
42963,OG0019280
42964,OG0008804
42965,OG0064300
42973,OG0000496
42974,OG0001197
42978,OG0005392
42987,OG0097592
42988,OG0003810
42993,OG0000053
42994,OG0097595
42995,OG0024350
42998,OG0008041
42999,OG0016566
43000,OG0001143
4301,OG0073080
43011,OG0001038
43020,OG0003317
43021,OG0000349
43029,OG0002499
43032,OG0064370
43038,OG0002528
43039,OG0011795
43042,OG0003257
43049,OG0000257
4305,OG0481220
43050,OG0004437
43053,OG0116742
43054,OG0043186
43066,OG0009567
43072,OG0001742
43083,OG0007324
43084,OG0003661
43085,OG0002375
43089,OG0003488
43093,OG0183878
43094,OG0034699
43098,OG0010444
43100,OG0022671
43105,OG0250768
43108,OG0024381
43109,OG0004668
43117,OG0000041
43118,OG0002944
43119,OG0003760
4312,OG0051682
43122,OG0064194
43124,OG0002194
43130,OG0000285
43132,OG0000246
43146,OG0000368
43158,OG0000177
43161,OG0020797
43167,OG0000431
43171,OG0000834
43175,OG0012635
43177,OG0481042
43181,OG0116747
43184,OG0010023
43185,OG0057336
43186,OG0183883
4319,OG0007856
43201,OG0000705
43209,OG0000705
43211,OG0010462
43213,OG0002375
43216,OG0002790
4322,OG0000191
43226,OG0047015
43232,OG0481052
43235,OG0009728
43236,OG0000568
43242,OG0002224
43247,OG0000551
43250,OG0022643
43252,OG0000857
43253,OG0000184
43256,OG0001109
43258,OG0000477
43260,OG0083743
43262,OG0001798
43266,OG0000735
43269,OG0003126
43275,OG0000621
43277,OG0001517
43278,OG0005569
43279,OG0001210
43280,OG0116750
43283,OG0020796
43285,OG0051573
43290,OG0002476
43294,OG0003439
43296,OG0000403
43299,OG0000173
43300,OG0002283
43302,OG0481073
43311,OG0000806
43315,OG0034764
43329,OG0016125
43334,OG0481082
43336,OG0481085
43345,OG0032619
43356,OG0014677
43358,OG0032654
43360,OG0000544
43361,OG0005856
43362,OG0143795
43367,OG0001200
43369,OG0024065
4337,OG0143817
43372,OG0000171
43376,OG0002826
43379,OG0000304
43380,OG0002664
43388,OG0001524
43392,OG0073059
43393,OG0005249
43396,OG0481100
43399,OG0064378
43400,OG0009752
43401,OG0000804
43402,OG0000767
43403,OG0008948
43408,OG0051674
43409,OG0116758
43411,OG0481102
43413,OG0481104
43416,OG0004366
43417,OG0000426
43418,OG0011077
43420,OG0012289
43421,OG0002375
43422,OG0002054
43426,OG0013031
43427,OG0051676
43431,OG0011318
43432,OG0250780
43436,OG0097622
43444,OG0097623
43448,OG0481108
43451,OG0000039
43456,OG0002980
43461,OG0000907
43464,OG0003585
43470,OG0006996
43473,OG0005936
43474,OG0000502
43476,OG0000035
43482,OG0003820
43487,OG0000149
43497,OG0003699
43498,OG0020771
43504,OG0000753
43505,OG0000753
43520,OG0001962
43523,OG0000105
43524,OG0022673
43526,OG0057344
43527,OG0008793
43531,OG0003550
43535,OG0001716
43544,OG0002117
43547,OG0000585
43548,OG0073065
43549,OG0000190
4355,OG0481225
43552,OG0002167
43553,OG0000106
43555,OG0000477
43560,OG0116765
43561,OG0000783
43565,OG0003561
43566,OG0000551
43568,OG0002282
43571,OG0013873
43574,OG0047024
43575,OG0018949
4358,OG0481226
43580,OG0004751
43584,OG0000878
43586,OG0000743
43587,OG0000217
43593,OG0007932
43598,OG0002037
43604,OG0039978
43607,OG0006064
43609,OG0000015
43611,OG0481140
43614,OG0057296
43619,OG0023460
4362,OG0116728
43621,OG0481144
43623,OG0011807
43625,OG0073069
4363,OG0000468
43631,OG0002225
43632,OG0014409
43636,OG0002057
43637,OG0030281
43638,OG0009037
43640,OG0032629
43647,OG0049792
43650,OG0000347
43657,OG0000319
43659,OG0481154
43661,OG0039979
43663,OG0007786
43664,OG0000694
43666,OG0000738
43668,OG0002475
43669,OG0000609
43672,OG0002702
43680,OG0009488
43682,OG0002105
43686,OG0481158
43688,OG0073069
43689,OG0039972
43691,OG0097632
43700,OG0000102
43709,OG0000057
43711,OG0083765
43717,OG0015029
43722,OG0005716
43735,OG0004318
43746,OG0001199
43754,OG0047030
43755,OG0001861
43759,OG0003349
43771,OG0000711
43773,OG0481175
43775,OG0001127
43780,OG0016577
43782,OG0011212
43789,OG0000682
4379,OG0029202
43791,OG0037155
43792,OG0143812
43793,OG0018635
43796,OG0000702
43799,OG0000442
4380,OG0037156
43803,OG0013420
43806,OG0057354
43807,OG0005467
43808,OG0000979
43815,OG0034746
43817,OG0000103
43818,OG0003979
43822,OG0001938
43823,OG0001930
43826,OG0000029
43827,OG0481182
43829,OG0034771
4383,OG0143820
43830,OG0002918
43836,OG0051680
43839,OG0000263
43841,OG0002736
43850,OG0002071
43854,OG0000116
43857,OG0481188
43859,OG0097639
43860,OG0001858
43862,OG0083777
43866,OG0481191
43870,OG0019948
43871,OG0000788
43875,OG0481196
43879,OG0001704
