qseqid,Orthogroup
A0A1B3PEJ5;|A0A6S8BSM1.1|(obsolete);,OG0003785
A0A1J0I0B7;,OG0000246
A0A6S8B678.1|(obsolete);,OG0003697
A0A6S8B679.1|(obsolete);,OG0000576
A0A6S8B693.1|(obsolete);,OG0000212
A0A6S8B6A5.1|(obsolete);,OG0004709
A0A6S8B6C7.1|(obsolete);,OG0043237
A0A6S8B6F0.1|(obsolete);,OG0000734
A0A6S8B6I7.1|(obsolete);,OG0001844
A0A6S8B6K7.1|(obsolete);,OG0016776
A0A6S8B6L2.1|(obsolete);,OG0004102
A0A6S8B6P4.1|(obsolete);,OG0000860
A0A6S8B6R8.1|(obsolete);,OG0001649
A0A6S8B6U3.1|(obsolete);,OG0000808
A0A6S8B6Z8.1|(obsolete);,OG0001692
A0A6S8B716.1|(obsolete);,OG0000496
A0A6S8B733.1|(obsolete);,OG0003650
A0A6S8B752.1|(obsolete);,OG0004592
A0A6S8B758.1|(obsolete);,OG0004677
A0A6S8B780.1|(obsolete);,OG0001067
A0A6S8B793.1|(obsolete);,OG0003385
A0A6S8B7C3.1|(obsolete);,OG0001557
A0A6S8B7E1.1|(obsolete);,OG0011670
A0A6S8B7E8.1|(obsolete);,OG0008193
A0A6S8B7F8.1|(obsolete);,OG0003826
A0A6S8B7J8.1|(obsolete);,OG0002450
A0A6S8B7K3.1|(obsolete);,OG0001954
A0A6S8B7L0.1|(obsolete);,OG0003703
A0A6S8B7M9.1|(obsolete);,OG0000074
A0A6S8B7N6.1|(obsolete);,OG0001597
A0A6S8B829.1|(obsolete);,OG0000163
A0A6S8B840.1|(obsolete);,OG0002577
A0A6S8B853.1|(obsolete);,OG0003775
A0A6S8B888.1|(obsolete);,OG0001548
A0A6S8B890.1|(obsolete);,OG0046983
A0A6S8B8B9.1|(obsolete);,OG0000729
A0A6S8B8C8.1|(obsolete);,OG0002027
A0A6S8B8D6.1|(obsolete);,OG0003281
A0A6S8B8H5.1|(obsolete);,OG0000314
A0A6S8B8L7.1|(obsolete);,OG0003903
A0A6S8B8N7.1|(obsolete);,OG0012448
A0A6S8B8R9.1|(obsolete);,OG0001924
A0A6S8B8W6.1|(obsolete);,OG0010179
A0A6S8B8W7.1|(obsolete);,OG0001160
A0A6S8B8Y5.1|(obsolete);,OG0073126
A0A6S8B8Z1.1|(obsolete);,OG0000145
A0A6S8B907.1|(obsolete);,OG0006073
A0A6S8B938.1|(obsolete);,OG0001594
A0A6S8B963.1|(obsolete);,OG0000343
A0A6S8B974.1|(obsolete);,OG0001613
A0A6S8B9C1.1|(obsolete);,OG0001974
A0A6S8B9D2.1|(obsolete);,OG0000046
A0A6S8B9D8.1|(obsolete);,OG0143816
A0A6S8B9F3.1|(obsolete);,OG0023448
A0A6S8B9F5.1|(obsolete);,OG0039978
A0A6S8B9G4.1|(obsolete);,OG0014916
A0A6S8B9I9.1|(obsolete);,OG0000002
A0A6S8B9J1.1|(obsolete);,OG0002030
A0A6S8B9J4.1|(obsolete);,OG0000135
A0A6S8B9K4.1|(obsolete);,OG0013164
A0A6S8B9K9.1|(obsolete);,OG0004173
A0A6S8B9P6.1|(obsolete);,OG0001074
A0A6S8B9Q9.1|(obsolete);,OG0000028
A0A6S8B9U6.1|(obsolete);,OG0000941
A0A6S8B9X7.1|(obsolete);,OG0012048
A0A6S8BA01.1|(obsolete);,OG0000702
A0A6S8BA03.1|(obsolete);,OG0002857
A0A6S8BA27.1|(obsolete);,OG0002803
A0A6S8BA30.1|(obsolete);,OG0000000
A0A6S8BA34.1|(obsolete);,OG0002297
A0A6S8BA37.1|(obsolete);,OG0000606
A0A6S8BAB8.1|(obsolete);,OG0051729
A0A6S8BAC9.1|(obsolete);,OG0005623
A0A6S8BAE4.1|(obsolete);,OG0004957
A0A6S8BAN3.1|(obsolete);,OG0001351
A0A6S8BAS6.1|(obsolete);,OG0002069
A0A6S8BAT7.1|(obsolete);,OG0002196
A0A6S8BAZ9.1|(obsolete);,OG0002065
A0A6S8BB29.1|(obsolete);,OG0006728
A0A6S8BB57.1|(obsolete);,OG0002315
A0A6S8BB61.1|(obsolete);,OG0009134
A0A6S8BB74.1|(obsolete);,OG0020743
A0A6S8BB76.1|(obsolete);,OG0002839
A0A6S8BB85.1|(obsolete);,OG0003108
A0A6S8BB91.1|(obsolete);,OG0002732
A0A6S8BBA4.1|(obsolete);,OG0002017
A0A6S8BBC5.1|(obsolete);,OG0000862
A0A6S8BBF2.1|(obsolete);,OG0002334
A0A6S8BBF7.1|(obsolete);,OG0000576
A0A6S8BBH0.1|(obsolete);,OG0004008
A0A6S8BBK5.1|(obsolete);,OG0000144
A0A6S8BBL6.1|(obsolete);,OG0001740
A0A6S8BBM6.1|(obsolete);,OG0001518
A0A6S8BBQ5.1|(obsolete);,OG0002053
A0A6S8BBS1.1|(obsolete);,OG0116880
A0A6S8BC02.1|(obsolete);,OG0008339
A0A6S8BC09.1|(obsolete);,OG0011505
A0A6S8BC10.1|(obsolete);,OG0000304
A0A6S8BC50.1|(obsolete);,OG0001644
A0A6S8BC51.1|(obsolete);,OG0000053
A0A6S8BCB3.1|(obsolete);,OG0001757
A0A6S8BCC5.1|(obsolete);,OG0024376
A0A6S8BCH1.1|(obsolete);,OG0116878
A0A6S8BCI1.1|(obsolete);,OG0004248
A0A6S8BCL3.1|(obsolete);,OG0010633
A0A6S8BCL8.1|(obsolete);,OG0003332
A0A6S8BCP4.1|(obsolete);,OG0083854
A0A6S8BCS0.1|(obsolete);,OG0001890
A0A6S8BCT6.1|(obsolete);,OG0000085
A0A6S8BCU0.1|(obsolete);,OG0001886
A0A6S8BCV8.1|(obsolete);,OG0016997
A0A6S8BCY3.1|(obsolete);,OG0000314
A0A6S8BCZ9.1|(obsolete);,OG0000180
A0A6S8BD00.1|(obsolete);,OG0003637
A0A6S8BD20.1|(obsolete);,OG0007991
A0A6S8BD26.1|(obsolete);,OG0005067
A0A6S8BD36.1|(obsolete);,OG0002007
A0A6S8BD73.1|(obsolete);,OG0003322
A0A6S8BD79.1|(obsolete);,OG0003059
A0A6S8BDA9.1|(obsolete);,OG0032674
A0A6S8BDB2.1|(obsolete);,OG0001883
A0A6S8BDI8.1|(obsolete);,OG0051743
A0A6S8BDN9.1|(obsolete);,OG0002199
A0A6S8BDU8.1|(obsolete);,OG0000828
A0A6S8BDV9.1|(obsolete);,OG0026550
A0A6S8BDW4.1|(obsolete);,OG0006033
A0A6S8BDX2.1|(obsolete);,OG0250775
A0A6S8BDY0.1|(obsolete);,OG0000378
A0A6S8BE17.1|(obsolete);,OG0026561
A0A6S8BE18.1|(obsolete);,OG0018625
A0A6S8BE33.1|(obsolete);,OG0002039
A0A6S8BE81.1|(obsolete);,OG0007045
A0A6S8BE89.1|(obsolete);,OG0000285
A0A6S8BEB1.1|(obsolete);,OG0000082
A0A6S8BEC0.1|(obsolete);,OG0003570
A0A6S8BEC9.1|(obsolete);,OG0000060
A0A6S8BEH6.1|(obsolete);,OG0000002
A0A6S8BEJ3.1|(obsolete);,OG0008730
A0A6S8BEM0.1|(obsolete);,OG0000453
A0A6S8BEU1.1|(obsolete);,OG0002131
A0A6S8BEV5.1|(obsolete);,OG0003630
A0A6S8BEV7.1|(obsolete);,OG0000640
A0A6S8BEY3.1|(obsolete);,OG0097905
A0A6S8BF22.1|(obsolete);,OG0001449
A0A6S8BF43.1|(obsolete);,OG0001437
A0A6S8BF49.1|(obsolete);,OG0002570
A0A6S8BF63.1|(obsolete);,OG0000975
A0A6S8BF87.1|(obsolete);,OG0083686
A0A6S8BF88.1|(obsolete);,OG0046920
A0A6S8BF91.1|(obsolete);,OG0000281
A0A6S8BF96.1|(obsolete);,OG0002447
A0A6S8BFD7.1|(obsolete);,OG0002088
A0A6S8BFI1.1|(obsolete);,OG0001588
A0A6S8BFI7.1|(obsolete);,OG0000138
A0A6S8BFM1.1|(obsolete);,OG0001543
A0A6S8BFU3.1|(obsolete);,OG0000103
A0A6S8BFV5.1|(obsolete);,OG0001300
A0A6S8BFZ5.1|(obsolete);,OG0002613
A0A6S8BG50.1|(obsolete);,OG0029138
A0A6S8BG72.1|(obsolete);,OG0002113
A0A6S8BG78.1|(obsolete);,OG0024390
A0A6S8BG79.1|(obsolete);,OG0002292
A0A6S8BG81.1|(obsolete);,OG0002002
A0A6S8BGG2.1|(obsolete);,OG0001083
A0A6S8BGG6.1|(obsolete);,OG0003035
A0A6S8BGH1.1|(obsolete);,OG0000185
A0A6S8BGH2.1|(obsolete);,OG0000247
A0A6S8BGH9.1|(obsolete);,OG0002031
A0A6S8BGP5.1|(obsolete);,OG0001061
A0A6S8BGS3.1|(obsolete);,OG0003563
A0A6S8BGS6.1|(obsolete);,OG0002856
A0A6S8BGX2.1|(obsolete);,OG0000617
A0A6S8BH12.1|(obsolete);,OG0001441
A0A6S8BH62.1|(obsolete);,OG0012637
A0A6S8BH64.1|(obsolete);,OG0022627
A0A6S8BH85.1|(obsolete);,OG0002479
A0A6S8BHC8.1|(obsolete);,OG0001053
A0A6S8BHE1.1|(obsolete);,OG0001509
A0A6S8BHE8.1|(obsolete);,OG0023488
A0A6S8BHH5.1|(obsolete);,OG0000095
A0A6S8BHJ3.1|(obsolete);,OG0002047
A0A6S8BHK1.1|(obsolete);,OG0000021
A0A6S8BHL2.1|(obsolete);,OG0000078
A0A6S8BHL3.1|(obsolete);,OG0001902
A0A6S8BHT3.1|(obsolete);,OG0003111
A0A6S8BHU1.1|(obsolete);,OG0003063
A0A6S8BHU9.1|(obsolete);,OG0002225
A0A6S8BHX4.1|(obsolete);,OG0057398
A0A6S8BHX9.1|(obsolete);,OG0001399
A0A6S8BI39.1|(obsolete);,OG0002283
A0A6S8BI63.1|(obsolete);,OG0001674
A0A6S8BI81.1|(obsolete);,OG0000177
A0A6S8BI90.1|(obsolete);,OG0000314
A0A6S8BIB3.1|(obsolete);,OG0025399
A0A6S8BIC8.1|(obsolete);,OG0002566
A0A6S8BIH2.1|(obsolete);,OG0004711
A0A6S8BII3.1|(obsolete);,OG0002349
A0A6S8BII4.1|(obsolete);,OG0012268
A0A6S8BIK9.1|(obsolete);,OG0002984
A0A6S8BIX7.1|(obsolete);,OG0003197
A0A6S8BJ10.1|(obsolete);,OG0001845
A0A6S8BJ88.1|(obsolete);,OG0000837
A0A6S8BJH8.1|(obsolete);,OG0001206
A0A6S8BJI7.1|(obsolete);,OG0003169
A0A6S8BJN4.1|(obsolete);,OG0116923
A0A6S8BJU7.1|(obsolete);,OG0006171
A0A6S8BJU9.1|(obsolete);,OG0006514
A0A6S8BJW3.1|(obsolete);,OG0027759
A0A6S8BJZ6.1|(obsolete);,OG0032591
A0A6S8BK57.1|(obsolete);,OG0003523
A0A6S8BK84.1|(obsolete);,OG0001151
A0A6S8BK93.1|(obsolete);,OG0043257
A0A6S8BKB3.1|(obsolete);,OG0001624
A0A6S8BKF7.1|(obsolete);,OG0144073
A0A6S8BKH2.1|(obsolete);,OG0000637
A0A6S8BKH7.1|(obsolete);,OG0000610
A0A6S8BKJ5.1|(obsolete);,OG0010668
A0A6S8BKR2.1|(obsolete);,OG0051671
A0A6S8BKV0.1|(obsolete);,OG0002101
A0A6S8BKX5.1|(obsolete);,OG0003160
A0A6S8BL10.1|(obsolete);,OG0000430
A0A6S8BL43.1|(obsolete);,OG0025039
A0A6S8BL46.1|(obsolete);,OG0002075
A0A6S8BL53.1|(obsolete);,OG0001542
A0A6S8BLA0.1|(obsolete);,OG0026543
A0A6S8BLA6.1|(obsolete);,OG0000883
A0A6S8BLG8.1|(obsolete);,OG0002419
A0A6S8BLI0.1|(obsolete);,OG0011968
A0A6S8BLM9.1|(obsolete);,OG0001417
A0A6S8BLS0.1|(obsolete);,OG0001328
A0A6S8BLU9.1|(obsolete);,OG0001338
A0A6S8BLV0.1|(obsolete);,OG0012294
A0A6S8BLX2.1|(obsolete);,OG0001951
A0A6S8BLZ9.1|(obsolete);,OG0020793
A0A6S8BM67.1|(obsolete);,OG0143825
A0A6S8BM70.1|(obsolete);,OG0001014
A0A6S8BM83.1|(obsolete);,OG0003486
A0A6S8BM92.1|(obsolete);,OG0002446
A0A6S8BM95.1|(obsolete);,OG0003516
A0A6S8BM98.1|(obsolete);,OG0000558
A0A6S8BMA0.1|(obsolete);,OG0000468
A0A6S8BMA6.1|(obsolete);,OG0000355
A0A6S8BMC8.1|(obsolete);,OG0073014
A0A6S8BMH9.1|(obsolete);,OG0032630
A0A6S8BML9.1|(obsolete);,OG0024378
A0A6S8BMR0.1|(obsolete);,OG0000503
A0A6S8BMV4.1|(obsolete);,OG0073056
A0A6S8BMW0.1|(obsolete);,OG0003186
A0A6S8BMX4.1|(obsolete);,OG0000210
A0A6S8BMY0.1|(obsolete);,OG0001383
A0A6S8BMY5.1|(obsolete);,OG0000718
A0A6S8BN40.1|(obsolete);,OG0010292
A0A6S8BN41.1|(obsolete);,OG0020796
A0A6S8BN43.1|(obsolete);,OG0000193
A0A6S8BN88.1|(obsolete);,OG0003019
A0A6S8BNA9.1|(obsolete);,OG0000376
A0A6S8BNC2.1|(obsolete);,OG0006106
A0A6S8BND1.1|(obsolete);,OG0004288
A0A6S8BNE4.1|(obsolete);,OG0000839
A0A6S8BNE9.1|(obsolete);,OG0007148
A0A6S8BNI4.1|(obsolete);,OG0004789
A0A6S8BNI9.1|(obsolete);,OG0001278
A0A6S8BNL8.1|(obsolete);,OG0027804
A0A6S8BNQ8.1|(obsolete);,OG0002729
A0A6S8BNQ9.1|(obsolete);,OG0001756
A0A6S8BNS2.1|(obsolete);,OG0003593
A0A6S8BNT2.1|(obsolete);,OG0000737
A0A6S8BP33.1|(obsolete);,OG0001709
A0A6S8BP37.1|(obsolete);,OG0000120
A0A6S8BP55.1|(obsolete);,OG0000075
A0A6S8BP64.1|(obsolete);,OG0002222
A0A6S8BP67.1|(obsolete);,OG0014677
A0A6S8BP85.1|(obsolete);,OG0000028
A0A6S8BP98.1|(obsolete);,OG0004817
A0A6S8BPB9.1|(obsolete);,OG0004573
A0A6S8BPF1.1|(obsolete);,OG0000307
A0A6S8BPG7.1|(obsolete);,OG0000015
A0A6S8BPG9.1|(obsolete);,OG0002465
A0A6S8BPJ9.1|(obsolete);,OG0001067
A0A6S8BPL1.1|(obsolete);,OG0010462
A0A6S8BPM5.1|(obsolete);,OG0002683
A0A6S8BPQ4.1|(obsolete);,OG0000002
A0A6S8BPU0.1|(obsolete);,OG0002503
A0A6S8BPU8.1|(obsolete);,OG0002379
A0A6S8BPX3.1|(obsolete);,OG0004538
A0A6S8BPY1.1|(obsolete);,OG0000392
A0A6S8BQ01.1|(obsolete);,OG0000649
A0A6S8BQE5.1|(obsolete);,OG0003172
A0A6S8BQF5.1|(obsolete);,OG0003354
A0A6S8BQF9.1|(obsolete);,OG0005654
A0A6S8BQG1.1|(obsolete);,OG0002509
A0A6S8BQG2.1|(obsolete);,OG0000919
A0A6S8BQK2.1|(obsolete);,OG0000000
A0A6S8BQK5.1|(obsolete);,OG0003225
A0A6S8BQM9.1|(obsolete);,OG0057273
A0A6S8BQN1.1|(obsolete);,OG0001688
A0A6S8BQN3.1|(obsolete);,OG0000257
A0A6S8BQR0.1|(obsolete);,OG0000498
A0A6S8BQT2.1|(obsolete);,OG0004127
A0A6S8BQY7.1|(obsolete);,OG0010520
A0A6S8BR03.1|(obsolete);,OG0000050
A0A6S8BR08.1|(obsolete);,OG0004397
A0A6S8BR13.1|(obsolete);,OG0011460
A0A6S8BR39.1|(obsolete);,OG0057294
A0A6S8BR67.1|(obsolete);,OG0020774
A0A6S8BRD3.1|(obsolete);,OG0026570
A0A6S8BRE5.1|(obsolete);,OG0000384
A0A6S8BRF6.1|(obsolete);,OG0000495
A0A6S8BRI6.1|(obsolete);,OG0000009
A0A6S8BRJ6.1|(obsolete);,OG0009397
A0A6S8BRL9.1|(obsolete);,OG0000944
A0A6S8BRM1.1|(obsolete);,OG0097677
A0A6S8BRM3.1|(obsolete);,OG0003001
A0A6S8BRN3.1|(obsolete);,OG0003195
A0A6S8BRN8.1|(obsolete);,OG0004877
A0A6S8BRQ3.1|(obsolete);,OG0008415
A0A6S8BRW8.1|(obsolete);,OG0002619
A0A6S8BRX8.1|(obsolete);,OG0006064
A0A6S8BS30.1|(obsolete);,OG0000580
A0A6S8BS36.1|(obsolete);,OG0004523
A0A6S8BS46.1|(obsolete);,OG0004012
A0A6S8BS48.1|(obsolete);,OG0000028
A0A6S8BS64.1|(obsolete);,OG0004884
A0A6S8BS73.1|(obsolete);,OG0001022
A0A6S8BSA6.1|(obsolete);,OG0002216
A0A6S8BSE6.1|(obsolete);,OG0002745
A0A6S8BSG1.1|(obsolete);,OG0019271
A0A6S8BSI2.1|(obsolete);,OG0000193
A0A6S8BSM0.1|(obsolete);,OG0000186
A0A6S8BSP1.1|(obsolete);,OG0001936
A0A6S8BSP9.1|(obsolete);,OG0000557
A0A6S8BSU8.1|(obsolete);,OG0002309
A0A6S8BSZ6.1|(obsolete);,OG0003526
A0A6S8BT10.1|(obsolete);,OG0000160
A0A6S8BT37.1|(obsolete);,OG0097613
A0A6S8BT42.1|(obsolete);,OG0117061
A0A6S8BT76.1|(obsolete);,OG0144040
A0A6S8BT88.1|(obsolete);,OG0000727
A0A6S8BT91.1|(obsolete);,OG0051680
A0A6S8BTB0.1|(obsolete);,OG0000108
A0A6S8BTD6.1|(obsolete);,OG0000053
A0A6S8BTJ7.1|(obsolete);,OG0003335
A0A6S8BTM4.1|(obsolete);,OG0000323
A0A6S8BTN7.1|(obsolete);,OG0001926
A0A6S8BTV9.1|(obsolete);,OG0008260
A0A6S8BU01.1|(obsolete);,OG0003541
A0A6S8BUA7.1|(obsolete);,OG0000129
A0A6S8BUB1.1|(obsolete);,OG0003939
A0A6S8BUB2.1|(obsolete);,OG0034778
A0A6S8BUC0.1|(obsolete);,OG0003251
A0A6S8BUC7.1|(obsolete);,OG0006875
A0A6S8BUE0.1|(obsolete);,OG0000375
A0A6S8BUE4.1|(obsolete);,OG0002388
A0A6S8BUF9.1|(obsolete);,OG0001817
A0A6S8BUI6.1|(obsolete);,OG0005122
A0A6S8BUL7.1|(obsolete);,OG0000777
A0A6S8BUP1.1|(obsolete);,OG0001472
A0A6S8BUS8.1|(obsolete);,OG0007462
A0A6S8BUU0.1|(obsolete);,OG0000099
A0A6S8BUU7.1|(obsolete);,OG0002115
A0A6S8BV28.1|(obsolete);,OG0001488
A0A6S8BV77.1|(obsolete);,OG0000626
A0A6S8BVC9.1|(obsolete);,OG0001654
A0A6S8BVD4.1|(obsolete);,OG0006315
A0A6S8BVF2.1|(obsolete);,OG0002639
A0A6S8BVH7.1|(obsolete);,OG0001664
A0A6S8BVI2.1|(obsolete);,OG0000274
A0A6S8BVK0.1|(obsolete);,OG0001261
A0A6S8BVV9.1|(obsolete);,OG0001853
A0A6S8BVX9.1|(obsolete);,OG0000465
A0A6S8BW83.1|(obsolete);,OG0002143
A0A6S8BW84.1|(obsolete);,OG0002666
A0A6S8BWC0.1|(obsolete);,OG0000108
A0A6S8BWE5.1|(obsolete);,OG0002157
A0A6S8BWM4.1|(obsolete);,OG0000456
A0A6S8BWN0.1|(obsolete);,OG0000002
A0A6S8BWR3.1|(obsolete);,OG0001856
A0A6S8BWR6.1|(obsolete);,OG0000692
A0A6S8BWU8.1|(obsolete);,OG0004788
A0A6S8BX06.1|(obsolete);,OG0001742
A0A6S8BX23.1|(obsolete);,OG0032651
A0A6S8BX48.1|(obsolete);,OG0034726
A0A6S8BXA6.1|(obsolete);,OG0000002
A0A6S8BXD3.1|(obsolete);,OG0003622
A0A6S8BXF3.1|(obsolete);,OG0002091
A0A6S8BXJ2.1|(obsolete);,OG0000751
A0A6S8BXK0.1|(obsolete);,OG0021847
A0A6S8BXM8.1|(obsolete);,OG0002722
A0A6S8BXP1.1|(obsolete);,OG0000104
A0A6S8BXR6.1|(obsolete);,OG0000234
A0A6S8BXS1.1|(obsolete);,OG0083736
A0A6S8BXU3.1|(obsolete);,OG0006558
A0A6S8BXW2.1|(obsolete);,OG0007842
A0A6S8BXY6.1|(obsolete);,OG0000838
A0A6S8BY22.1|(obsolete);,OG0073026
A0A6S8BY35.1|(obsolete);,OG0000270
A0A6S8BY59.1|(obsolete);,OG0005005
A0A6S8BY71.1|(obsolete);,OG0037086
A0A6S8BYG0.1|(obsolete);,OG0051712
A0A6S8BYG3.1|(obsolete);,OG0000009
A0A6S8BYJ4.1|(obsolete);,OG0000034
A0A6S8BYQ0.1|(obsolete);,OG0000807
A0A6S8BYQ7.1|(obsolete);,OG0047060
A0A6S8BYR2.1|(obsolete);,OG0000021
A0A6S8BZ08.1|(obsolete);,OG0001076
A0A6S8BZ68.1|(obsolete);,OG0000036
A0A6S8BZ98.1|(obsolete);,OG0002433
A0A6S8BZE5.1|(obsolete);,OG0011392
A0A6S8BZH7.1|(obsolete);,OG0002811
A0A6S8BZS9.1|(obsolete);,OG0001573
A0A6S8BZV9.1|(obsolete);,OG0000940
A0A6S8BZW1.1|(obsolete);,OG0002844
A0A6S8BZW6.1|(obsolete);,OG0001351
A0A6S8BZX4.1|(obsolete);,OG0002480
A0A6S8BZZ8.1|(obsolete);,OG0002150
A0A6S8C011.1|(obsolete);,OG0000408
A0A6S8C021.1|(obsolete);,OG0000663
A0A6S8C022.1|(obsolete);,OG0003020
A0A6S8C061.1|(obsolete);,OG0000057
A0A6S8C0A3.1|(obsolete);,OG0003156
A0A6S8C0G9.1|(obsolete);,OG0022660
A0A6S8C0K9.1|(obsolete);,OG0000751
A0A6S8C0L7.1|(obsolete);,OG0001973
A0A6S8C0T1.1|(obsolete);,OG0000511
A0A6S8C0X5.1|(obsolete);,OG0003907
A0A6S8C0Y5.1|(obsolete);,OG0000054
A0A6S8C0Z2.1|(obsolete);,OG0025393
A0A6S8C120.1|(obsolete);,OG0000497
A0A6S8C121.1|(obsolete);,OG0000429
A0A6S8C148.1|(obsolete);,OG0064481
A0A6S8C170.1|(obsolete);,OG0000041
A0A6S8C171.1|(obsolete);,OG0019270
A0A6S8C180.1|(obsolete);,OG0000616
A0A6S8C1E3.1|(obsolete);,OG0001184
A0A6S8C1I4.1|(obsolete);,OG0001017
A0A6S8C1K9.1|(obsolete);,OG0015729
A0A6S8C1M7.1|(obsolete);,OG0002782
A0A6S8C1Q8.1|(obsolete);,OG0001541
A0A6S8C1R4.1|(obsolete);,OG0002062
A0A6S8C1U6.1|(obsolete);,OG0024065
A0A6S8C1W6.1|(obsolete);,OG0116812
A0A6S8C1X5.1|(obsolete);,OG0001038
A0A6S8C1Z4.1|(obsolete);,OG0001841
A0A6S8C202.1|(obsolete);,OG0002001
A0A6S8C229.1|(obsolete);,OG0006606
A0A6S8C286.1|(obsolete);,OG0000528
A0A6S8C2A2.1|(obsolete);,OG0001834
A0A6S8C2H0.1|(obsolete);,OG0001632
A0A6S8C2I0.1|(obsolete);,OG0027749
A0A6S8C2J9.1|(obsolete);,OG0006021
A0A6S8C2K2.1|(obsolete);,OG0083790
A0A6S8C2R9.1|(obsolete);,OG0000908
A0A6S8C2U7.1|(obsolete);,OG0000256
A0A6S8C2W0.1|(obsolete);,OG0016547
A0A6S8C2X3.1|(obsolete);,OG0000438
A0A6S8C300.1|(obsolete);,OG0000063
A0A6S8C301.1|(obsolete);,OG0039957
A0A6S8C343.1|(obsolete);,OG0001973
A0A6S8C3D4.1|(obsolete);,OG0000616
A0A6S8C3D7.1|(obsolete);,OG0006134
A0A6S8C3F0.1|(obsolete);,OG0001705
A0A6S8C3F3.1|(obsolete);,OG0019266
A0A6S8C3H0.1|(obsolete);,OG0001268
A0A6S8C3J1.1|(obsolete);,OG0000495
A0A6S8C3M3.1|(obsolete);,OG0000910
A0A6S8C3N2.1|(obsolete);,OG0000220
A0A6S8C3Q4.1|(obsolete);,OG0001753
A0A6S8C3S6.1|(obsolete);,OG0051765
A0A6S8C3V9.1|(obsolete);,OG0001035
A0A6S8C3Z6.1|(obsolete);,OG0000916
A0A6S8C438.1|(obsolete);,OG0002112
A0A6S8C472.1|(obsolete);,OG0034108
A0A6S8C4F9.1|(obsolete);,OG0001595
A0A6S8C4I1.1|(obsolete);,OG0000498
A0A6S8C4P1.1|(obsolete);,OG0116852
A0A6S8C4S7.1|(obsolete);,OG0003493
A0A6S8C500.1|(obsolete);,OG0013689
A0A6S8C513.1|(obsolete);,OG0002979
A0A6S8C520.1|(obsolete);,OG0000060
A0A6S8C523.1|(obsolete);,OG0004193
A0A6S8C568.1|(obsolete);,OG0002242
A0A6S8C5C6.1|(obsolete);,OG0000633
A0A6S8C5L2.1|(obsolete);,OG0000864
A0A6S8C5M8.1|(obsolete);,OG0029218
A0A6S8C5R2.1|(obsolete);,OG0002641
A0A6S8C5V8.1|(obsolete);,OG0004207
A0A6S8C640.1|(obsolete);,OG0003707
A0A6S8C673.1|(obsolete);,OG0004356
A0A6S8C691.1|(obsolete);,OG0001035
A0A6S8C6A8.1|(obsolete);,OG0008862
A0A6S8C6E5.1|(obsolete);,OG0001491
A0A6S8C6L2.1|(obsolete);,OG0000355
A0A6S8C6L4.1|(obsolete);,OG0000099
A0A6S8C6M5.1|(obsolete);,OG0010169
A0A6S8C6N3.1|(obsolete);,OG0006436
A0A6S8C6P8.1|(obsolete);,OG0003406
A0A6S8C6Q5.1|(obsolete);,OG0000819
A0A6S8C6S9.1|(obsolete);,OG0012974
A0A6S8C6T5.1|(obsolete);,OG0002668
A0A6S8C6U3.1|(obsolete);,OG0001086
A0A6S8C6V2.1|(obsolete);,OG0184053
A0A6S8C6X4.1|(obsolete);,OG0007488
A0A6S8C6X5.1|(obsolete);,OG0000569
A0A6S8C6Z6.1|(obsolete);,OG0000498
A0A6S8C703.1|(obsolete);,OG0001742
A0A6S8C733.1|(obsolete);,OG0001582
A0A6S8C793.1|(obsolete);,OG0003736
A0A6S8C7A2.1|(obsolete);,OG0022648
A0A6S8C7A5.1|(obsolete);,OG0000952
A0A6S8C7E4.1|(obsolete);,OG0005179
A0A6S8C7H3.1|(obsolete);,OG0002931
A0A6S8C7K7.1|(obsolete);,OG0002420
A0A6S8C7Q0.1|(obsolete);,OG0097622
A0A6S8C7W4.1|(obsolete);,OG0000374
A0A6S8C7W8.1|(obsolete);,OG0017506
A0A6S8C7X5.1|(obsolete);,OG0007216
A0A6S8C803.1|(obsolete);,OG0000021
A0A6S8C857.1|(obsolete);,OG0000445
A0A6S8C859.1|(obsolete);,OG0073145
A0A6S8C866.1|(obsolete);,OG0002481
A0A6S8C8B2.1|(obsolete);,OG0001417
A0A6S8C8C9.1|(obsolete);,OG0004619
A0A6S8C8E6.1|(obsolete);,OG0001932
A0A6S8C8M0.1|(obsolete);,OG0000029
A0A6S8C8R7.1|(obsolete);,OG0000800
A0A6S8C8X5.1|(obsolete);,OG0073274
A0A6S8C959.1|(obsolete);,OG0002467
A0A6S8C971.1|(obsolete);,OG0003024
A0A6S8C972.1|(obsolete);,OG0007322
A0A6S8C988.1|(obsolete);,OG0000126
A0A6S8C9C4.1|(obsolete);,OG0004546
A0A6S8C9G9.1|(obsolete);,OG0003270
A0A6S8C9S4.1|(obsolete);,OG0083671
A0A6S8C9W8.1|(obsolete);,OG0000961
A0A6S8CA18.1|(obsolete);,OG0000711
A0A6S8CA29.1|(obsolete);,OG0003459
A0A6S8CA55.1|(obsolete);,OG0000279
A0A6S8CA75.1|(obsolete);,OG0012828
A0A6S8CAA2.1|(obsolete);,OG0002198
A0A6S8CAA9.1|(obsolete);,OG0002084
A0A6S8CAE1.1|(obsolete);,OG0001195
A0A6S8CAE9.1|(obsolete);,OG0007738
A0A6S8CAN9.1|(obsolete);,OG0001251
A0A6S8CAR0.1|(obsolete);,OG0029180
