goAcc,desc
GO:0046899,nucleoside triphosphate adenylate kinase activity
GO:0046907,intracellular transport
GO:0046914,transition metal ion binding
GO:0046923,ER retention sequence binding
GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism"
GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
GO:0046983,protein dimerization activity
GO:0047012,sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity
GO:0047372,acylglycerol lipase activity
GO:0047419,N-acetylgalactosamine-6-phosphate deacetylase activity
GO:0047429,nucleoside-triphosphate diphosphatase activity
GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity"
GO:0047560,3-dehydrosphinganine reductase activity
GO:0047611,acetylspermidine deacetylase activity
GO:0047631,ADP-ribose diphosphatase activity
GO:0047793,cycloeucalenol cycloisomerase activity
GO:0047874,dolichyldiphosphatase activity
GO:0048015,phosphatidylinositol-mediated signaling
GO:0048038,quinone binding
GO:0048040,UDP-glucuronate decarboxylase activity
GO:0048193,Golgi vesicle transport
GO:0048500,signal recognition particle
GO:0050080,malonyl-CoA decarboxylase activity
GO:0050112,inositol 2-dehydrogenase activity
GO:0050113,inositol oxygenase activity
GO:0050218,propionate-CoA ligase activity
GO:0050220,prostaglandin-E synthase activity
GO:0050254,rhodopsin kinase activity
GO:0050291,sphingosine N-acyltransferase activity
GO:0050353,trimethyllysine dioxygenase activity
GO:0050567,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0050660,flavin adenine dinucleotide binding
GO:0050661,"NADP binding"
GO:0050897,cobalt ion binding
GO:0051015,actin filament binding
GO:0051082,unfolded protein binding
GO:0051087,chaperone binding
GO:0051090,regulation of DNA-binding transcription factor activity
GO:0051205,protein insertion into membrane
GO:0051252,regulation of RNA metabolic process
GO:0051258,protein polymerization
GO:0051276,chromosome organization
GO:0051287,"NAD binding"
GO:0051438,regulation of ubiquitin-protein transferase activity
GO:0051443,positive regulation of ubiquitin-protein transferase activity
GO:0051444,negative regulation of ubiquitin-protein transferase activity
GO:0051536,iron-sulfur cluster binding
GO:0051537,"2 iron, 2 sulfur cluster binding"
GO:0051539,"4 iron, 4 sulfur cluster binding"
GO:0051731,polynucleotide 5'-hydroxyl-kinase activity
GO:0051972,regulation of telomerase activity
