goAcc,desc
GO:0036295,cellular response to increased oxygen levels
GO:0036297,interstrand cross-link repair
GO:0036310,annealing helicase activity
GO:0036368,cone photoresponse recovery
GO:0036372,opsin transport
GO:0036381,pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity
GO:0036387,pre-replicative complex
GO:0036388,pre-replicative complex assembly
GO:0036402,proteasome-activating activity
GO:0036415,regulation of tRNA stability
GO:0036424,L-phosphoserine phosphatase activity
GO:0036425,D-phosphoserine phosphatase activity
GO:0036438,maintenance of lens transparency
GO:0036464,cytoplasmic ribonucleoprotein granule
GO:0036465,synaptic vesicle recycling
GO:0036477,somatodendritic compartment
GO:0036498,IRE1-mediated unfolded protein response
GO:0036499,PERK-mediated unfolded protein response
GO:0036503,ERAD pathway
GO:0036508,"protein alpha-1,2-demannosylation"
GO:0036525,protein deglycation
GO:0038027,apolipoprotein A-I-mediated signaling pathway
GO:0038061,NIK/NF-kappaB signaling
GO:0038089,positive regulation of cell migration by vascular endothelial growth factor signaling pathway
GO:0038108,negative regulation of appetite by leptin-mediated signaling pathway
GO:0038183,bile acid signaling pathway
GO:0038202,TORC1 signaling
GO:0039021,pronephric glomerulus development
GO:0039023,pronephric duct morphogenesis
GO:0039536,negative regulation of RIG-I signaling pathway
GO:0039693,viral DNA genome replication
GO:0039694,viral RNA genome replication
GO:0039695,DNA-templated viral transcription
GO:0039702,viral budding via host ESCRT complex
GO:0040001,establishment of mitotic spindle localization
GO:0040002,collagen and cuticulin-based cuticle development
GO:0040007,growth
GO:0040008,regulation of growth
GO:0040011,locomotion
GO:0040012,regulation of locomotion
GO:0040014,regulation of multicellular organism growth
GO:0040018,positive regulation of multicellular organism growth
GO:0040019,positive regulation of embryonic development
GO:0040020,regulation of meiotic nuclear division
GO:0040024,dauer larval development
GO:0040026,positive regulation of vulval development
GO:0040029,"regulation of gene expression, epigenetic"
GO:0040031,snRNA modification
GO:0040032,post-embryonic body morphogenesis
GO:0042023,DNA endoreduplication
GO:0042025,host cell nucleus
GO:0042026,protein refolding
GO:0042030,ATPase inhibitor activity
GO:0042049,cellular acyl-CoA homeostasis
GO:0042052,rhabdomere development
GO:0042054,histone methyltransferase activity
GO:0042056,chemoattractant activity
GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway
GO:0042073,intraciliary transport
GO:0042074,cell migration involved in gastrulation
GO:0042078,germ-line stem cell division
GO:0042084,5-methyltetrahydrofolate-dependent methyltransferase activity
GO:0042085,5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity
GO:0042113,B cell activation
GO:0042125,protein galactosylation
GO:0042126,nitrate metabolic process
GO:0042127,regulation of cell population proliferation
GO:0042134,rRNA primary transcript binding
GO:0042135,neurotransmitter catabolic process
GO:0042136,neurotransmitter biosynthetic process
GO:0042138,meiotic DNA double-strand break formation
GO:0042144,"vacuole fusion, non-autophagic"
GO:0042147,"retrograde transport, endosome to Golgi"
GO:0042148,strand invasion
GO:0042149,cellular response to glucose starvation
GO:0042151,nematocyst
GO:0042157,lipoprotein metabolic process
GO:0042162,telomeric DNA binding
GO:0042167,heme catabolic process
GO:0042168,heme metabolic process
GO:0042170,plastid membrane
GO:0042173,regulation of sporulation resulting in formation of a cellular spore
GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network
GO:0042176,regulation of protein catabolic process
GO:0042180,cellular ketone metabolic process
GO:0042182,ketone catabolic process
GO:0042183,formate catabolic process
GO:0042219,cellular modified amino acid catabolic process
GO:0042245,RNA repair
GO:0042262,DNA protection
GO:0042264,peptidyl-aspartic acid hydroxylation
GO:0042265,peptidyl-asparagine hydroxylation
GO:0042273,ribosomal large subunit biogenesis
GO:0042274,ribosomal small subunit biogenesis
GO:0042275,error-free postreplication DNA repair
GO:0042276,error-prone translesion synthesis
GO:0042277,peptide binding
GO:0042284,sphingolipid delta-4 desaturase activity
GO:0042286,"glutamate-1-semialdehyde 2,1-aminomutase activity"
GO:0042301,phosphate ion binding
GO:0042302,structural constituent of cuticle
GO:0042307,positive regulation of protein import into nucleus
GO:0042308,negative regulation of protein import into nucleus
GO:0042311,vasodilation
GO:0042326,negative regulation of phosphorylation
GO:0042331,phototaxis
GO:0042335,cuticle development
GO:0042338,cuticle development involved in collagen and cuticulin-based cuticle molting cycle
GO:0042364,water-soluble vitamin biosynthetic process
GO:0042371,vitamin K biosynthetic process
GO:0042373,vitamin K metabolic process
GO:0042391,regulation of membrane potential
GO:0042393,histone binding
GO:0042395,"ecdysis, collagen and cuticulin-based cuticle"
GO:0042403,thyroid hormone metabolic process
GO:0042426,choline catabolic process
GO:0042445,hormone metabolic process
GO:0042446,hormone biosynthetic process
GO:0042462,eye photoreceptor cell development
GO:0042470,melanosome
GO:0042471,ear morphogenesis
GO:0042490,mechanoreceptor differentiation
GO:0042493,response to drug
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein
GO:0042538,hyperosmotic salinity response
GO:0042541,hemoglobin biosynthetic process
GO:0042542,response to hydrogen peroxide
GO:0042548,"regulation of photosynthesis, light reaction"
GO:0042552,myelination
GO:0042554,superoxide anion generation
GO:0042555,MCM complex
GO:0042558,pteridine-containing compound metabolic process
GO:0042562,hormone binding
GO:0042564,NLS-dependent protein nuclear import complex
GO:0042566,hydrogenosome
GO:0042575,DNA polymerase complex
GO:0042577,lipid phosphatase activity
GO:0042579,microbody
GO:0042584,chromaffin granule membrane
GO:0042585,germinal vesicle
GO:0042593,glucose homeostasis
GO:0042594,response to starvation
GO:0042597,periplasmic space
GO:0042602,riboflavin reductase (NADPH) activity
GO:0042618,poly-hydroxybutyrate metabolic process
GO:0042632,cholesterol homeostasis
GO:0042633,hair cycle
GO:0042641,actomyosin
GO:0042644,chloroplast nucleoid
GO:0042645,mitochondrial nucleoid
GO:0042651,thylakoid membrane
GO:0042690,negative regulation of crystal cell differentiation
GO:0042720,mitochondrial inner membrane peptidase complex
GO:0042721,TIM22 mitochondrial import inner membrane insertion complex
GO:0042724,thiamine-containing compound biosynthetic process
GO:0042729,DASH complex
GO:0042732,D-xylose metabolic process
GO:0042737,drug catabolic process
GO:0042742,defense response to bacterium
GO:0042743,hydrogen peroxide metabolic process
GO:0042744,hydrogen peroxide catabolic process
GO:0042752,regulation of circadian rhythm
GO:0042756,drinking behavior
GO:0042758,long-chain fatty acid catabolic process
GO:0042759,long-chain fatty acid biosynthetic process
GO:0042760,very long-chain fatty acid catabolic process
GO:0042761,very long-chain fatty acid biosynthetic process
GO:0042766,nucleosome mobilization
GO:0042770,signal transduction in response to DNA damage
GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:0042773,ATP synthesis coupled electron transport
GO:0042779,tRNA 3'-trailer cleavage
GO:0042780,tRNA 3'-end processing
GO:0042788,polysomal ribosome
GO:0042797,tRNA transcription by RNA polymerase III
GO:0042799,histone methyltransferase activity (H4-K20 specific)
GO:0042800,histone methyltransferase activity (H3-K4 specific)
GO:0042802,identical protein binding
GO:0042811,pheromone biosynthetic process
GO:0042823,pyridoxal phosphate biosynthetic process
GO:0042826,histone deacetylase binding
GO:0042834,peptidoglycan binding
GO:0042851,L-alanine metabolic process
GO:0042866,pyruvate biosynthetic process
GO:0042886,amide transport
GO:0042903,tubulin deacetylase activity
GO:0042904,9-cis-retinoic acid biosynthetic process
GO:0042908,xenobiotic transport
GO:0042910,xenobiotic transmembrane transporter activity
GO:0042939,tripeptide transport
GO:0042953,lipoprotein transport
GO:0042973,"glucan endo-1,3-beta-D-glucosidase activity"
GO:0042995,cell projection
GO:0042998,positive regulation of Golgi to plasma membrane protein transport
GO:0043001,Golgi to plasma membrane protein transport
GO:0043005,neuron projection
GO:0043007,maintenance of rDNA
GO:0043008,ATP-dependent protein binding
GO:0043009,chordate embryonic development
GO:0043010,camera-type eye development
GO:0043014,alpha-tubulin binding
GO:0043015,gamma-tubulin binding
GO:0043021,ribonucleoprotein complex binding
GO:0043023,ribosomal large subunit binding
GO:0043024,ribosomal small subunit binding
GO:0043025,neuronal cell body
GO:0043029,T cell homeostasis
GO:0043038,amino acid activation
GO:0043043,peptide biosynthetic process
GO:0043047,single-stranded telomeric DNA binding
GO:0043048,dolichyl monophosphate biosynthetic process
GO:0043050,pharyngeal pumping
GO:0043051,regulation of pharyngeal pumping
GO:0043052,thermotaxis
GO:0043053,dauer entry
GO:0043056,forward locomotion
GO:0043065,positive regulation of apoptotic process
GO:0043066,negative regulation of apoptotic process
GO:0043068,positive regulation of programmed cell death
GO:0043085,positive regulation of catalytic activity
GO:0043086,negative regulation of catalytic activity
GO:0043090,amino acid import
GO:0043094,cellular metabolic compound salvage
GO:0043100,pyrimidine nucleobase salvage
GO:0043101,purine-containing compound salvage
GO:0043111,replication fork arrest
GO:0043112,receptor metabolic process
GO:0043115,precorrin-2 dehydrogenase activity
GO:0043117,positive regulation of vascular permeability
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling
GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling
GO:0043129,surfactant homeostasis
GO:0043130,ubiquitin binding
GO:0043132,"NAD transport"
GO:0043137,"DNA replication, removal of RNA primer"
GO:0043138,3'-5' DNA helicase activity
GO:0043139,5'-3' DNA helicase activity
GO:0043153,entrainment of circadian clock by photoperiod
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0043155,"negative regulation of photosynthesis, light reaction"
GO:0043162,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly
GO:0043167,ion binding
GO:0043168,anion binding
GO:0043169,cation binding
GO:0043171,peptide catabolic process
GO:0043173,nucleotide salvage
GO:0043177,organic acid binding
GO:0043178,alcohol binding
GO:0043186,P granule
GO:0043190,ATP-binding cassette (ABC) transporter complex
GO:0043195,terminal bouton
GO:0043197,dendritic spine
GO:0043202,lysosomal lumen
GO:0043203,axon hillock
GO:0043204,perikaryon
GO:0043215,daunorubicin transport
GO:0043227,membrane-bounded organelle
GO:0043228,non-membrane-bounded organelle
GO:0043229,intracellular organelle
GO:0043231,intracellular membrane-bounded organelle
GO:0043232,intracellular non-membrane-bounded organelle
GO:0043233,organelle lumen
GO:0043235,receptor complex
GO:0043240,Fanconi anaemia nuclear complex
GO:0043248,proteasome assembly
GO:0043249,erythrocyte maturation
GO:0043254,regulation of protein-containing complex assembly
GO:0043273,CTPase activity
GO:0043277,apoptotic cell clearance
GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0043282,pharyngeal muscle development
GO:0043295,glutathione binding
GO:0043326,chemotaxis to folate
GO:0043327,chemotaxis to cAMP
GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0043332,mating projection tip
GO:0043333,"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity"
GO:0043335,protein unfolding
GO:0043386,mycotoxin biosynthetic process
GO:0043392,negative regulation of DNA binding
GO:0043394,proteoglycan binding
GO:0043403,skeletal muscle tissue regeneration
GO:0043405,regulation of MAP kinase activity
GO:0043407,negative regulation of MAP kinase activity
GO:0043408,regulation of MAPK cascade
GO:0043409,negative regulation of MAPK cascade
GO:0043410,positive regulation of MAPK cascade
GO:0043413,macromolecule glycosylation
GO:0043414,macromolecule methylation
GO:0043419,urea catabolic process
GO:0043420,anthranilate metabolic process
GO:0043424,protein histidine kinase binding
GO:0043433,negative regulation of DNA-binding transcription factor activity
GO:0043434,response to peptide hormone
GO:0043436,oxoacid metabolic process
GO:0043447,alkane biosynthetic process
GO:0043450,alkene biosynthetic process
GO:0043457,regulation of cellular respiration
GO:0043461,proton-transporting ATP synthase complex assembly
GO:0043462,regulation of ATPase activity
GO:0043486,histone exchange
GO:0043488,regulation of mRNA stability
GO:0043489,RNA stabilization
GO:0043495,protein-membrane adaptor activity
GO:0043506,regulation of JUN kinase activity
GO:0043524,negative regulation of neuron apoptotic process
GO:0043525,positive regulation of neuron apoptotic process
GO:0043527,tRNA methyltransferase complex
GO:0043528,tRNA (m2G10) methyltransferase complex
GO:0043531,ADP binding
GO:0043534,blood vessel endothelial cell migration
GO:0043535,regulation of blood vessel endothelial cell migration
GO:0043539,protein serine/threonine kinase activator activity
GO:0043542,endothelial cell migration
GO:0043546,molybdopterin cofactor binding
GO:0043547,positive regulation of GTPase activity
GO:0043551,regulation of phosphatidylinositol 3-kinase activity
GO:0043558,regulation of translational initiation in response to stress
GO:0043564,Ku70:Ku80 complex
GO:0043570,maintenance of DNA repeat elements
GO:0043574,peroxisomal transport
GO:0043576,regulation of respiratory gaseous exchange
GO:0043577,chemotropism
GO:0043596,nuclear replication fork
GO:0043603,cellular amide metabolic process
GO:0043604,amide biosynthetic process
GO:0043606,formamide metabolic process
GO:0043614,multi-eIF complex
GO:0043615,astrocyte cell migration
GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress
GO:0043621,protein self-association
GO:0043622,cortical microtubule organization
GO:0043624,cellular protein complex disassembly
GO:0043625,delta DNA polymerase complex
GO:0043627,response to estrogen
GO:0043632,modification-dependent macromolecule catabolic process
GO:0043648,dicarboxylic acid metabolic process
GO:0043649,dicarboxylic acid catabolic process
GO:0043650,dicarboxylic acid biosynthetic process
GO:0043652,engulfment of apoptotic cell
GO:0043666,regulation of phosphoprotein phosphatase activity
GO:0043727,5-amino-4-imidazole carboxylate lyase activity
GO:0043731,6-hydroxynicotinate 3-monooxygenase activity
GO:0043752,adenosylcobinamide kinase activity
GO:0043758,acetate-CoA ligase (ADP-forming) activity
GO:0043763,UTP:glucose-1-phosphate uridylyltransferase regulator activity
GO:0043828,tRNA 2-selenouridine synthase activity
GO:0043874,acireductone synthase activity
GO:0043878,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity
GO:0043908,Ser(Gly)-tRNA(Ala) hydrolase activity
GO:0043922,negative regulation by host of viral transcription
GO:0043928,exonucleolytic catabolism of deadenylated mRNA
GO:0043933,protein-containing complex subunit organization
GO:0043934,sporulation
GO:0043936,asexual sporulation resulting in formation of a cellular spore
GO:0043938,positive regulation of sporulation
GO:0043945,positive regulation of asexual sporulation resulting in formation of a cellular spore
GO:0043949,regulation of cAMP-mediated signaling
GO:0043951,negative regulation of cAMP-mediated signaling
GO:0043956,3-hydroxypropionyl-CoA dehydratase activity
GO:0043966,histone H3 acetylation
GO:0043967,histone H4 acetylation
GO:0043968,histone H2A acetylation
GO:0043970,histone H3-K9 acetylation
GO:0043981,histone H4-K5 acetylation
GO:0043982,histone H4-K8 acetylation
GO:0043984,histone H4-K16 acetylation
GO:0043998,H2A histone acetyltransferase activity
GO:0044038,cell wall macromolecule biosynthetic process
GO:0044085,cellular component biogenesis
GO:0044087,regulation of cellular component biogenesis
GO:0044088,regulation of vacuole organization
GO:0044089,positive regulation of cellular component biogenesis
GO:0044092,negative regulation of molecular function
GO:0044093,positive regulation of molecular function
GO:0044108,cellular alcohol biosynthetic process
GO:0044182,filamentous growth of a population of unicellular organisms
GO:0044183,protein folding chaperone
GO:0044205,'de novo' UMP biosynthetic process
GO:0044206,UMP salvage
GO:0044208,'de novo' AMP biosynthetic process
GO:0044209,AMP salvage
GO:0044210,'de novo' CTP biosynthetic process
GO:0044211,CTP salvage
GO:0044214,spanning component of plasma membrane
GO:0044238,primary metabolic process
GO:0044241,lipid digestion
GO:0044242,cellular lipid catabolic process
GO:0044248,cellular catabolic process
GO:0044255,cellular lipid metabolic process
GO:0044257,cellular protein catabolic process
GO:0044260,cellular macromolecule metabolic process
GO:0044265,cellular macromolecule catabolic process
GO:0044271,cellular nitrogen compound biosynthetic process
GO:0044281,small molecule metabolic process
GO:0044282,small molecule catabolic process
GO:0044283,small molecule biosynthetic process
GO:0044291,cell-cell contact zone
GO:0044292,dendrite terminus
GO:0044297,cell body
GO:0044322,endoplasmic reticulum quality control compartment
GO:0044325,ion channel binding
GO:0044341,sodium-dependent phosphate transport
GO:0044351,macropinocytosis
GO:0044354,macropinosome
GO:0044388,small protein activating enzyme binding
GO:0044389,ubiquitin-like protein ligase binding
GO:0044396,actin cortical patch organization
GO:0044458,motile cilium assembly
GO:0044524,protein sulfhydration
GO:0044540,L-cystine L-cysteine-lyase (deaminating)
GO:0044550,secondary metabolite biosynthetic process
GO:0044571,[2Fe-2S] cluster assembly
GO:0044580,butyryl-CoA catabolic process
GO:0044610,FMN transmembrane transporter activity
GO:0044666,MLL3/4 complex
GO:0044671,sorocarp spore cell differentiation
GO:0044691,tooth eruption
GO:0044719,regulation of imaginal disc-derived wing size
GO:0044732,mitotic spindle pole body
GO:0044769,"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism"
GO:0044772,mitotic cell cycle phase transition
GO:0044774,mitotic DNA integrity checkpoint signaling
GO:0044782,cilium organization
GO:0044796,DNA polymerase processivity factor complex
GO:0044804,autophagy of nucleus
GO:0044805,late nucleophagy
GO:0044806,G-quadruplex DNA unwinding
GO:0044815,DNA packaging complex
GO:0044818,mitotic G2/M transition checkpoint
GO:0044839,cell cycle G2/M phase transition
GO:0044843,cell cycle G1/S phase transition
GO:0044853,plasma membrane raft
GO:0044855,plasma membrane raft distribution
GO:0044877,protein-containing complex binding
GO:0044878,mitotic cytokinesis checkpoint signaling
GO:0045002,double-strand break repair via single-strand annealing
GO:0045003,double-strand break repair via synthesis-dependent strand annealing
GO:0045005,DNA-dependent DNA replication maintenance of fidelity
GO:0045017,glycerolipid biosynthetic process
GO:0045019,negative regulation of nitric oxide biosynthetic process
GO:0045022,early endosome to late endosome transport
GO:0045031,G protein-coupled ATP receptor activity
GO:0045037,protein import into chloroplast stroma
GO:0045040,protein insertion into mitochondrial outer membrane
GO:0045041,protein import into mitochondrial intermembrane space
GO:0045047,protein targeting to ER
GO:0045048,protein insertion into ER membrane
GO:0045050,protein insertion into ER membrane by stop-transfer membrane-anchor sequence
GO:0045053,protein retention in Golgi apparatus
GO:0045056,transcytosis
GO:0045070,positive regulation of viral genome replication
GO:0045089,positive regulation of innate immune response
GO:0045104,intermediate filament cytoskeleton organization
GO:0045109,intermediate filament organization
GO:0045111,intermediate filament cytoskeleton
GO:0045116,protein neddylation
GO:0045120,pronucleus
GO:0045121,membrane raft
GO:0045127,N-acetylglucosamine kinase activity
GO:0045128,negative regulation of reciprocal meiotic recombination
GO:0045129,"NAD-independent histone deacetylase activity"
GO:0045131,pre-mRNA branch point binding
GO:0045132,meiotic chromosome segregation
GO:0045137,development of primary sexual characteristics
GO:0045138,nematode male tail tip morphogenesis
GO:0045143,homologous chromosome segregation
GO:0045144,meiotic sister chromatid segregation
GO:0045167,asymmetric protein localization involved in cell fate determination
GO:0045169,fusome
GO:0045171,intercellular bridge
GO:0045176,apical protein localization
GO:0045177,apical part of cell
GO:0045178,basal part of cell
GO:0045179,apical cortex
GO:0045182,translation regulator activity
GO:0045184,establishment of protein localization
GO:0045185,maintenance of protein location
GO:0045187,"regulation of circadian sleep/wake cycle, sleep"
GO:0045190,isotype switching
GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity
GO:0045198,establishment of epithelial cell apical/basal polarity
GO:0045202,synapse
GO:0045211,postsynaptic membrane
GO:0045213,neurotransmitter receptor metabolic process
GO:0045214,sarcomere organization
GO:0045218,zonula adherens maintenance
GO:0045229,external encapsulating structure organization
GO:0045251,electron transfer flavoprotein complex
GO:0045252,oxoglutarate dehydrogenase complex
GO:0045254,pyruvate dehydrogenase complex
GO:0045257,succinate dehydrogenase complex (ubiquinone)
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)"
GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)"
GO:0045271,respiratory chain complex I
GO:0045273,respiratory chain complex II
GO:0045277,respiratory chain complex IV
GO:0045283,fumarate reductase complex
GO:0045292,"mRNA cis splicing, via spliceosome"
GO:0045296,cadherin binding
GO:0045324,late endosome to vacuole transport
GO:0045329,carnitine biosynthetic process
GO:0045332,phospholipid translocation
GO:0045333,cellular respiration
GO:0045334,clathrin-coated endocytic vesicle
GO:0045335,phagocytic vesicle
GO:0045338,farnesyl diphosphate metabolic process
GO:0045340,mercury ion binding
GO:0045345,positive regulation of MHC class I biosynthetic process
GO:0045429,positive regulation of nitric oxide biosynthetic process
GO:0045444,fat cell differentiation
GO:0045448,"mitotic cell cycle, embryonic"
GO:0045453,bone resorption
GO:0045471,response to ethanol
GO:0045475,locomotor rhythm
GO:0045489,pectin biosynthetic process
GO:0045492,xylan biosynthetic process
GO:0045493,xylan catabolic process
GO:0045494,photoreceptor cell maintenance
GO:0045503,dynein light chain binding
GO:0045504,dynein heavy chain binding
GO:0045505,dynein intermediate chain binding
GO:0045541,negative regulation of cholesterol biosynthetic process
GO:0045579,positive regulation of B cell differentiation
GO:0045595,regulation of cell differentiation
GO:0045597,positive regulation of cell differentiation
GO:0045598,regulation of fat cell differentiation
GO:0045599,negative regulation of fat cell differentiation
GO:0045616,regulation of keratinocyte differentiation
GO:0045624,positive regulation of T-helper cell differentiation
GO:0045637,regulation of myeloid cell differentiation
GO:0045648,positive regulation of erythrocyte differentiation
GO:0045663,positive regulation of myoblast differentiation
GO:0045664,regulation of neuron differentiation
GO:0045667,regulation of osteoblast differentiation
GO:0045668,negative regulation of osteoblast differentiation
GO:0045719,negative regulation of glycogen biosynthetic process
GO:0045722,positive regulation of gluconeogenesis
GO:0045723,positive regulation of fatty acid biosynthetic process
GO:0045724,positive regulation of cilium assembly
GO:0045725,positive regulation of glycogen biosynthetic process
GO:0045727,positive regulation of translation
GO:0045732,positive regulation of protein catabolic process
GO:0045737,positive regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0045739,positive regulation of DNA repair
GO:0045740,positive regulation of DNA replication
GO:0045746,negative regulation of Notch signaling pathway
GO:0045747,positive regulation of Notch signaling pathway
GO:0045752,positive regulation of Toll signaling pathway
GO:0045761,regulation of adenylate cyclase activity
GO:0045765,regulation of angiogenesis
GO:0045766,positive regulation of angiogenesis
GO:0045773,positive regulation of axon extension
GO:0045786,negative regulation of cell cycle
GO:0045787,positive regulation of cell cycle
GO:0045799,positive regulation of chromatin assembly or disassembly
GO:0045807,positive regulation of endocytosis
GO:0045814,"negative regulation of gene expression, epigenetic"
GO:0045815,"positive regulation of gene expression, epigenetic"
GO:0045819,positive regulation of glycogen catabolic process
GO:0045820,negative regulation of glycolytic process
GO:0045829,negative regulation of isotype switching
GO:0045835,negative regulation of meiotic nuclear division
GO:0045840,positive regulation of mitotic nuclear division
GO:0045841,negative regulation of mitotic metaphase/anaphase transition
GO:0045842,positive regulation of mitotic metaphase/anaphase transition
GO:0045848,positive regulation of nitrogen utilization
GO:0045851,pH reduction
GO:0045859,regulation of protein kinase activity
GO:0045860,positive regulation of protein kinase activity
GO:0045861,negative regulation of proteolysis
GO:0045869,negative regulation of single stranded viral RNA replication via double stranded DNA intermediate
GO:0045873,negative regulation of sevenless signaling pathway
GO:0045875,negative regulation of sister chromatid cohesion
GO:0045876,positive regulation of sister chromatid cohesion
GO:0045879,negative regulation of smoothened signaling pathway
GO:0045880,positive regulation of smoothened signaling pathway
GO:0045887,positive regulation of synaptic assembly at neuromuscular junction
GO:0045892,"negative regulation of transcription, DNA-templated"
GO:0045893,"positive regulation of transcription, DNA-templated"
GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly
GO:0045901,positive regulation of translational elongation
GO:0045903,positive regulation of translational fidelity
GO:0045905,positive regulation of translational termination
GO:0045910,negative regulation of DNA recombination
GO:0045921,positive regulation of exocytosis
GO:0045926,negative regulation of growth
GO:0045927,positive regulation of growth
GO:0045930,negative regulation of mitotic cell cycle
GO:0045931,positive regulation of mitotic cell cycle
GO:0045935,positive regulation of nucleobase-containing compound metabolic process
GO:0045943,positive regulation of transcription by RNA polymerase I
GO:0045944,positive regulation of transcription by RNA polymerase II
GO:0045945,positive regulation of transcription by RNA polymerase III
GO:0045947,negative regulation of translational initiation
GO:0045948,positive regulation of translational initiation
GO:0045950,negative regulation of mitotic recombination
GO:0045951,positive regulation of mitotic recombination
GO:0045995,regulation of embryonic development
GO:0045996,negative regulation of transcription by pheromones
GO:0046019,regulation of transcription from RNA polymerase II promoter by pheromones
GO:0046026,precorrin-4 C11-methyltransferase activity
GO:0046031,ADP metabolic process
GO:0046033,AMP metabolic process
GO:0046034,ATP metabolic process
GO:0046035,CMP metabolic process
GO:0046037,GMP metabolic process
GO:0046038,GMP catabolic process
GO:0046039,GTP metabolic process
GO:0046040,IMP metabolic process
GO:0046041,ITP metabolic process
GO:0046048,UDP metabolic process
GO:0046051,UTP metabolic process
GO:0046055,dGMP catabolic process
GO:0046058,cAMP metabolic process
GO:0046062,dCDP metabolic process
GO:0046063,dCMP metabolic process
GO:0046068,cGMP metabolic process
GO:0046069,cGMP catabolic process
GO:0046073,dTMP metabolic process
GO:0046074,dTMP catabolic process
GO:0046075,dTTP metabolic process
GO:0046078,dUMP metabolic process
GO:0046081,dUTP catabolic process
GO:0046098,guanine metabolic process
GO:0046100,hypoxanthine metabolic process
GO:0046103,inosine biosynthetic process
GO:0046104,thymidine metabolic process
GO:0046107,uracil biosynthetic process
GO:0046148,pigment biosynthetic process
GO:0046154,rhodopsin metabolic process
GO:0046156,siroheme metabolic process
GO:0046160,heme a metabolic process
GO:0046165,alcohol biosynthetic process
GO:0046166,glyceraldehyde-3-phosphate biosynthetic process
GO:0046167,glycerol-3-phosphate biosynthetic process
GO:0046176,aldonic acid catabolic process
GO:0046185,aldehyde catabolic process
GO:0046219,indolalkylamine biosynthetic process
GO:0046292,formaldehyde metabolic process
GO:0046294,formaldehyde catabolic process
GO:0046314,phosphocreatine biosynthetic process
GO:0046322,negative regulation of fatty acid oxidation
GO:0046328,regulation of JNK cascade
GO:0046329,negative regulation of JNK cascade
GO:0046330,positive regulation of JNK cascade
GO:0046337,phosphatidylethanolamine metabolic process
GO:0046339,diacylglycerol metabolic process
GO:0046341,CDP-diacylglycerol metabolic process
GO:0046349,amino sugar biosynthetic process
GO:0046356,acetyl-CoA catabolic process
GO:0046364,monosaccharide biosynthetic process
GO:0046365,monosaccharide catabolic process
GO:0046374,teichoic acid metabolic process
GO:0046385,deoxyribose phosphate biosynthetic process
GO:0046386,deoxyribose phosphate catabolic process
GO:0046390,ribose phosphate biosynthetic process
GO:0046394,carboxylic acid biosynthetic process
GO:0046395,carboxylic acid catabolic process
GO:0046398,UDP-glucuronate metabolic process
GO:0046400,keto-3-deoxy-D-manno-octulosonic acid metabolic process
GO:0046401,lipopolysaccharide core region metabolic process
GO:0046416,D-amino acid metabolic process
GO:0046417,chorismate metabolic process
GO:0046421,methylisocitrate lyase activity
GO:0046429,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity
GO:0046434,organophosphate catabolic process
GO:0046437,D-amino acid biosynthetic process
GO:0046443,FAD metabolic process
GO:0046451,diaminopimelate metabolic process
GO:0046457,prostanoid biosynthetic process
GO:0046459,short-chain fatty acid metabolic process
GO:0046465,dolichyl diphosphate metabolic process
GO:0046467,membrane lipid biosynthetic process
GO:0046470,phosphatidylcholine metabolic process
GO:0046473,phosphatidic acid metabolic process
GO:0046474,glycerophospholipid biosynthetic process
GO:0046475,glycerophospholipid catabolic process
GO:0046477,glycosylceramide catabolic process
GO:0046483,heterocycle metabolic process
GO:0046485,ether lipid metabolic process
GO:0046486,glycerolipid metabolic process
GO:0046490,isopentenyl diphosphate metabolic process
GO:0046491,L-methylmalonyl-CoA metabolic process
GO:0046496,nicotinamide nucleotide metabolic process
GO:0046497,nicotinate nucleotide metabolic process
GO:0046501,protoporphyrinogen IX metabolic process
GO:0046504,glycerol ether biosynthetic process
GO:0046511,sphinganine biosynthetic process
GO:0046512,sphingosine biosynthetic process
GO:0046513,ceramide biosynthetic process
