MMETSP_ID,JGI_ID,Percent_Identity,Annotations
GBG25927.1,151292,70.6,GBG25927.1 3 beta-hydroxysteroid dehydrogenase type 3 [Hondaea fermentalgiana]
GBG23898.1,151300,44.8,GBG23898.1 Protein prenyltransferase alpha subunit repeat-containing protein 1 [Hondaea fermentalgiana]
GBG23869.1,151315,43.8,GBG23869.1 Disease resistance protein TAO1 [Hondaea fermentalgiana]
GBG23862.1,151330,42.7,GBG23862.1 Hypothetical Protein FCC1311_000822 [Hondaea fermentalgiana]
GBG23858.1,151332,45.1,GBG23858.1 Ankyrin repeat domain-containing protein 2 [Hondaea fermentalgiana]
GBG23817.1,151360,62,GBG23817.1 Autophagy-related protein 9 [Hondaea fermentalgiana]
GBG23807.1,151367,58.7,GBG23807.1 RNA polymerase II C-terminal domain phosphatase-like 2 [Hondaea fermentalgiana]
GBG33933.1,151390,50.8,GBG33933.1 ATP-dependent RNA helicase DDX50 [Hondaea fermentalgiana]
GBG33177.1,151448,34,GBG33177.1 Hypothetical Protein FCC1311_094012 [Hondaea fermentalgiana]
GBG33534.1,151453,58.9,"GBG33534.1 Rho guanine nucleotide exchange factor, putative [Hondaea fermentalgiana]"
GBG33515.1,151464,52.2,GBG33515.1 SH3 domain-containing protein PJ696.02 [Hondaea fermentalgiana]
GBG28756.1,151473,43.1,GBG28756.1 Protein PIN-LIKES 3 [Hondaea fermentalgiana]
GBG31534.1,151479,43.3,GBG31534.1 Histone-lysine N-methyltransferase setd3 [Hondaea fermentalgiana]
GBG31520.1,151482,61.6,GBG31520.1 Hypothetical Protein FCC1311_077442 [Hondaea fermentalgiana]
GBG31503.1,151516,48.5,GBG31503.1 Hypothetical Protein FCC1311_077272 [Hondaea fermentalgiana]
GBG31483.1,151522,80.3,GBG31483.1 Sideroflexin [Hondaea fermentalgiana]
GBG31482.1,151524,42.6,"GBG31482.1 Histone-lysine N-methyltransferase, H3 lysine-79 specific [Hondaea fermentalgiana]"
GBG24755.1,151534,33.4,GBG24755.1 Hypothetical Protein FCC1311_009732 [Hondaea fermentalgiana]
GBG24750.1,151536,53,GBG24750.1 Hypothetical Protein FCC1311_009682 [Hondaea fermentalgiana]
GBG30843.1,151595,47.6,GBG30843.1 WD repeat-containing protein 5 [Hondaea fermentalgiana]
GBG31745.1,1515,62.6,GBG31745.1 Potassium voltage-gated channel subfamily H member 1 [Hondaea fermentalgiana]
GBG33347.1,151642,55.1,GBG33347.1 Methyltransferase-like protein 13 [Hondaea fermentalgiana]
GBG33373.1,151664,54,GBG33373.1 Hypothetical Protein FCC1311_095962 [Hondaea fermentalgiana]
GBG33372.1,151669,33,GBG33372.1 Hypothetical Protein FCC1311_095952 [Hondaea fermentalgiana]
GBG33386.1,151685,53.3,GBG33386.1 Secretory carrier-associated membrane protein [Hondaea fermentalgiana]
GBG31746.1,1516,59.4,GBG31746.1 Hypothetical Protein FCC1311_079712 [Hondaea fermentalgiana]
GBG24834.1,151702,32.2,GBG24834.1 Hypothetical Protein FCC1311_010522 [Hondaea fermentalgiana]
GBG27957.1,151744,46.8,GBG27957.1 Dedicator of cytokinesis protein 4 [Hondaea fermentalgiana]
GBG28610.1,151777,30.7,GBG28610.1 Hypothetical Protein FCC1311_048312 [Hondaea fermentalgiana]
GBG31747.1,1517,95.1,GBG31747.1 Axonemal dynein light intermediate polypeptide 1 [Hondaea fermentalgiana]
GBG32377.1,151801,38.4,GBG32377.1 Hypothetical Protein FCC1311_086022 [Hondaea fermentalgiana]
GBG28598.1,151814,44.7,GBG28598.1 Hypothetical Protein FCC1311_048192 [Hondaea fermentalgiana]
GBG29790.1,151818,29.7,"GBG29790.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG28618.1,151837,40.9,GBG28618.1 Hypothetical Protein FCC1311_048392 [Hondaea fermentalgiana]
GBG29025.1,151842,44.9,GBG29025.1 Alpha-galactosidase [Hondaea fermentalgiana]
GBG30876.1,151963,65,GBG30876.1 Purple acid phosphatase [Hondaea fermentalgiana]
GBG31749.1,1519,54,GBG31749.1 Hypothetical Protein FCC1311_079742 [Hondaea fermentalgiana]
GBG31750.1,1520,56.9,GBG31750.1 Hypothetical Protein FCC1311_079752 [Hondaea fermentalgiana]
GBG26234.1,1544,72.3,GBG26234.1 Calmodulin-regulated spectrin-associated protein 1 [Hondaea fermentalgiana]
GBG26240.1,1551,36.5,GBG26240.1 Tubby protein [Hondaea fermentalgiana]
GBG26241.1,1552,60.5,GBG26241.1 SCY1-like protein 2 [Hondaea fermentalgiana]
GBG26267.1,1579,51.3,GBG26267.1 Hypothetical Protein FCC1311_024882 [Hondaea fermentalgiana]
GBG26272.1,1585,38.2,GBG26272.1 Hypothetical Protein FCC1311_024932 [Hondaea fermentalgiana]
GBG26275.1,1588,56.3,GBG26275.1 Hypothetical Protein FCC1311_024962 [Hondaea fermentalgiana]
GBG26283.1,1598,82.3,GBG26283.1 Calmodulin-like protein [Hondaea fermentalgiana]
GBG26290.1,1607,66.1,GBG26290.1 Hypothetical Protein FCC1311_025112 [Hondaea fermentalgiana]
GBG26296.1,1613,42.4,GBG26296.1 Sphingolipid delta4-desaturase DES1 [Hondaea fermentalgiana]
GBG26323.1,1631,54.4,GBG26323.1 TBC1 domain family member 2A [Hondaea fermentalgiana]
GBG26310.1,1638,61.4,GBG26310.1 Kinesin-like protein KIN-12D [Hondaea fermentalgiana]
GBG26307.1,1641,51.3,GBG26307.1 7-methylguanosine phosphate-specific 5'-nucleotidase [Hondaea fermentalgiana]
GBG26305.1,1645,62.7,"GBG26305.1 Tuliposide A-converting enzyme 1, chloroplastic [Hondaea fermentalgiana]"
GBG26331.1,1650,58,GBG26331.1 Hypothetical Protein FCC1311_025522 [Hondaea fermentalgiana]
GBG26330.1,1651,76.4,GBG26330.1 PRA1 family protein B6 [Hondaea fermentalgiana]
GBG26330.1,1653,37.9,GBG26330.1 PRA1 family protein B6 [Hondaea fermentalgiana]
GBG32056.1,1658,47,GBG32056.1 Hypothetical Protein FCC1311_082812 [Hondaea fermentalgiana]
GBG29183.1,165,41,GBG29183.1 Hypothetical Protein FCC1311_054052 [Hondaea fermentalgiana]
GBG32067.1,1669,32.6,GBG32067.1 Differentially expressed in FDCP 8-like [Hondaea fermentalgiana]
GBG32070.1,1673,34.3,GBG32070.1 CD109 antigen [Hondaea fermentalgiana]
GBG32070.1,1674,39.1,GBG32070.1 CD109 antigen [Hondaea fermentalgiana]
GBG32085.1,1695,44.9,GBG32085.1 Hypothetical Protein FCC1311_083102 [Hondaea fermentalgiana]
GBG29185.1,169,70.9,GBG29185.1 Dimethylaniline monooxygenase N-oxide-forming 5 [Hondaea fermentalgiana]
GBG32090.1,1700,66.8,GBG32090.1 Hypothetical Protein FCC1311_083152 [Hondaea fermentalgiana]
GBG25155.1,1714,60.5,GBG25155.1 Hypothetical Protein FCC1311_013722 [Hondaea fermentalgiana]
GBG25930.1,1723,53.9,GBG25930.1 Cytoplasmic dynein 1 light intermediate chain 1 [Hondaea fermentalgiana]
GBG25933.1,1728,48,GBG25933.1 Multifunctional fusion protein [Hondaea fermentalgiana]
CBN79724.1,1736,58.7,"CBN79724.1 N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein PigA, family GT4 [Ectocarpus siliculosus]"
GBG25956.1,1755,62.9,GBG25956.1 E3 ubiquitin-protein ligase MARCH8 [Hondaea fermentalgiana]
GBG30436.1,1759,47,GBG30436.1 Hypothetical Protein FCC1311_066552 [Hondaea fermentalgiana]
GBG27143.1,1785,78.4,GBG27143.1 Cytochrome P450 4F12 [Hondaea fermentalgiana]
GBG30085.1,1810,56.6,GBG30085.1 ATP-dependent RNA helicase DED1 [Hondaea fermentalgiana]
GBG26114.1,1811,37.9,GBG26114.1 WD repeat-containing protein wdr-5.1 [Hondaea fermentalgiana]
GBG26144.1,1844,65.3,GBG26144.1 Hypothetical Protein FCC1311_023642 [Hondaea fermentalgiana]
GBG31495.1,1846,50.1,GBG31495.1 Hypothetical Protein FCC1311_077192 [Hondaea fermentalgiana]
GBG26158.1,1863,63.6,GBG26158.1 DNA ligase 1 [Hondaea fermentalgiana]
XP_013906080.1,1874,75.5,XP_013906080.1 60S ribosomal protein L30 [Monoraphidium neglectum]
GBG26149.1,1875,31.5,GBG26149.1 Hypothetical Protein FCC1311_023692 [Hondaea fermentalgiana]
GBG26171.1,1879,45.6,GBG26171.1 Protein IMPACT [Hondaea fermentalgiana]
KOO21934.1,1889,31.8,KOO21934.1 mynd finger family protein [Chrysochromulina tobinii]
GBG29913.1,1895,57.7,GBG29913.1 Hypothetical Protein FCC1311_061332 [Hondaea fermentalgiana]
GBG29912.1,1896,65.3,GBG29912.1 Myosin-14 [Hondaea fermentalgiana]
GBG26179.1,1897,50.4,GBG26179.1 Hypothetical Protein FCC1311_024002 [Hondaea fermentalgiana]
GBG26188.1,1906,63.4,GBG26188.1 Thioredoxin [Hondaea fermentalgiana]
GBG29209.1,190,50.3,GBG29209.1 Nucleotide-binding oligomerization domain-containing protein 1 [Hondaea fermentalgiana]
GBG26192.1,1912,53.9,GBG26192.1 Hypothetical Protein FCC1311_024132 [Hondaea fermentalgiana]
GBG26196.1,1920,50.5,GBG26196.1 Hypothetical Protein FCC1311_024172 [Hondaea fermentalgiana]
GBG29385.1,1924,57.6,GBG29385.1 Glycerophosphodiester phosphodiesterase 1 [Hondaea fermentalgiana]
GBG29212.1,193,84.6,GBG29212.1 Golgi to ER traffic protein 4-like [Hondaea fermentalgiana]
GBG29364.1,1947,39.1,GBG29364.1 Hypothetical Protein FCC1311_055862 [Hondaea fermentalgiana]
GBG29367.1,1952,49.6,GBG29367.1 Hypothetical Protein FCC1311_055892 [Hondaea fermentalgiana]
GBG29375.1,1963,81.5,GBG29375.1 Hypothetical Protein FCC1311_055972 [Hondaea fermentalgiana]
GBG29376.1,1964,52.8,GBG29376.1 Hypothetical Protein FCC1311_055982 [Hondaea fermentalgiana]
GBG29380.1,1969,75,"GBG29380.1 Dehydrogenase/reductase SDR family protein 7-like, partial [Hondaea fermentalgiana]"
GBG33248.1,1973,53.8,GBG33248.1 Mesenchyme-specific cell surface glycoprotein [Hondaea fermentalgiana]
GBG29352.1,1986,52.5,GBG29352.1 Hypothetical Protein FCC1311_055742 [Hondaea fermentalgiana]
GBG29350.1,1988,53.2,GBG29350.1 Histone-lysine N-methyltransferase setd3 [Hondaea fermentalgiana]
GBG29217.1,198,63,GBG29217.1 Hypothetical Protein FCC1311_054392 [Hondaea fermentalgiana]
GBG29344.1,1993,23.5,GBG29344.1 Hypothetical Protein FCC1311_055662 [Hondaea fermentalgiana]
GBG29330.1,2013,41.6,GBG29330.1 Hypothetical Protein FCC1311_055522 [Hondaea fermentalgiana]
OQS04602.1,2026,97.5,"OQS04602.1 actin, partial [Thraustotheca clavata]"
GBG29316.1,2030,53.1,GBG29316.1 Arylsulfatase [Hondaea fermentalgiana]
GBG29309.1,2035,88.8,GBG29309.1 Hypothetical Protein FCC1311_025511 [Hondaea fermentalgiana]
GBG29222.1,203,64.3,GBG29222.1 Hypothetical Protein FCC1311_054442 [Hondaea fermentalgiana]
GBG33664.1,2055,48.1,GBG33664.1 Kinesin light chain 3 [Hondaea fermentalgiana]
GBG33663.1,2056,55.1,GBG33663.1 WSC domain-containing protein 1 [Hondaea fermentalgiana]
GBG29223.1,205,76.3,GBG29223.1 Xylosidase/arabinosidase [Hondaea fermentalgiana]
GBG34942.1,2062,35.8,"GBG34942.1 Protein kinase, putative, partial [Hondaea fermentalgiana]"
GBG25007.1,2082,72.7,GBG25007.1 Spermidine synthase [Hondaea fermentalgiana]
GBG25006.1,2083,52,GBG25006.1 Hypothetical Protein FCC1311_012232 [Hondaea fermentalgiana]
GBG25008.1,2085,76.6,GBG25008.1 Hypothetical Protein FCC1311_012252 [Hondaea fermentalgiana]
GBG25009.1,2086,44,GBG25009.1 Hypothetical Protein FCC1311_012262 [Hondaea fermentalgiana]
GBG25020.1,2088,65.2,GBG25020.1 Carboxypeptidase A2 [Hondaea fermentalgiana]
GBG27107.1,2128,44.6,GBG27107.1 Hypothetical Protein FCC1311_033302 [Hondaea fermentalgiana]
GBG34051.1,2129,35.5,"GBG34051.1 Adenylate cyclase, terminal-differentiation specific [Hondaea fermentalgiana]"
GBG27108.1,2130,70.4,GBG27108.1 Hypothetical Protein FCC1311_033312 [Hondaea fermentalgiana]
GBG27109.1,2132,55.6,GBG27109.1 Tiny macrocysts protein B [Hondaea fermentalgiana]
GBG27096.1,2136,89.3,"GBG27096.1 Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic [Hondaea fermentalgiana]"
GBG24803.1,2138,32.6,GBG24803.1 Ankyrin repeat and protein kinase domain-containing protein 1 [Hondaea fermentalgiana]
GBG27081.1,2154,47.4,GBG27081.1 Palmitoyltransferase [Hondaea fermentalgiana]
GBG27074.1,2163,36.4,GBG27074.1 F-box/LRR-repeat protein 20 [Hondaea fermentalgiana]
GBG27070.1,2168,43.4,GBG27070.1 Hypothetical Protein FCC1311_032932 [Hondaea fermentalgiana]
GBG27255.1,216,60.4,GBG27255.1 Hypothetical Protein FCC1311_034772 [Hondaea fermentalgiana]
GBG27047.1,2170,41.4,GBG27047.1 Protein RMD5-like A [Hondaea fermentalgiana]
GBG27053.1,2177,60.4,GBG27053.1 SH3 domain-containing kinase-binding protein 1 [Hondaea fermentalgiana]
GBG27062.1,2186,67.5,GBG27062.1 Hypothetical Protein FCC1311_032852 [Hondaea fermentalgiana]
GBG27066.1,2193,63.6,"GBG27066.1 39S ribosomal protein L54, mitochondrial [Hondaea fermentalgiana]"
GBG27044.1,2198,57,GBG27044.1 Hypothetical Protein FCC1311_032672 [Hondaea fermentalgiana]
GBG27041.1,2203,54.9,GBG27041.1 Hypothetical Protein FCC1311_032642 [Hondaea fermentalgiana]
GBG27016.1,2225,34.7,GBG27016.1 Hypothetical Protein FCC1311_032392 [Hondaea fermentalgiana]
GBG27014.1,2227,81.3,GBG27014.1 Delta7-sterol 56-desaturase [Hondaea fermentalgiana]
GBG27008.1,2236,64.2,GBG27008.1 Hypothetical Protein FCC1311_032312 [Hondaea fermentalgiana]
GBG27003.1,2241,50,GBG27003.1 Hypothetical Protein FCC1311_032262 [Hondaea fermentalgiana]
GBG27000.1,2243,50.3,GBG27000.1 TBC1 domain family member 1 [Hondaea fermentalgiana]
GBG26992.1,2247,72.6,GBG26992.1 Transmembrane protein 42 [Hondaea fermentalgiana]
GBG31615.1,2272,50.2,GBG31615.1 Dipeptidyl peptidase 9 [Hondaea fermentalgiana]
GBG31609.1,2285,46,GBG31609.1 Glycosylphosphatidylinositol anchor attachment 1 protein [Hondaea fermentalgiana]
GBG31617.1,2289,29.4,GBG31617.1 Hypothetical Protein FCC1311_078422 [Hondaea fermentalgiana]
GBG31620.1,2292,84.9,GBG31620.1 Hypothetical Protein FCC1311_078452 [Hondaea fermentalgiana]
GBG34920.1,2298,99.1,GBG34920.1 Actin [Hondaea fermentalgiana]
GBG34920.1,2299,99.5,GBG34920.1 Actin [Hondaea fermentalgiana]
GBG24234.1,2319,46.1,GBG24234.1 Pre-mRNA-processing protein prp40 [Hondaea fermentalgiana]
GBG24221.1,2335,39,GBG24221.1 Hypothetical Protein FCC1311_004392 [Hondaea fermentalgiana]
GBG24216.1,2342,47.8,GBG24216.1 Src kinase-associated phosphoprotein 1 [Hondaea fermentalgiana]
GBG24199.1,2349,95.5,"GBG24199.1 Actin, putative [Hondaea fermentalgiana]"
GBG26552.1,2356,38,GBG26552.1 Hypothetical Protein FCC1311_027732 [Hondaea fermentalgiana]
GBG26546.1,2362,67.3,GBG26546.1 Hypothetical Protein FCC1311_027672 [Hondaea fermentalgiana]
GBG26565.1,2377,41.4,GBG26565.1 Hypothetical Protein FCC1311_027862 [Hondaea fermentalgiana]
GBG29279.1,2403,50.9,GBG29279.1 Hypothetical Protein FCC1311_055012 [Hondaea fermentalgiana]
GBG29282.1,2406,60.4,GBG29282.1 Hypothetical Protein FCC1311_055042 [Hondaea fermentalgiana]
GBG29291.1,2417,32.3,GBG29291.1 Hypothetical Protein FCC1311_055132 [Hondaea fermentalgiana]
GBG29296.1,2422,64.8,GBG29296.1 Hypothetical Protein FCC1311_055182 [Hondaea fermentalgiana]
GBG29298.1,2424,30.2,GBG29298.1 Hypothetical Protein FCC1311_055202 [Hondaea fermentalgiana]
GBG27247.1,243,69.7,GBG27247.1 Ubiquitin-associated and SH3 domain-containing protein B [Hondaea fermentalgiana]
GBG24362.1,2440,43.1,GBG24362.1 Spindle and kinetochore-associated protein 1 [Hondaea fermentalgiana]
GBG24365.1,2444,75.3,GBG24365.1 Glucuronokinase 1 [Hondaea fermentalgiana]
GBG24371.1,2451,44.6,GBG24371.1 E3 ubiquitin-protein ligase RNF13 [Hondaea fermentalgiana]
GBG24384.1,2474,45.6,GBG24384.1 Abnormal spindle-like microcephaly-associated protein-like [Hondaea fermentalgiana]
GBG24394.1,2487,49.3,GBG24394.1 Hypothetical Protein FCC1311_006122 [Hondaea fermentalgiana]
GBG24412.1,2507,84.6,GBG24412.1 Glutamate--cysteine ligase [Hondaea fermentalgiana]
GBG24418.1,2512,54.6,GBG24418.1 Bromodomain and WD repeat-containing protein 1 [Hondaea fermentalgiana]
GBG24419.1,2513,68.6,GBG24419.1 Hypothetical Protein FCC1311_006372 [Hondaea fermentalgiana]
GBG24425.1,2520,56.2,GBG24425.1 Hypothetical Protein FCC1311_006432 [Hondaea fermentalgiana]
GBG24434.1,2528,35.2,GBG24434.1 Hypothetical Protein FCC1311_006522 [Hondaea fermentalgiana]
GBG29428.1,2567,53.8,GBG29428.1 Galactocerebrosidase [Hondaea fermentalgiana]
GBG24168.1,2568,45.1,GBG24168.1 Hypothetical Protein FCC1311_003862 [Hondaea fermentalgiana]
GBG27220.1,256,65.3,GBG27220.1 RutC family protein C23G10.2 [Hondaea fermentalgiana]
GBG29421.1,2575,51.5,GBG29421.1 COBW domain-containing protein DDB_G0274527 [Hondaea fermentalgiana]
GBG29420.1,2576,64.7,GBG29420.1 E3 ubiquitin-protein ligase MARCH11 [Hondaea fermentalgiana]
GBG29416.1,2581,52.6,GBG29416.1 Hypothetical Protein FCC1311_056372 [Hondaea fermentalgiana]
GBG24346.1,2590,81,GBG24346.1 Acyl-coenzyme A thioesterase 8 [Hondaea fermentalgiana]
GBG24344.1,2593,57.5,GBG24344.1 Hypothetical Protein FCC1311_005622 [Hondaea fermentalgiana]
GBG24341.1,2597,58.8,GBG24341.1 Hypothetical Protein FCC1311_005592 [Hondaea fermentalgiana]
GBG31081.1,2614,84.6,GBG31081.1 Bifunctional purine biosynthesis protein PURH [Hondaea fermentalgiana]
GBG31083.1,2617,63.5,GBG31083.1 Hypothetical Protein FCC1311_073042 [Hondaea fermentalgiana]
GBG29443.1,2627,28.9,GBG29443.1 Hypothetical Protein FCC1311_056642 [Hondaea fermentalgiana]
GBG27213.1,263,32.1,GBG27213.1 Transmembrane protein 145 [Hondaea fermentalgiana]
GBG29088.1,2649,55.7,GBG29088.1 Hypothetical Protein FCC1311_053112 [Hondaea fermentalgiana]
GBG27209.1,265,54.7,GBG27209.1 Tudor domain-containing protein 1 [Hondaea fermentalgiana]
GBG24401.1,2663,50.5,GBG24401.1 Hypothetical Protein FCC1311_006192 [Hondaea fermentalgiana]
GBG29085.1,2665,66.1,GBG29085.1 Hypothetical Protein FCC1311_053082 [Hondaea fermentalgiana]
GBG29075.1,2668,48.3,GBG29075.1 Carboxypeptidase B [Hondaea fermentalgiana]
GBG29072.1,2671,35.1,GBG29072.1 Hypothetical Protein FCC1311_052942 [Hondaea fermentalgiana]
GBG29067.1,2675,74.8,GBG29067.1 Hypothetical Protein FCC1311_052892 [Hondaea fermentalgiana]
GBG29049.1,2688,55.9,GBG29049.1 Hypothetical Protein FCC1311_052712 [Hondaea fermentalgiana]
GBG29050.1,2689,47.7,GBG29050.1 Pyroglutamylated RFamide peptide receptor [Hondaea fermentalgiana]
GBG29047.1,2695,69.6,GBG29047.1 Ras-like GTP-binding protein RHO [Hondaea fermentalgiana]
GBG27205.1,269,37.1,GBG27205.1 Hypothetical Protein FCC1311_017611 [Hondaea fermentalgiana]
GBG31635.1,2715,53.5,GBG31635.1 Hypothetical Protein FCC1311_078602 [Hondaea fermentalgiana]
GBG31640.1,2720,63.9,GBG31640.1 TRAF3-interacting protein 1 [Hondaea fermentalgiana]
GBG29637.1,2733,34.3,GBG29637.1 Integrin alpha-D [Hondaea fermentalgiana]
GBG29637.1,2734,44,GBG29637.1 Integrin alpha-D [Hondaea fermentalgiana]
GBG29637.1,2735,44.8,GBG29637.1 Integrin alpha-D [Hondaea fermentalgiana]
GBG28468.1,2767,73.5,GBG28468.1 Methylsterol monooxygenase 2-1 [Hondaea fermentalgiana]
GBG27198.1,276,62.8,GBG27198.1 DnaJ protein ERDJ7 [Hondaea fermentalgiana]
GBG28455.1,2779,77,"GBG28455.1 3-hydroxybutyryl-CoA dehydratase-like protein, mitochondrial [Hondaea fermentalgiana]"
GBG33554.1,2795,51.3,GBG33554.1 Beta-lactamase domain-containing protein 2 [Hondaea fermentalgiana]
XP_008875410.1,280,62.7,XP_008875410.1 hypothetical protein H310_10737 [Aphanomyces invadans]
GBG28894.1,2819,83.6,GBG28894.1 Small ubiquitin-related modifier [Hondaea fermentalgiana]
GBG28886.1,2829,51.7,GBG28886.1 Hypothetical Protein FCC1311_051072 [Hondaea fermentalgiana]
GBG28885.1,2830,82.3,GBG28885.1 Coiled-coil domain-containing protein 113 [Hondaea fermentalgiana]
GBG34603.1,28353,66.2,GBG34603.1 Hypothetical Protein FCC1311_108242 [Hondaea fermentalgiana]
QDZ17718.1,28361,35.9,QDZ17718.1 Luc7-like protein [Chloropicon primus]
GBG35170.1,28378,30.2,"GBG35170.1 Protein kinase, putative, partial [Hondaea fermentalgiana]"
GBG32571.1,28382,90,GBG32571.1 Axonemal dynein light intermediate polypeptide 1 [Hondaea fermentalgiana]
GBG32562.1,28391,33.2,GBG32562.1 Hypothetical Protein FCC1311_087862 [Hondaea fermentalgiana]
GBG32561.1,28392,60.1,GBG32561.1 Small nuclear ribonucleoprotein Sm D1 [Hondaea fermentalgiana]
GBG29620.1,28397,45.6,GBG29620.1 Hypothetical Protein FCC1311_058412 [Hondaea fermentalgiana]
GBG29625.1,28402,49.2,GBG29625.1 Hypothetical Protein FCC1311_058462 [Hondaea fermentalgiana]
GBG29626.1,28403,77.7,GBG29626.1 Vacuolar protein sorting-associated protein 33A [Hondaea fermentalgiana]
GBG29629.1,28406,66,GBG29629.1 Hypothetical Protein FCC1311_058502 [Hondaea fermentalgiana]
GBG29615.1,28415,52.3,GBG29615.1 Hypothetical Protein FCC1311_058362 [Hondaea fermentalgiana]
GBG29607.1,28427,31.1,GBG29607.1 Hypothetical Protein FCC1311_058282 [Hondaea fermentalgiana]
GBG32727.1,28446,54,GBG32727.1 Hypothetical Protein FCC1311_089522 [Hondaea fermentalgiana]
GBG25502.1,28466,58,GBG25502.1 Sphingosine kinase 1 [Hondaea fermentalgiana]
GBG29151.1,28474,45.7,GBG29151.1 Acyl-CoA ligase azaF [Hondaea fermentalgiana]
GBG29157.1,28477,68,GBG29157.1 Kinetochore-associated protein 1 [Hondaea fermentalgiana]
GBG29158.1,28478,43.3,GBG29158.1 Calmodulin [Hondaea fermentalgiana]
GBG29159.1,28479,56.1,GBG29159.1 Testis-expressed protein 47 [Hondaea fermentalgiana]
GBG28869.1,2847,47.1,GBG28869.1 Hypothetical Protein FCC1311_050902 [Hondaea fermentalgiana]
GBG29166.1,28485,47.7,GBG29166.1 Hypothetical Protein FCC1311_053882 [Hondaea fermentalgiana]
GBG29174.1,28492,43,GBG29174.1 Hypothetical Protein FCC1311_053962 [Hondaea fermentalgiana]
GBG29177.1,28496,56.7,GBG29177.1 Hypothetical Protein FCC1311_053992 [Hondaea fermentalgiana]
GBG28868.1,2849,52.1,GBG28868.1 Autophagy-related protein 22 [Hondaea fermentalgiana]
GBG29180.1,28500,63.8,GBG29180.1 Hypothetical Protein FCC1311_054022 [Hondaea fermentalgiana]
GBG29181.1,28501,47.7,GBG29181.1 Hypothetical Protein FCC1311_054032 [Hondaea fermentalgiana]
GBG29188.1,28511,64.4,GBG29188.1 Tectonic-1 [Hondaea fermentalgiana]
GBG29194.1,28514,46.7,GBG29194.1 Hypothetical Protein FCC1311_054162 [Hondaea fermentalgiana]
GBG29202.1,28522,59.3,GBG29202.1 Hypothetical Protein FCC1311_054242 [Hondaea fermentalgiana]
GBG29207.1,28528,89.3,GBG29207.1 Electron transfer flavoprotein subunit beta [Hondaea fermentalgiana]
GBG28863.1,2852,62.5,GBG28863.1 Brefeldin A-inhibited guanine nucleotide-exchange protein 1 [Hondaea fermentalgiana]
GBG29221.1,28542,50.8,GBG29221.1 Hypothetical Protein FCC1311_054432 [Hondaea fermentalgiana]
GBG29226.1,28546,57.6,GBG29226.1 Short transient receptor potential channel 3 [Hondaea fermentalgiana]
GBG27231.1,28553,73.6,GBG27231.1 Transcription initiation factor TFIID subunit 2 [Hondaea fermentalgiana]
GBG29231.1,28563,45.4,GBG29231.1 Nuclear inhibitor of protein phosphatase 1 [Hondaea fermentalgiana]
GBG29232.1,28564,86.9,GBG29232.1 AP-1 complex subunit beta [Hondaea fermentalgiana]
GBG30194.1,28569,46.9,GBG30194.1 Aflatoxin B1 aldehyde reductase member 3 [Hondaea fermentalgiana]
GBG27239.1,28571,51.7,GBG27239.1 Metabotropic glutamate receptor-like protein E [Hondaea fermentalgiana]
GBG27239.1,28573,48.8,GBG27239.1 Metabotropic glutamate receptor-like protein E [Hondaea fermentalgiana]
GBG28858.1,2858,60.3,GBG28858.1 Patatin-like phospholipase domain-containing protein 2 [Hondaea fermentalgiana]
GBG27207.1,28602,70.1,GBG27207.1 Hypothetical Protein FCC1311_017612 [Hondaea fermentalgiana]
GBG27187.1,28620,50.1,GBG27187.1 Hypothetical Protein FCC1311_034102 [Hondaea fermentalgiana]
GBG27182.1,28633,54.7,GBG27182.1 Hypothetical Protein FCC1311_034052 [Hondaea fermentalgiana]
GBG27169.1,28651,27.3,GBG27169.1 Hypothetical Protein FCC1311_033922 [Hondaea fermentalgiana]
GBG27157.1,28662,46.1,GBG27157.1 Hypothetical Protein FCC1311_033802 [Hondaea fermentalgiana]
GBG27154.1,28666,46.9,"GBG27154.1 Pentatricopeptide repeat-containing protein At1g05670, mitochondrial [Hondaea fermentalgiana]"
GBG27153.1,28667,67.7,GBG27153.1 Histone-lysine N-methyltransferase setd3 [Hondaea fermentalgiana]
GBG28853.1,2866,72,"GBG28853.1 Dynein heavy chain 5, axonemal [Hondaea fermentalgiana]"
GBG34388.1,28683,39.6,GBG34388.1 DNA repair protein REV1 [Hondaea fermentalgiana]
GBG34461.1,28709,39,GBG34461.1 Hypothetical Protein FCC1311_106852 [Hondaea fermentalgiana]
GBG34462.1,28710,38.8,GBG34462.1 Hypothetical Protein FCC1311_106862 [Hondaea fermentalgiana]
GBG34491.1,28731,49,GBG34491.1 Arylsulfatase [Hondaea fermentalgiana]
GBG25215.1,28738,47.7,GBG25215.1 Hypothetical Protein FCC1311_014322 [Hondaea fermentalgiana]
GBG25213.1,28740,59.7,GBG25213.1 Hypothetical Protein FCC1311_014302 [Hondaea fermentalgiana]
GBG25212.1,28741,69.8,GBG25212.1 Hypothetical Protein FCC1311_014292 [Hondaea fermentalgiana]
GBG25210.1,28743,59.3,GBG25210.1 NEDD4-binding protein 1 [Hondaea fermentalgiana]
GBG25208.1,28745,52.8,GBG25208.1 Hypothetical Protein FCC1311_014252 [Hondaea fermentalgiana]
GBG25219.1,28747,68.3,GBG25219.1 DNA-apurinic or apyrimidinic site lyase [Hondaea fermentalgiana]
