13057	NA	NA																																													
13299	NA	NA																																													
13412	NA	NA																																													
13432	NA	NA																																													
29125	NA	NA																																													
29307	NA	NA																																													
29461	NA	NA																																													
29593	NA	NA																																													
29739	NA	NA																																													
30204	NA	NA																																													
30406	NA	NA																																													
30439	NA	NA																																													
30471	NA	NA																																													
30852	NA	NA																																													
31202	NA	NA																																													
31222	NA	NA																																													
31415	NA	NA																																													
31651	NA	NA																																													
31849	NA	NA																																													
31900	NA	NA																																													
32056	NA	NA																																													
32122	NA	NA																																													
32171	NA	NA																																													
32382	NA	NA																																													
32410	NA	NA																																													
32526	NA	NA																																													
32789	NA	NA																																													
32851	NA	NA																																													
33135	NA	NA																																													
33170	NA	NA																																													
33432	NA	NA																																													
34258	NA	NA																																													
34444	NA	NA																																													
34497	NA	NA																																													
34506	NA	NA																																													
34895	NA	NA																																													
35025	NA	NA																																													
35068	NA	NA																																													
35143	NA	NA																																													
35627	NA	NA																																													
35921	NA	NA																																													
35957	NA	NA																																													
36118	NA	NA																																													
36242	NA	NA																																													
36266	NA	NA																																													
36473	NA	NA																																													
36523	NA	NA																																													
36862	NA	NA																																													
37015	NA	NA																																													
37385	NA	NA																																													
37700	NA	NA																																													
37788	NA	NA																																													
38229	NA	NA																																													
38391	NA	NA																																													
38495	NA	NA																																													
39029	NA	NA																																													
39771	NA	NA																																													
39828	NA	NA																																													
39846	NA	NA																																													
39989	NA	NA																																													
40071	NA	NA																																													
40076	NA	NA																																													
40250	NA	NA																																													
40309	NA	NA																																													
40682	NA	NA																																													
40905	NA	NA																																													
41357	NA	NA																																													
41590	NA	NA																																													
41768	NA	NA																																													
41903	NA	NA																																													
42098	NA	NA																																													
42158	NA	NA																																													
42207	NA	NA																																													
42324	NA	NA																																													
42343	NA	NA																																													
42349	NA	NA																																													
42377	NA	NA																																													
42391	NA	NA																																													
42531	NA	NA																																													
42549	NA	NA																																													
42712	NA	NA																																													
42729	NA	NA																																													
42824	NA	NA																																													
42857	NA	NA																																													
42866	NA	NA																																													
42867	NA	NA																																													
42920	NA	NA																																													
42994	NA	NA																																													
43020	NA	NA																																													
43032	NA	NA																																													
43084	NA	NA																																													
43108	NA	NA																																													
43122	NA	NA																																													
43269	NA	NA																																													
43300	NA	NA																																													
43356	NA	NA																																													
43369	NA	NA																																													
43575	NA	NA																																													
43607	NA	NA																																													
43680	NA	NA																																													
43711	NA	NA																																													
43717	NA	NA																																													
43791	NA	NA																																													
43841	NA	NA																																													
43897	NA	NA																																													
43973	NA	NA																																													
44029	NA	NA																																													
44039	NA	NA																																													
44040	NA	NA																																													
44041	NA	NA																																													
44140	NA	NA																																													
44237	NA	NA																																													
44270	NA	NA																																													
44303	NA	NA																																													
44317	NA	NA																																													
44374	NA	NA																																													
44386	NA	NA																																													
44397	NA	NA																																													
44446	NA	NA																																													
44535	NA	NA																																													
44539	NA	NA																																													
44543	NA	NA																																													
44597	NA	NA																																													
44633	NA	NA																																													
44664	NA	NA																																													
44691	NA	NA																																													
44788	NA	NA																																													
44799	NA	NA																																													
44843	NA	NA																																													
44972	NA	NA																																													
44979	NA	NA																																													
45103	NA	NA																																													
45173	NA	NA																																													
45208	NA	NA																																													
45253	NA	NA																																													
45288	NA	NA																																													
45339	NA	NA																																													
45410	NA	NA																																													
45415	NA	NA																																													
45508	NA	NA																																													
45705	NA	NA																																													
45712	NA	NA																																													
45908	NA	NA																																													
45991	NA	NA																																													
46123	NA	NA																																													
46153	NA	NA																																													
46158	NA	NA																																													
46170	NA	NA																																													
46200	NA	NA																																													
46265	NA	NA																																													
46281	NA	NA																																													
46354	NA	NA																																													
46387	NA	NA																																													
46419	NA	NA																																													
46439	NA	NA																																													
46471	NA	NA																																													
46480	NA	NA																																													
46513	NA	NA																																													
46519	NA	NA																																													
46687	NA	NA																																													
46769	NA	NA																																													
46801	NA	NA																																													
46880	NA	NA																																													
46927	NA	NA																																													
46932	NA	NA																																													
46999	NA	NA																																													
47005	NA	NA																																													
47035	NA	NA																																													
47070	NA	NA																																													
47092	NA	NA																																													
47102	NA	NA																																													
47179	NA	NA																																													
47295	NA	NA																																													
47400	NA	NA																																													
47522	NA	NA																																													
47541	NA	NA																																													
47596	NA	NA																																													
47611	NA	NA																																													
47619	NA	NA																																													
47668	NA	NA																																													
47726	NA	NA																																													
47765	NA	NA																																													
47843	NA	NA																																													
47867	NA	NA																																													
47935	NA	NA																																													
47947	NA	NA																																													
47949	NA	NA																																													
47963	NA	NA																																													
48045	NA	NA																																													
48072	NA	NA																																													
48178	NA	NA																																													
48305	NA	NA																																													
48319	NA	NA																																													
48338	NA	NA																																													
48396	NA	NA																																													
48535	NA	NA																																													
48769	NA	NA																																													
48812	NA	NA																																													
48830	NA	NA																																													
48833	NA	NA																																													
48845	NA	NA																																													
48853	NA	NA																																													
49215	NA	NA																																													
51772	NA	NA																																													
51890	NA	NA																																													
52503	NA	NA																																													
54298	NA	NA																																													
55993	NA	NA																																													
59109	NA	NA																																													
59185	NA	NA																																													
59656	NA	NA																																													
59673	NA	NA																																													
59719	NA	NA																																													
60890	NA	NA																																													
61236	NA	NA																																													
61891	NA	NA																																													
62275	NA	NA																																													
62448	NA	NA																																													
62673	NA	NA																																													
62866	NA	NA																																													
64693	NA	NA																																													
64735	NA	NA																																													
65642	NA	NA																																													
65806	NA	NA																																													
68908	NA	NA																																													
69326	NA	NA																																													
69685	NA	NA																																													
70512	NA	NA																																													
70527	NA	NA																																													
70603	NA	NA																																													
70895	NA	NA																																													
71706	NA	NA																																													
72426	NA	NA																																													
73199	NA	NA																																													
73217	NA	NA																																													
73524	NA	NA																																													
73554	NA	NA																																													
74907	NA	NA																																													
76848	NA	NA																																													
77155	NA	NA																																													
77441	NA	NA																																													
79367	NA	NA																																													
79674	NA	NA																																													
80122	NA	NA																																													
80547	NA	NA																																													
80595	NA	NA																																													
81247	NA	NA																																													
81537	NA	NA																																													
82200	NA	NA																																													
82478	NA	NA																																													
84022	NA	NA																																													
84085	NA	NA																																													
85002	NA	NA																																													
85092	NA	NA																																													
85120	NA	NA																																													
85644	NA	NA																																													
97710	NA	NA																																													
102428	NA	NA																																													
107413	NA	NA																																													
111701	NA	NA																																													
113861	NA	NA																																													
113956	NA	NA																																													
114286	NA	NA																																													
114335	NA	NA																																													
114494	NA	NA																																													
114835	NA	NA																																													
115261	NA	NA																																													
116157	NA	NA																																													
116995	NA	NA																																													
117074	NA	NA																																													
117289	NA	NA																																													
117698	NA	NA																																													
117699	NA	NA																																													
117705	NA	NA																																													
117708	NA	NA																																													
118107	NA	NA																																													
118211	NA	NA																																													
118528	NA	NA																																													
118550	NA	NA																																													
118681	NA	NA																																													
118708	NA	NA																																													
118859	NA	NA																																													
118959	NA	NA																																													
119464	NA	NA																																													
119732	NA	NA																																													
119782	NA	NA																																													
119820	NA	NA																																													
120262	NA	NA																																													
120443	NA	NA																																													
120701	NA	NA																																													
122619	NA	NA																																													
122650	NA	NA																																													
125370	NA	NA																																													
126447	NA	NA																																													
127202	NA	NA																																													
127471	NA	NA																																													
127636	NA	NA																																													
127645	NA	NA																																													
128073	NA	NA																																													
128679	NA	NA																																													
128793	NA	NA																																													
129120	NA	NA																																													
129690	NA	NA																																													
129693	NA	NA																																													
129955	NA	NA																																													
130100	NA	NA																																													
130886	NA	NA																																													
131884	NA	NA																																													
132946	NA	NA																																													
133798	NA	NA																																													
133929	NA	NA																																													
136102	NA	NA																																													
136109	NA	NA																																													
136197	NA	NA																																													
136281	NA	NA																																													
136299	NA	NA																																													
136301	NA	NA																																													
136568	NA	NA																																													
136627	NA	NA																																													
136706	NA	NA																																													
136750	NA	NA																																													
136829	NA	NA																																													
136861	NA	NA																																													
136877	NA	NA																																													
136880	NA	NA																																													
136927	NA	NA																																													
136983	NA	NA																																													
137181	NA	NA																																													
137189	NA	NA																																													
137206	NA	NA																																													
137229	NA	NA																																													
137377	NA	NA																																													
137380	NA	NA																																													
137397	NA	NA																																													
137516	NA	NA																																													
137541	NA	NA																																													
137542	NA	NA																																													
137556	NA	NA																																													
137561	NA	NA																																													
137601	NA	NA																																													
137650	NA	NA																																													
137700	NA	NA																																													
137872	NA	NA																																													
137909	NA	NA																																													
137990	NA	NA																																													
138036	NA	NA																																													
138043	NA	NA																																													
138099	NA	NA																																													
138117	NA	NA																																													
138137	NA	NA																																													
138197	NA	NA																																													
138199	NA	NA																																													
138211	NA	NA																																													
138242	NA	NA																																													
138264	NA	NA																																													
138480	NA	NA																																													
138526	NA	NA																																													
138600	NA	NA																																													
138639	NA	NA																																													
138670	NA	NA																																													
138684	NA	NA																																													
138835	NA	NA																																													
138909	NA	NA																																													
138917	NA	NA																																													
139058	NA	NA																																													
139097	NA	NA																																													
139157	NA	NA																																													
139170	NA	NA																																													
139193	NA	NA																																													
139206	NA	NA																																													
139274	NA	NA																																													
139292	NA	NA																																													
139330	NA	NA																																													
139387	NA	NA																																													
139512	NA	NA																																													
139517	NA	NA																																													
139621	NA	NA																																													
139630	NA	NA																																													
139711	NA	NA																																													
139724	NA	NA																																													
139726	NA	NA																																													
139744	NA	NA																																													
139776	NA	NA																																													
139791	NA	NA																																													
139795	NA	NA																																													
139813	NA	NA																																													
139863	NA	NA																																													
139881	NA	NA																																													
139888	NA	NA																																													
139915	NA	NA																																													
139981	NA	NA																																													
140009	NA	NA																																													
140209	NA	NA																																													
140210	NA	NA																																													
140211	NA	NA																																													
140375	NA	NA																																													
140377	NA	NA																																													
140425	NA	NA																																													
140537	NA	NA																																													
140543	NA	NA																																													
140829	NA	NA																																													
140902	NA	NA																																													
140903	NA	NA																																													
140905	NA	NA																																													
140927	NA	NA																																													
140965	NA	NA																																													
140971	NA	NA																																													
140988	NA	NA																																													
141048	NA	NA																																													
141152	NA	NA																																													
141156	NA	NA																																													
141182	NA	NA																																													
141184	NA	NA																																													
141261	NA	NA																																													
141322	NA	NA																																													
141473	NA	NA																																													
141520	NA	NA																																													
141543	NA	NA																																													
141651	NA	NA																																													
141721	NA	NA																																													
141726	NA	NA																																													
141761	NA	NA																																													
141801	NA	NA																																													
141821	NA	NA																																													
141900	NA	NA																																													
141905	NA	NA																																													
141932	NA	NA																																													
141961	NA	NA																																													
142010	NA	NA																																													
142049	NA	NA																																													
142060	NA	NA																																													
142119	NA	NA																																													
142195	NA	NA																																													
142198	NA	NA																																													
142287	NA	NA																																													
142446	NA	NA																																													
142458	NA	NA																																													
142570	NA	NA																																													
142578	NA	NA																																													
142593	NA	NA																																													
142606	NA	NA																																													
142613	NA	NA																																													
142634	NA	NA																																													
142664	NA	NA																																													
142704	NA	NA																																													
142746	NA	NA																																													
142779	NA	NA																																													
142802	NA	NA																																													
142877	NA	NA																																													
142921	NA	NA																																													
142926	NA	NA																																													
142932	NA	NA																																													
142988	NA	NA																																													
143001	NA	NA																																													
143066	NA	NA																																													
143089	NA	NA																																													
143275	NA	NA																																													
143762	NA	NA																																													
143822	NA	NA																																													
144524	NA	NA																																													
145364	NA	NA																																													
147683	NA	NA																																													
147725	NA	NA																																													
149883	NA	NA																																													
150601	NA	NA																																													
150818	NA	NA																																													
151023	NA	NA																																													
151034	NA	NA																																													
151067	NA	NA																																													
151482	NA	NA																																													
3131&3132	NA	NA																																													
8244&140379&140381&140385&140387&148640	NA	NA																																													
45230	Nuclear structure	K03005	not significant	45230	K03005	ko00001												ko03021																													
141593	Nuclear structure	K14012	not significant	141593	K14012	ko00001																				ko04131																					
146794	Nuclear structure	K14306	not significant	146794	K14306	ko00001													ko03019																												
67298	Nuclear structure	K17570	not significant	67298	K17570	ko00001			ko01009																										ko03037												
1150	Nuclear structure	NA																																													
3985	Nuclear structure	NA																																													
6715	Nuclear structure	NA																																													
12458	Nuclear structure	NA																																													
12485	Nuclear structure	NA																																													
33812	Nuclear structure	NA																																													
38770	Nuclear structure	NA																																													
39845	Nuclear structure	NA																																													
40650	Nuclear structure	NA																																													
42413	Nuclear structure	NA																																													
43283	Nuclear structure	NA																																													
44946	Nuclear structure	NA																																													
45473	Nuclear structure	NA																																													
45758	Nuclear structure	NA																																													
46369	Nuclear structure	NA																																													
47734	Nuclear structure	NA																																													
48017	Nuclear structure	NA																																													
114787	Nuclear structure	NA																																													
119483	Nuclear structure	NA																																													
128135	Nuclear structure	NA																																													
129308	Nuclear structure	NA																																													
136514	Nuclear structure	NA																																													
136584	Nuclear structure	NA																																													
136987	Nuclear structure	NA																																													
137048	Nuclear structure	NA																																													
138082	Nuclear structure	NA																																													
138352	Nuclear structure	NA																																													
139191	Nuclear structure	NA																																													
140729	Nuclear structure	NA																																													
141976	Nuclear structure	NA																																													
142033	Nuclear structure	NA																																													
143504	Nuclear structure	NA																																													
12433&13625&85395	Nuclear structure	NA																																													
136835	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K14015	not significant	136835	K14015	ko00001																ko03009																									
128296	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K14289	not significant	128296	K14289	ko00001																	ko03016							ko03036																	
7713	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K14290	not significant	7713	K14290	ko00001													ko03019			ko03009	ko03016							ko03036																	
60944	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K14293	not significant	60944	K14293	ko00001																ko03009								ko03036																	
43911	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K14299	not significant	43911	K14299	ko00001													ko03019							ko04131																					
136053	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K14301	not significant	136053	K14301	ko00001													ko03019											ko03036																	
137935	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K14307	not significant	137935	K14307	ko00001													ko03019																												
45191	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K14312	not significant	45191	K14312	ko00001													ko03019																												
138013	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K18423	not significant	138013	K18423	ko00001																								ko03036																	
93773	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K18460	not significant	93773	K18460	ko00001													ko03019																												
78530	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K18752	not significant	78530	K18752	ko00001													ko03019			ko03009																									
139613	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K20221	not significant	139613	K20221	ko00001																ko03009																									
9990	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K20222	not significant	9990	K20222	ko00001																ko03009																									
141627	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K20222	not significant	141627	K20222	ko00001																ko03009																									
43388	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport	K20223	not significant	43388	K20223	ko00001																ko03009																									
129547	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport; Translation, ribosomal structure and biogenesis	K14288	not significant	129547	K14288	ko00001																	ko03016																								
141652	Nucleotide transport and metabolism	K00364	G1	141652	K00364	ko00001	ko01000																																								
65144	Nucleotide transport and metabolism	K13800	G1	65144	K13800	ko00001	ko01000																																								
114891	Nucleotide transport and metabolism	K00940	G2	114891	K00940	ko00001	ko01000																			ko04131																					
82186	Nucleotide transport and metabolism	K01756	G3	82186	K01756	ko00001	ko01000																																								
68789	Nucleotide transport and metabolism	K01951	G3	68789	K01951	ko00001	ko01000			ko01002																																					
136098	Nucleotide transport and metabolism	K01952	G3	136098	K01952	ko00001	ko01000																																								
2614	Nucleotide transport and metabolism	K00602	G4	2614	K00602	ko00001	ko01000																														ko04147										
39605	Nucleotide transport and metabolism	K01933	G4	39605	K01933	ko00001	ko01000																																								
82949	Nucleotide transport and metabolism	K01939	G4	82949	K01939	ko00001	ko01000																																								
38293	Nucleotide transport and metabolism	K18532	G4	38293	K18532	ko00001	ko01000															ko03009																									
1192	Nucleotide transport and metabolism	K00088	not significant	1192	K00088	ko00001	ko01000																														ko04147										
43000	Nucleotide transport and metabolism	K00088	not significant	43000	K00088	ko00001	ko01000																														ko04147										
41654	Nucleotide transport and metabolism	K00254	not significant	41654	K00254	ko00001	ko01000																																								
139787	Nucleotide transport and metabolism	K00757	not significant	139787	K00757	ko00001	ko01000																																								
139803	Nucleotide transport and metabolism	K00759	not significant	139803	K00759	ko00001	ko01000																														ko04147										
46994	Nucleotide transport and metabolism	K00760	not significant	46994	K00760	ko00001	ko01000																																								
63536	Nucleotide transport and metabolism	K00764	not significant	63536	K00764	ko00001	ko01000			ko01002																																					
47555	Nucleotide transport and metabolism	K00767	not significant	47555	K00767	ko00001	ko01000																																								
32308	Nucleotide transport and metabolism	K00939	not significant	32308	K00939	ko00001	ko01000																														ko04147										
73023	Nucleotide transport and metabolism	K00939	not significant	73023	K00939	ko00001	ko01000																														ko04147										
80026	Nucleotide transport and metabolism	K00939	not significant	80026	K00939	ko00001	ko01000																														ko04147										
62206	Nucleotide transport and metabolism	K00940	not significant	62206	K00940	ko00001	ko01000																			ko04131																					
118108	Nucleotide transport and metabolism	K00942	not significant	118108	K00942	ko00001	ko01000																																								
119199	Nucleotide transport and metabolism	K00942	not significant	119199	K00942	ko00001	ko01000																																								
9521	Nucleotide transport and metabolism	K00943	not significant	9521	K00943	ko00001	ko01000																																								
44474	Nucleotide transport and metabolism	K00944	not significant	44474	K00944	ko00001	ko01000																																								
125257	Nucleotide transport and metabolism	K01081	not significant	125257	K01081	ko00001	ko01000																																								
32818	Nucleotide transport and metabolism	K01082	not significant	32818	K01082	ko00001	ko01000																ko03016																								
58775	Nucleotide transport and metabolism	K01082	not significant	58775	K01082	ko00001	ko01000																ko03016																								
128082	Nucleotide transport and metabolism	K01082	not significant	128082	K01082	ko00001	ko01000																ko03016																								
72990	Nucleotide transport and metabolism	K01427	not significant	72990	K01427	ko00001	ko01000																																								
78950	Nucleotide transport and metabolism	K01465	not significant	78950	K01465	ko00001	ko01000																																								
4732	Nucleotide transport and metabolism	K01489	not significant	4732	K01489	ko00001	ko01000																																								
116088	Nucleotide transport and metabolism	K01490	not significant	116088	K01490	ko00001	ko01000																																								
141515	Nucleotide transport and metabolism	K01519	not significant	141515	K01519	ko00001	ko01000																																								
137824	Nucleotide transport and metabolism	K01520	not significant	137824	K01520	ko00001	ko01000																								ko03400																
110060	Nucleotide transport and metabolism	K01619	not significant	110060	K01619	ko00001	ko01000																																								
39355	Nucleotide transport and metabolism	K01756	not significant	39355	K01756	ko00001	ko01000																																								
68334	Nucleotide transport and metabolism	K01937	not significant	68334	K01937	ko00001	ko01000																																								
75220	Nucleotide transport and metabolism	K03783	not significant	75220	K03783	ko00001	ko01000																																								
43547	Nucleotide transport and metabolism	K10807	not significant	43547	K10807	ko00001	ko01000																								ko03400																
70240	Nucleotide transport and metabolism	K10808	not significant	70240	K10808	ko00001	ko01000																								ko03400																
138959	Nucleotide transport and metabolism	K11808	not significant	138959	K11808	ko00001	ko01000																																								
136920	Nucleotide transport and metabolism	K12304	not significant	136920	K12304	ko00001	ko01000																																								
85839	Nucleotide transport and metabolism	K12471	not significant	85839	K12471	ko00001																				ko04131																					
70503	Nucleotide transport and metabolism	K13421	not significant	70503	K13421	ko00001	ko01000																																								
46045	Nucleotide transport and metabolism	K13800	not significant	46045	K13800	ko00001	ko01000																																								
68380	Nucleotide transport and metabolism	K13800	not significant	68380	K13800	ko00001	ko01000																																								
69200	Nucleotide transport and metabolism	K13998	not significant	69200	K13998	ko00001	ko01000																																								
138203	Nucleotide transport and metabolism	K18914	not significant	138203	K18914	ko00001	ko01000																									ko03029															
48309	Nucleotide transport and metabolism	K19572	not significant	48309	K19572	ko00001	ko01000																																								
9453	Nucleotide transport and metabolism	NA																																													
43746	Nucleotide transport and metabolism	NA																																													
43771	Nucleotide transport and metabolism	NA																																													
44546	Nucleotide transport and metabolism	NA																																													
46564	Nucleotide transport and metabolism	NA																																													
60779	Nucleotide transport and metabolism	NA																																													
62877	Nucleotide transport and metabolism	NA																																													
139225	Nucleotide transport and metabolism	NA																																													
142094	Nucleotide transport and metabolism	NA																																													
142569	Nucleotide transport and metabolism	NA																																													
43247	Nucleotide transport and metabolism; Amino acid transport and metabolism	K00948	not significant	43247	K00948	ko00001	ko01000																																								
43566	Nucleotide transport and metabolism; Amino acid transport and metabolism	K00948	not significant	43566	K00948	ko00001	ko01000																																								
44218	Nucleotide transport and metabolism; Amino acid transport and metabolism	K00948	not significant	44218	K00948	ko00001	ko01000																																								
138966	Nucleotide transport and metabolism; Amino acid transport and metabolism	K00948	not significant	138966	K00948	ko00001	ko01000																																								
55737	Nucleotide transport and metabolism; Coenzyme transport and metabolism	NA																																													
48779	Nucleotide transport and metabolism; Secondary metabolites biosynthesis, transport and catabolism	K12960	not significant	48779	K12960	ko00001	ko01000																																								
136860	Posttranslational modification, protein turnover, chaperones	K01379	G1	136860	K01379	ko00001	ko01000			ko01002																											ko04147										
44028	Posttranslational modification, protein turnover, chaperones	K02726	G1	44028	K02726	ko00001	ko01000			ko01002																		ko03051																			
140770	Posttranslational modification, protein turnover, chaperones	K02729	G1	140770	K02729	ko00001	ko01000			ko01002																		ko03051																			
118967	Posttranslational modification, protein turnover, chaperones	K02730	G1	118967	K02730	ko00001	ko01000			ko01002																		ko03051																			
45091	Posttranslational modification, protein turnover, chaperones	K02736	G1	45091	K02736	ko00001	ko01000			ko01002																		ko03051																			
142428	Posttranslational modification, protein turnover, chaperones	K03028	G1	142428	K03028	ko00001																						ko03051																			
141352	Posttranslational modification, protein turnover, chaperones	K03032	G1	141352	K03032	ko00001																						ko03051																			
137525	Posttranslational modification, protein turnover, chaperones	K03061	G1	137525	K03061	ko00001																						ko03051																			
79468	Posttranslational modification, protein turnover, chaperones	K04077	G1	79468	K04077	ko00001													ko03019						ko03110							ko03029					ko04147										
136262	Posttranslational modification, protein turnover, chaperones	K04079	G1	136262	K04079	ko00001			ko01009																ko03110	ko04131		ko03051				ko03029					ko04147										
73779	Posttranslational modification, protein turnover, chaperones	K09493	G1	73779	K09493	ko00001																			ko03110										ko03037		ko04147										
5476	Posttranslational modification, protein turnover, chaperones	K09495	G1	5476	K09495	ko00001																			ko03110										ko03037		ko04147										
136607	Posttranslational modification, protein turnover, chaperones	K09497	G1	136607	K09497	ko00001																			ko03110										ko03037		ko04147										
83237	Posttranslational modification, protein turnover, chaperones	K09498	G1	83237	K09498	ko00001																			ko03110												ko04147										
137857	Posttranslational modification, protein turnover, chaperones	K09500	G1	137857	K09500	ko00001																			ko03110										ko03037												
142895	Posttranslational modification, protein turnover, chaperones	K13525	G1	142895	K13525	ko00001													ko03019			ko03009				ko04131											ko04147										
3947	Posttranslational modification, protein turnover, chaperones	K01265	G2	3947	K01265	ko00001	ko01000			ko01002																																					
83394	Posttranslational modification, protein turnover, chaperones	K01802	G2	83394	K01802	ko00001	ko01000																																								
142623	Posttranslational modification, protein turnover, chaperones	K03676	G2	142623	K03676	ko00001																			ko03110																						
136161	Posttranslational modification, protein turnover, chaperones	K06689	G2	136161	K06689	ko00001	ko01000																				ko04121																				
80810	Posttranslational modification, protein turnover, chaperones	K07390	G2	80810	K07390	ko00001																			ko03110							ko03029															
