"qseqid","diff_Tscore","diff_E_Value","diff_P_Ident","perc_diff_Tscore","Group"
"ENA|CAB5764434|CAB5764434.1",363.3,-0.000175,75,"0%-85%","Eukaryote"
"ENA|CAB5764444|CAB5764444.1",396,-9.38e-61,52.4,"0%-85%","Eukaryote"
"ENA|CAB5764455|CAB5764455.1",173.7,-1.38e-16,64.7,"0%-85%","Eukaryote"
"ENA|CAB5764460|CAB5764460.1",225,-4.93e-101,39.7,"0%-85%","Eukaryote"
"ENA|CAB5764463|CAB5764463.1",310.3,-7.16e-07,68.5,"0%-85%","Eukaryote"
"ENA|CAB5764465|CAB5764465.1",644,-5.34e-238,46,"0%-85%","Eukaryote"
"ENA|CAB5764501|CAB5764501.1",235,-2.59e-26,60.8,"0%-85%","Eukaryote"
"ENA|CAB5764505|CAB5764505.1",454.9,-1.82e-17,72.8,"0%-85%","Eukaryote"
"ENA|CAB5764510|CAB5764510.1",416,-8.99e-38,57.4,"0%-85%","Eukaryote"
"ENA|CAB5764519|CAB5764519.1",236,-7.66e-31,43.4,"0%-85%","Eukaryote"
"ENA|CAB5764532|CAB5764532.1",423.4,-1.84e-05,74.2,"0%-85%","Eukaryote"
"ENA|CAB5764537|CAB5764537.1",231,-3.08e-78,47.5,"0%-85%","Eukaryote"
"ENA|CAB5764543|CAB5764543.1",888,-1.3e-34,66.9,"0%-85%","Eukaryote"
"ENA|CAB5764554|CAB5764554.1",1020.6,-1.7e-09,72.9,"0%-85%","Eukaryote"
"ENA|CAB5764562|CAB5764562.1",660,-1.22e-34,62.2,"0%-85%","Eukaryote"
"ENA|CAB5764569|CAB5764569.1",491.4,-3.35e-14,66.9,"0%-85%","Eukaryote"
"ENA|CAB5764573|CAB5764573.1",293,-2.06e-47,57.4,"0%-85%","Eukaryote"
"ENA|CAB5764576|CAB5764576.1",556,-1.34e-79,57.8,"0%-85%","Eukaryote"
"ENA|CAB5764582|CAB5764582.1",790,-2.91e-36,72,"0%-85%","Eukaryote"
"ENA|CAB5764601|CAB5764601.1",126.5,-2.06e-22,56.5,"0%-85%","Eukaryote"
"ENA|CAB5764608|CAB5764608.1",142.6,-4.14e-17,56.6,"0%-85%","Eukaryote"
"ENA|CAB5764624|CAB5764624.1",201,-1.17e-40,37.4,"0%-85%","Eukaryote"
"ENA|CAB5764625|CAB5764625.1",922,-4.86e-32,78.3,"0%-85%","Eukaryote"
"ENA|CAB5764651|CAB5764651.1",389,-2.54e-129,50.8,"0%-85%","Eukaryote"
"ENA|CAB5764659|CAB5764659.1",234,-5.07e-60,56.5,"0%-85%","Eukaryote"
"ENA|CAB5764663|CAB5764663.1",357,-1.66e-117,48.9,"0%-85%","Eukaryote"
"ENA|CAB5764669|CAB5764669.1",579,-1.86e-249,43.3,"0%-85%","Eukaryote"
"ENA|CAB5764675|CAB5764675.1",951,-3.23e-133,50,"0%-85%","Eukaryote"
"ENA|CAB5764679|CAB5764679.1",357,-6.21e-56,56.8,"0%-85%","Eukaryote"
"ENA|CAB5764687|CAB5764687.1",758,-3.51e-22,72.5,"0%-85%","Eukaryote"
"ENA|CAB5764696|CAB5764696.1",716,-2.87e-273,37.5,"0%-85%","Eukaryote"
"ENA|CAB5764703|CAB5764703.1",253,-1.81e-96,46,"0%-85%","Eukaryote"
"ENA|CAB5764710|CAB5764710.1",194.9,-1.42e-13,58.4,"0%-85%","Eukaryote"
"ENA|CAB5764718|CAB5764718.1",623.1,-1.16e-15,74.7,"0%-85%","Eukaryote"
"ENA|CAB5764720|CAB5764720.1",415,-1.99e-81,47.3,"0%-85%","Eukaryote"
"ENA|CAB5764724|CAB5764724.1",787.5,-1.13e-13,73.7,"0%-85%","Eukaryote"
"ENA|CAB5764728|CAB5764728.1",328,-1.57e-59,55.9,"0%-85%","Eukaryote"
"ENA|CAB5764748|CAB5764748.1",245,-1.29e-42,58.4,"0%-85%","Eukaryote"
"ENA|CAB5764784|CAB5764784.1",455,-7.41e-71,62.7,"0%-85%","Eukaryote"
"ENA|CAB5764792|CAB5764792.1",141.5,-1.57e-11,50.6,"0%-85%","Eukaryote"
"ENA|CAB5764827|CAB5764827.1",794,-4.93e-49,63.8,"0%-85%","Eukaryote"
"ENA|CAB5764829|CAB5764829.1",189,-1.52e-33,47.2,"0%-85%","Eukaryote"
"ENA|CAB5764844|CAB5764844.1",271.8,-9.19e-08,15.3,"0%-85%","Eukaryote"
"ENA|CAB5764885|CAB5764885.1",299,-7.62e-19,71,"0%-85%","Eukaryote"
"ENA|CAB5764897|CAB5764897.1",215,-3.68e-161,21.3,"0%-85%","Eukaryote"
"ENA|CAB5764904|CAB5764904.1",358.2,-2.23e-05,68.7,"0%-85%","Eukaryote"
"ENA|CAB5764916|CAB5764916.1",443.6,-5.54e-19,46.9,"0%-85%","Eukaryote"
"ENA|CAB5764919|CAB5764919.1",692,-3.69e-270,42.5,"0%-85%","Eukaryote"
"ENA|CAB5764922|CAB5764922.1",423,-1.28e-103,51.1,"0%-85%","Eukaryote"
"ENA|CAB5764952|CAB5764952.1",223.2,-1.85e-24,53.1,"0%-85%","Eukaryote"
"ENA|CAB5764954|CAB5764954.1",362,-2.69e-63,58.7,"0%-85%","Eukaryote"
"ENA|CAB5764960|CAB5764960.1",888,-3.18e-109,67,"0%-85%","Eukaryote"
"ENA|CAB5764973|CAB5764973.1",68.8,-0.000674,8,"0%-85%","Eukaryote"
"ENA|CAB5764993|CAB5764993.1",419.2,-1.28e-07,65,"0%-85%","Eukaryote"
"ENA|CAB5765050|CAB5765050.1",162,-1.12e-37,25.6,"0%-85%","Eukaryote"
"ENA|CAB5765052|CAB5765052.1",198,-2.12e-74,27.1,"0%-85%","Eukaryote"
"ENA|CAB5765059|CAB5765059.1",552.5,-9.25e-06,72.6,"0%-85%","Eukaryote"
"ENA|CAB5765069|CAB5765069.1",464,-5.34e-118,34.8,"0%-85%","Eukaryote"
"ENA|CAB5765073|CAB5765073.1",335,-1.09e-67,57.6,"0%-85%","Eukaryote"
"ENA|CAB5765078|CAB5765078.1",304.1,-5.07e-06,72.3,"0%-85%","Eukaryote"
"ENA|CAB5765088|CAB5765088.1",175.9,-3.06e-07,65.6,"0%-85%","Eukaryote"
"ENA|CAB5765098|CAB5765098.1",159.6,-9.79e-06,63.6,"0%-85%","Eukaryote"
"ENA|CAB5765128|CAB5765128.1",107.2,-6.93e-05,51.7,"0%-85%","Eukaryote"
"ENA|CAB5765142|CAB5765142.1",181.2,-1.1e-24,53.4,"0%-85%","Eukaryote"
"ENA|CAB5765168|CAB5765168.1",553.9,-1.12e-06,37.9,"0%-85%","Eukaryote"
"ENA|CAB5765184|CAB5765184.1",191,-3.9e-112,34.2,"0%-85%","Eukaryote"
"ENA|CAB5765208|CAB5765208.1",708,-3.03e-74,59,"0%-85%","Eukaryote"
"ENA|CAB5765211|CAB5765211.1",134,-2.49e-61,31.8,"0%-85%","Eukaryote"
"ENA|CAB5765238|CAB5765238.1",1016.9,-1.6e-11,46.9,"0%-85%","Eukaryote"
"ENA|CAB5765241|CAB5765241.1",1033.9,-1.52e-11,46.9,"0%-85%","Eukaryote"
"ENA|CAB5765250|CAB5765250.1",179.2,-2.6e-08,59.7,"0%-85%","Eukaryote"
"ENA|CAB5765261|CAB5765261.1",377.3,-4.01e-06,73.1,"0%-85%","Eukaryote"
"ENA|CAB5765276|CAB5765276.1",435,-1.16e-21,49.2,"0%-85%","Eukaryote"
"ENA|CAB5765282|CAB5765282.1",257,-1.5e-63,51.9,"0%-85%","Eukaryote"
"ENA|CAB5765297|CAB5765297.1",96,-3.95e-56,31.4,"0%-85%","Eukaryote"
"ENA|CAB5765303|CAB5765303.1",658,-2.65e-153,52.5,"0%-85%","Eukaryote"
"ENA|CAB5765325|CAB5765325.1",141,-7.23e-55,45.6,"0%-85%","Eukaryote"
"ENA|CAB5765329|CAB5765329.1",224,-5.96e-42,53.9,"0%-85%","Eukaryote"
"ENA|CAB5765334|CAB5765334.1",166.3,-3.06e-11,54.9,"0%-85%","Eukaryote"
"ENA|CAB5765337|CAB5765337.1",152,-1.91e-24,59.5,"0%-85%","Eukaryote"
"ENA|CAB5765351|CAB5765351.1",559,-4.6e-165,48.7,"0%-85%","Eukaryote"
"ENA|CAB5765371|CAB5765371.1",1094.6,-6.03e-05,71.7,"0%-85%","Eukaryote"
"ENA|CAB5765374|CAB5765374.1",314,-1.94e-34,62.8,"0%-85%","Eukaryote"
"ENA|CAB5765394|CAB5765394.1",416.3,-7.13e-19,73.3,"0%-85%","Eukaryote"
"ENA|CAB5765396|CAB5765396.1",152.8,-5.49e-16,62.8,"0%-85%","Eukaryote"
"ENA|CAB5765413|CAB5765413.1",129.2,-7.26e-21,41.2,"0%-85%","Eukaryote"
"ENA|CAB5765454|CAB5765454.1",631,-4.12e-48,65.1,"0%-85%","Eukaryote"
"ENA|CAB5765504|CAB5765504.1",202.5,-1.5e-10,71.1,"0%-85%","Eukaryote"
"ENA|CAB5765507|CAB5765507.1",239.1,-1.7e-10,60.4,"0%-85%","Eukaryote"
"ENA|CAB5765513|CAB5765513.1",621,-3.37e-16,69.1,"0%-85%","Eukaryote"
"ENA|CAB5765522|CAB5765522.1",393,-1.85e-63,57.1,"0%-85%","Eukaryote"
"ENA|CAB5765531|CAB5765531.1",566.6,-2.1e-15,68.2,"0%-85%","Eukaryote"
"ENA|CAB5765565|CAB5765565.1",857.4,-1.81e-16,69.2,"0%-85%","Eukaryote"
"ENA|CAB5765568|CAB5765568.1",486,-5.17e-47,53,"0%-85%","Eukaryote"
"ENA|CAB5765574|CAB5765574.1",186,-2.49e-56,49.5,"0%-85%","Eukaryote"
"ENA|CAB5765579|CAB5765579.1",937,-6.81e-60,70.5,"0%-85%","Eukaryote"
"ENA|CAB5765589|CAB5765589.1",148.5,-7.31e-08,66.3,"0%-85%","Eukaryote"
"ENA|CAB5765593|CAB5765593.1",1114,-2.29e-67,61.7,"0%-85%","Eukaryote"
"ENA|CAB5765613|CAB5765613.1",586,-8.27e-143,56.4,"0%-85%","Eukaryote"
"ENA|CAB5765626|CAB5765626.1",1176,-7.24e-29,69.4,"0%-85%","Eukaryote"
"ENA|CAB5765643|CAB5765643.1",986.4,-1.4e-08,76.6,"0%-85%","Eukaryote"
"ENA|CAB5765648|CAB5765648.1",1008.4,-1.18e-08,76.6,"0%-85%","Eukaryote"
"ENA|CAB5765664|CAB5765664.1",238.7,-1.43e-15,62.8,"0%-85%","Eukaryote"
"ENA|CAB5765675|CAB5765675.1",54.3,-4.78e-18,9.8,"0%-85%","Eukaryote"
"ENA|CAB5765700|CAB5765700.1",262,-3.6e-39,67.6,"0%-85%","Eukaryote"
"ENA|CAB5765703|CAB5765703.1",360,-3.79e-24,67.9,"0%-85%","Eukaryote"
"ENA|CAB5765712|CAB5765712.1",153,-5.56e-46,-12.5,"0%-85%","Eukaryote"
"ENA|CAB5765717|CAB5765717.1",351,-3.14e-73,59.2,"0%-85%","Eukaryote"
"ENA|CAB5765726|CAB5765726.1",329,-8.97e-96,42.4,"0%-85%","Eukaryote"
"ENA|CAB5765731|CAB5765731.1",225,-4.29e-94,37.3,"0%-85%","Eukaryote"
"ENA|CAB5765739|CAB5765739.1",570,-1.81e-30,68.9,"0%-85%","Eukaryote"
"ENA|CAB5765742|CAB5765742.1",154.1,-2.27e-13,54.1,"0%-85%","Eukaryote"
"ENA|CAB5765747|CAB5765747.1",646,-4.35e-54,63.5,"0%-85%","Eukaryote"
"ENA|CAB5765774|CAB5765774.1",742,-6.56e-42,56.7,"0%-85%","Eukaryote"
"ENA|CAB5765783|CAB5765783.1",939,-5.17e-88,73.2,"0%-85%","Eukaryote"
"ENA|CAB5765793|CAB5765793.1",114.9,-8.77e-07,44.8,"0%-85%","Eukaryote"
"ENA|CAB5765839|CAB5765839.1",641,-1.02e-128,37.1,"0%-85%","Eukaryote"
"ENA|CAB5765844|CAB5765844.1",1062,-2.89e-61,63.1,"0%-85%","Eukaryote"
"ENA|CAB5765877|CAB5765877.1",738.7,-2.03e-14,68.9,"0%-85%","Eukaryote"
"ENA|CAB5765892|CAB5765892.1",423,-9.39e-188,42.9,"0%-85%","Eukaryote"
"ENA|CAB5765897|CAB5765897.1",750.6,-2.69e-19,48.1,"0%-85%","Eukaryote"
"ENA|CAB5765912|CAB5765912.1",855,-2.89e-175,55.1,"0%-85%","Eukaryote"
"ENA|CAB5765916|CAB5765916.1",555.2,-1.08e-06,75.5,"0%-85%","Eukaryote"
"ENA|CAB5765925|CAB5765925.1",1092,-5.84e-14,51.9,"0%-85%","Eukaryote"
"ENA|CAB5765946|CAB5765946.1",169.8,-8.46e-12,61.1,"0%-85%","Eukaryote"
"ENA|CAB5765957|CAB5765957.1",111,-1.16e-70,33.7,"0%-85%","Eukaryote"
"ENA|CAB5765961|CAB5765961.1",186,-4.56e-70,33.3,"0%-85%","Eukaryote"
"ENA|CAB5765964|CAB5765964.1",15.1,-9.38999954e-09,43.2,"0%-85%","Eukaryote"
"ENA|CAB5766031|CAB5766031.1",775,-1.6e-74,56.3,"0%-85%","Eukaryote"
"ENA|CAB5766036|CAB5766036.1",291,-2.13e-36,56.8,"0%-85%","Eukaryote"
"ENA|CAB5766040|CAB5766040.1",640,-2.26e-32,67.7,"0%-85%","Eukaryote"
"ENA|CAB5766049|CAB5766049.1",417,-1.58e-68,59.4,"0%-85%","Eukaryote"
"ENA|CAB5766052|CAB5766052.1",164.7,-1.83e-17,63.8,"0%-85%","Eukaryote"
"ENA|CAB5766076|CAB5766076.1",857,-2.38e-17,74.5,"0%-85%","Eukaryote"
"ENA|CAB5766092|CAB5766092.1",386.9,-3.05e-06,61,"0%-85%","Eukaryote"
"ENA|CAB5766096|CAB5766096.1",304.9,-1.95e-08,64.8,"0%-85%","Eukaryote"
"ENA|CAB5766100|CAB5766100.1",573.3,-1.37e-07,65.3,"0%-85%","Eukaryote"
"ENA|CAB5766114|CAB5766114.1",375,-3.12e-16,66.8,"0%-85%","Eukaryote"
"ENA|CAB5766121|CAB5766121.1",225,-1.9e-92,41.4,"0%-85%","Eukaryote"
"ENA|CAB5766132|CAB5766132.1",225,-2.28e-92,41.4,"0%-85%","Eukaryote"
"ENA|CAB5766141|CAB5766141.1",273,-8.27e-109,42.4,"0%-85%","Eukaryote"
"ENA|CAB5766150|CAB5766150.1",1120,-1.59e-36,65.9,"0%-85%","Eukaryote"
"ENA|CAB5766185|CAB5766185.1",304,-4.52e-29,61.6,"0%-85%","Eukaryote"
"ENA|CAB5766203|CAB5766203.1",1064.3,-7.22e-18,66.7,"0%-85%","Eukaryote"
"ENA|CAB5766215|CAB5766215.1",633.9,-9.41e-16,69.5,"0%-85%","Eukaryote"
"ENA|CAB5766234|CAB5766234.1",75.3,-0.000925,70.4,"0%-85%","Eukaryote"
"ENA|CAB5766238|CAB5766238.1",873,-1.08e-43,48.4,"0%-85%","Eukaryote"
"ENA|CAB5766247|CAB5766247.1",313,-1.47e-39,60,"0%-85%","Eukaryote"
"ENA|CAB5766256|CAB5766256.1",528,-2.75e-41,63.9,"0%-85%","Eukaryote"
"ENA|CAB5766274|CAB5766274.1",98,-8.77e-80,32.5,"0%-85%","Eukaryote"
"ENA|CAB5766280|CAB5766280.1",319.3,-1.23e-17,62.3,"0%-85%","Eukaryote"
"ENA|CAB5766288|CAB5766288.1",394,-2.78e-104,50.4,"0%-85%","Eukaryote"
"ENA|CAB5766294|CAB5766294.1",637,-1.69e-36,69,"0%-85%","Eukaryote"
"ENA|CAB5766325|CAB5766325.1",268,-1.46e-49,49.4,"0%-85%","Eukaryote"
"ENA|CAB5766338|CAB5766338.1",371,-4.53e-154,41.7,"0%-85%","Eukaryote"
"ENA|CAB5766342|CAB5766342.1",430,-3.11e-133,44.8,"0%-85%","Eukaryote"
"ENA|CAB5766361|CAB5766361.1",280.7,-1.67e-05,64.7,"0%-85%","Eukaryote"
"ENA|CAB5766365|CAB5766365.1",283.4,-8.92e-10,61.3,"0%-85%","Eukaryote"
"ENA|CAB5766378|CAB5766378.1",151.3,-8.29e-13,63.2,"0%-85%","Eukaryote"
"ENA|CAB5766380|CAB5766380.1",207,-7.07e-17,66.2,"0%-85%","Eukaryote"
"ENA|CAB5766386|CAB5766386.1",863,-1.36e-54,60.4,"0%-85%","Eukaryote"
"ENA|CAB5766403|CAB5766403.1",123,-1.8e-79,32.3,"0%-85%","Eukaryote"
"ENA|CAB5766409|CAB5766409.1",57.5,-7.1e-09,65.3,"0%-85%","Eukaryote"
"ENA|CAB5766440|CAB5766440.1",710,-2.32e-70,73.9,"0%-85%","Eukaryote"
"ENA|CAB5766444|CAB5766444.1",726,-2.09e-20,70.9,"0%-85%","Eukaryote"
"ENA|CAB5766492|CAB5766492.1",347,-3.68e-45,57.5,"0%-85%","Eukaryote"
"ENA|CAB5766526|CAB5766526.1",223,-1.33e-34,61.9,"0%-85%","Eukaryote"
"ENA|CAB5766537|CAB5766537.1",1102,-2.12e-34,75.6,"0%-85%","Eukaryote"
"ENA|CAB5766542|CAB5766542.1",227,-5.12e-25,58.6,"0%-85%","Eukaryote"
"ENA|CAB5766547|CAB5766547.1",162.5,-4.14e-09,63.9,"0%-85%","Eukaryote"
"ENA|CAB5766563|CAB5766563.1",535.7,-9.9e-13,73.4,"0%-85%","Eukaryote"
"ENA|CAB5766589|CAB5766589.1",516,-4.89e-43,64.5,"0%-85%","Eukaryote"
"ENA|CAB5766592|CAB5766592.1",162,-4.48e-27,54.5,"0%-85%","Eukaryote"
"ENA|CAB5766601|CAB5766601.1",440,-6.07e-87,57.2,"0%-85%","Eukaryote"
"ENA|CAB5766606|CAB5766606.1",291.6,-1.15e-23,69.6,"0%-85%","Eukaryote"
"ENA|CAB5766611|CAB5766611.1",317,-1.08e-35,30.2,"0%-85%","Eukaryote"
"ENA|CAB5766652|CAB5766652.1",662,-3.41e-65,69.1,"0%-85%","Eukaryote"
"ENA|CAB5766664|CAB5766664.1",139.8,-0.000232,50.9,"0%-85%","Eukaryote"
"ENA|CAB5766671|CAB5766671.1",547,-9.26e-225,41.7,"0%-85%","Eukaryote"
"ENA|CAB5766675|CAB5766675.1",84,-5.94e-126,24.4,"0%-85%","Eukaryote"
"ENA|CAB5766681|CAB5766681.1",36,-2.33e-46,21.9,"0%-85%","Eukaryote"
"ENA|CAB5766685|CAB5766685.1",24,-9.98999999999281e-87,10.9,"0%-85%","Eukaryote"
"ENA|CAB5766695|CAB5766695.1",1067.2,-2.71e-05,75.8,"0%-85%","Eukaryote"
"ENA|CAB5766699|CAB5766699.1",141,-2.58e-35,32,"0%-85%","Eukaryote"
"ENA|CAB5766702|CAB5766702.1",222.2,-8.38e-21,55.3,"0%-85%","Eukaryote"
"ENA|CAB5766706|CAB5766706.1",943.4,-2.88e-09,73.3,"0%-85%","Eukaryote"
"ENA|CAB5766754|CAB5766754.1",788,-4.75e-18,70.2,"0%-85%","Eukaryote"
"ENA|CAB5766771|CAB5766771.1",191,-1.25e-25,61.2,"0%-85%","Eukaryote"
"ENA|CAB5766778|CAB5766778.1",243.3,-9.4e-06,62.1,"0%-85%","Eukaryote"
"ENA|CAB5766801|CAB5766801.1",296,-8.12e-108,44.4,"0%-85%","Eukaryote"
"ENA|CAB5766804|CAB5766804.1",379,-2.88e-140,43.7,"0%-85%","Eukaryote"
"ENA|CAB5766809|CAB5766809.1",353,-1.36e-30,60.1,"0%-85%","Eukaryote"
"ENA|CAB5766816|CAB5766816.1",1010,0,30.4,"0%-85%","Eukaryote"
"ENA|CAB5766827|CAB5766827.1",514,-2.29e-29,68,"0%-85%","Eukaryote"
"ENA|CAB5766832|CAB5766832.1",475,-5.82e-48,70.2,"0%-85%","Eukaryote"
"ENA|CAB5766840|CAB5766840.1",267,-8.89e-101,48.2,"0%-85%","Eukaryote"
"ENA|CAB5766852|CAB5766852.1",723,-1.85e-195,52.3,"0%-85%","Eukaryote"
"ENA|CAB5766860|CAB5766860.1",1021,-1.57e-93,65,"0%-85%","Eukaryote"
"ENA|CAB5766884|CAB5766884.1",321,-4.68e-41,62.1,"0%-85%","Eukaryote"
"ENA|CAB5766888|CAB5766888.1",193,-3.3e-30,59.9,"0%-85%","Eukaryote"
"ENA|CAB5766893|CAB5766893.1",271,-8.36e-24,60.3,"0%-85%","Eukaryote"
"ENA|CAB5766898|CAB5766898.1",200.6,-1.72e-20,60,"0%-85%","Eukaryote"
"ENA|CAB5766909|CAB5766909.1",424,-6.2e-32,64.4,"0%-85%","Eukaryote"
"ENA|CAB5766917|CAB5766917.1",121.2,-9.93e-18,55.1,"0%-85%","Eukaryote"
"ENA|CAB5766924|CAB5766924.1",482.8,-5.32e-10,53.8,"0%-85%","Eukaryote"
"ENA|CAB5766931|CAB5766931.1",689.7,-1.29e-13,70.9,"0%-85%","Eukaryote"
"ENA|CAB5766937|CAB5766937.1",147,-7.78e-71,22.3,"0%-85%","Eukaryote"
"ENA|CAB5766964|CAB5766964.1",352.2,-8.41e-10,68.5,"0%-85%","Eukaryote"
"ENA|CAB5766970|CAB5766970.1",349.3,-4.33e-15,66.8,"0%-85%","Eukaryote"
"ENA|CAB5766974|CAB5766974.1",330.3,-9.37e-13,64.6,"0%-85%","Eukaryote"
"ENA|CAB5766980|CAB5766980.1",449,-2.35e-34,67.5,"0%-85%","Eukaryote"
"ENA|CAB5766987|CAB5766987.1",539,-1.35e-177,44.8,"0%-85%","Eukaryote"
"ENA|CAB5766994|CAB5766994.1",227,-2.59e-34,31.5,"0%-85%","Eukaryote"
"ENA|CAB5766997|CAB5766997.1",100,-1.1e-73,30.9,"0%-85%","Eukaryote"
"ENA|CAB5767008|CAB5767008.1",1027,-1.67e-67,57.6,"0%-85%","Eukaryote"
"ENA|CAB5767015|CAB5767015.1",740,-2.34e-63,68.4,"0%-85%","Eukaryote"
"ENA|CAB5767036|CAB5767036.1",560,-1.37e-40,66.2,"0%-85%","Eukaryote"
"ENA|CAB5767038|CAB5767038.1",787,-2.77e-69,61.5,"0%-85%","Eukaryote"
"ENA|CAB5767053|CAB5767053.1",103.5,-9.86e-11,57.2,"0%-85%","Eukaryote"
"ENA|CAB5767056|CAB5767056.1",265.3,-1.44e-19,67,"0%-85%","Eukaryote"
"ENA|CAB5767065|CAB5767065.1",154.4,-8.26e-13,69.1,"0%-85%","Eukaryote"
"ENA|CAB5767069|CAB5767069.1",877,-4.09e-22,66.5,"0%-85%","Eukaryote"
"ENA|CAB5767073|CAB5767073.1",422,-1.13e-30,67.1,"0%-85%","Eukaryote"
"ENA|CAB5767080|CAB5767080.1",937.5,-1.32e-05,54.4,"0%-85%","Eukaryote"
"ENA|CAB5767084|CAB5767084.1",393,-1.62e-74,55.1,"0%-85%","Eukaryote"
"ENA|CAB5767088|CAB5767088.1",82,-1.42e-42,36.4,"0%-85%","Eukaryote"
"ENA|CAB5767092|CAB5767092.1",698,-1.95e-110,44.1,"0%-85%","Eukaryote"
"ENA|CAB5767096|CAB5767096.1",1024,-3.58e-108,44.1,"0%-85%","Eukaryote"
"ENA|CAB5767100|CAB5767100.1",769,-3.51e-30,68.5,"0%-85%","Eukaryote"
"ENA|CAB5767107|CAB5767107.1",428.6,-1.65e-11,60.6,"0%-85%","Eukaryote"
"ENA|CAB5767112|CAB5767112.1",17.3,-0.00024499999656,39.4,"0%-85%","Eukaryote"
"ENA|CAB5767116|CAB5767116.1",250,-1.19e-106,41.2,"0%-85%","Eukaryote"
"ENA|CAB5767119|CAB5767119.1",366,-8.15e-131,45.4,"0%-85%","Eukaryote"
"ENA|CAB5767129|CAB5767129.1",397,-1.78e-52,56.1,"0%-85%","Eukaryote"
"ENA|CAB5767144|CAB5767144.1",139,-9.94e-05,54.5,"0%-85%","Eukaryote"
"ENA|CAB5767161|CAB5767161.1",492,-5.95e-89,56.2,"0%-85%","Eukaryote"
"ENA|CAB5767184|CAB5767184.1",614.9,-3.47e-17,63.2,"0%-85%","Eukaryote"
"ENA|CAB5767188|CAB5767188.1",360,-3.77e-31,23.1,"0%-85%","Eukaryote"
"ENA|CAB5767196|CAB5767196.1",137.4,-8.7e-13,56.8,"0%-85%","Eukaryote"
"ENA|CAB5767236|CAB5767236.1",1087,-2.51e-47,73.9,"0%-85%","Eukaryote"
"ENA|CAB5767241|CAB5767241.1",113,-4.81e-31,21.3,"0%-85%","Eukaryote"
"ENA|CAB5767246|CAB5767246.1",223.7,-1.03e-23,61.4,"0%-85%","Eukaryote"
"ENA|CAB5767257|CAB5767257.1",906,-1.3e-62,59,"0%-85%","Eukaryote"
"ENA|CAB5767275|CAB5767275.1",1044,-2.55e-105,57.4,"0%-85%","Eukaryote"
"ENA|CAB5767283|CAB5767283.1",267,-1.47e-32,58.7,"0%-85%","Eukaryote"
"ENA|CAB5767298|CAB5767298.1",457,-1.1e-43,59.5,"0%-85%","Eukaryote"
"ENA|CAB5767310|CAB5767310.1",343.8,-8.36e-22,51.1,"0%-85%","Eukaryote"
"ENA|CAB5767316|CAB5767316.1",280.7,-2.12e-06,46.7,"0%-85%","Eukaryote"
"ENA|CAB5767331|CAB5767331.1",388.9,-6.47e-12,73.4,"0%-85%","Eukaryote"
"ENA|CAB5767352|CAB5767352.1",964,-1.12e-180,60.5,"0%-85%","Eukaryote"
"ENA|CAB5767362|CAB5767362.1",739.2,-2.41e-17,62.2,"0%-85%","Eukaryote"
"ENA|CAB5767371|CAB5767371.1",875.5,-6.81e-17,23.5,"0%-85%","Eukaryote"
"ENA|CAB5767382|CAB5767382.1",756,-2.97e-207,51.7,"0%-85%","Eukaryote"
"ENA|CAB5767411|CAB5767411.1",298.8,-7.41e-12,68.1,"0%-85%","Eukaryote"
"ENA|CAB5767417|CAB5767417.1",141,-2.3e-29,50.6,"0%-85%","Eukaryote"
"ENA|CAB5767421|CAB5767421.1",75,-2.31e-74,32.2,"0%-85%","Eukaryote"
"ENA|CAB5767424|CAB5767424.1",36,-3.43e-52,19.6,"0%-85%","Eukaryote"
"ENA|CAB5767473|CAB5767473.1",807,-5.1e-78,61.2,"0%-85%","Eukaryote"
"ENA|CAB5767477|CAB5767477.1",248.3,-8.91e-16,4.2,"0%-85%","Eukaryote"
"ENA|CAB5767487|CAB5767487.1",320.4,-4.6e-15,69.5,"0%-85%","Eukaryote"
"ENA|CAB5767498|CAB5767498.1",477,-2.11e-19,57.9,"0%-85%","Eukaryote"
"ENA|CAB5767522|CAB5767522.1",240.2,-1.1e-06,65.3,"0%-85%","Eukaryote"
"ENA|CAB5767535|CAB5767535.1",123,-3.88e-37,44.7,"0%-85%","Eukaryote"
"ENA|CAB5767550|CAB5767550.1",117,-2.57e-62,32,"0%-85%","Eukaryote"
"ENA|CAB5767553|CAB5767553.1",125,-1.15e-79,31.9,"0%-85%","Eukaryote"
"ENA|CAB5767563|CAB5767563.1",204.4,-1.62e-16,63.6,"0%-85%","Eukaryote"
"ENA|CAB5767568|CAB5767568.1",164,-8.6e-73,35.3,"0%-85%","Eukaryote"
"ENA|CAB5767573|CAB5767573.1",97,-9.77e-46,41.2,"0%-85%","Eukaryote"
"ENA|CAB5767579|CAB5767579.1",1069,-6.21e-191,57.4,"0%-85%","Eukaryote"
"ENA|CAB5767583|CAB5767583.1",106,-6.1e-24,48.4,"0%-85%","Eukaryote"
"ENA|CAB5767588|CAB5767588.1",205.2,-0.000837,71.3,"0%-85%","Eukaryote"
"ENA|CAB5767593|CAB5767593.1",599.5,-1.25e-05,70,"0%-85%","Eukaryote"
"ENA|CAB5767598|CAB5767598.1",83,-9.07e-49,40.2,"0%-85%","Eukaryote"
"ENA|CAB5767605|CAB5767605.1",95,-4.78e-43,46.2,"0%-85%","Eukaryote"
"ENA|CAB5767610|CAB5767610.1",274.9,-1.03e-12,65.5,"0%-85%","Eukaryote"
