"","qseqid","diff_Tscore","diff_E_Value","diff_P_Ident","perc_diff_Tscore","Group"
"1","ENA|ABE97915|ABE97915.1",NA,NA,NA,NA,"aurantio_only"
"8233","ENA|CAB5775167|CAB5775167.1",NA,NA,NA,NA,"laby_only"
"8234","ENA|CAB5775169|CAB5775169.1",NA,NA,NA,NA,"laby_only"
"8235","ENA|CAB5775185|CAB5775185.1",NA,NA,NA,NA,"laby_only"
"8236","ENA|CAB5775189|CAB5775189.1",NA,NA,NA,NA,"laby_only"
"8237","ENA|CAB5775194|CAB5775194.1",NA,NA,NA,NA,"laby_only"
"8238","ENA|CAB5775202|CAB5775202.1",NA,NA,NA,NA,"laby_only"
"8239","ENA|CAB5775216|CAB5775216.1",NA,NA,NA,NA,"laby_only"
"8240","ENA|CAB5775225|CAB5775225.1",NA,NA,NA,NA,"laby_only"
"8241","ENA|CAB5775241|CAB5775241.1",NA,NA,NA,NA,"laby_only"
"8242","ENA|CAB5775247|CAB5775247.1",NA,NA,NA,NA,"laby_only"
"8243","ENA|CAB5775254|CAB5775254.1",NA,NA,NA,NA,"laby_only"
"8244","ENA|CAB5775273|CAB5775273.1",NA,NA,NA,NA,"laby_only"
"8245","ENA|CAB5775281|CAB5775281.1",NA,NA,NA,NA,"laby_only"
"8246","ENA|CAB5775284|CAB5775284.1",NA,NA,NA,NA,"laby_only"
"8247","ENA|CAB5775288|CAB5775288.1",NA,NA,NA,NA,"laby_only"
"8248","ENA|CAB5775296|CAB5775296.1",NA,NA,NA,NA,"laby_only"
"8249","ENA|CAB5775299|CAB5775299.1",NA,NA,NA,NA,"laby_only"
"8250","ENA|CAB5775304|CAB5775304.1",NA,NA,NA,NA,"laby_only"
"8251","ENA|CAB5775316|CAB5775316.1",NA,NA,NA,NA,"laby_only"
"8252","ENA|CAB5775330|CAB5775330.1",NA,NA,NA,NA,"laby_only"
"8253","ENA|CAB5775343|CAB5775343.1",NA,NA,NA,NA,"laby_only"
"8254","ENA|CAB5775347|CAB5775347.1",NA,NA,NA,NA,"laby_only"
"8255","ENA|CAB5775354|CAB5775354.1",NA,NA,NA,NA,"laby_only"
"8256","ENA|CAB5775358|CAB5775358.1",NA,NA,NA,NA,"laby_only"
"8257","ENA|CAB5775375|CAB5775375.1",NA,NA,NA,NA,"laby_only"
"8258","ENA|CAB5775394|CAB5775394.1",NA,NA,NA,NA,"laby_only"
"8259","ENA|CAB5775396|CAB5775396.1",NA,NA,NA,NA,"laby_only"
"8260","ENA|CAB5775405|CAB5775405.1",NA,NA,NA,NA,"laby_only"
"8261","ENA|CAB5775414|CAB5775414.1",NA,NA,NA,NA,"laby_only"
"8262","ENA|CAB5775420|CAB5775420.1",NA,NA,NA,NA,"laby_only"
"8263","ENA|CAB5775434|CAB5775434.1",NA,NA,NA,NA,"laby_only"
"8264","ENA|CAB5775443|CAB5775443.1",NA,NA,NA,NA,"laby_only"
"8265","ENA|CAB5775445|CAB5775445.1",NA,NA,NA,NA,"laby_only"
"8266","ENA|CAB5775452|CAB5775452.1",NA,NA,NA,NA,"laby_only"
"8267","ENA|CAB5775477|CAB5775477.1",NA,NA,NA,NA,"laby_only"
"8268","ENA|CAB5775481|CAB5775481.1",NA,NA,NA,NA,"laby_only"
"8269","ENA|CAB5775491|CAB5775491.1",NA,NA,NA,NA,"laby_only"
"8270","ENA|CAB5775500|CAB5775500.1",NA,NA,NA,NA,"laby_only"
"8271","ENA|CAB5775534|CAB5775534.1",NA,NA,NA,NA,"laby_only"
"8272","ENA|CAB5775567|CAB5775567.1",NA,NA,NA,NA,"laby_only"
"8273","ENA|CAB5775578|CAB5775578.1",NA,NA,NA,NA,"laby_only"
"8274","ENA|CAB5775591|CAB5775591.1",NA,NA,NA,NA,"laby_only"
"8275","ENA|CAB5775608|CAB5775608.1",NA,NA,NA,NA,"laby_only"
"8276","ENA|CAB5775612|CAB5775612.1",NA,NA,NA,NA,"laby_only"
"8277","ENA|CAB5775628|CAB5775628.1",NA,NA,NA,NA,"laby_only"
"8278","ENA|CAB5775651|CAB5775651.1",NA,NA,NA,NA,"laby_only"
"8279","ENA|CAB5775686|CAB5775686.1",NA,NA,NA,NA,"laby_only"
"8280","ENA|CAB5775690|CAB5775690.1",NA,NA,NA,NA,"laby_only"
"8281","ENA|CAB5775694|CAB5775694.1",NA,NA,NA,NA,"laby_only"
"8282","ENA|CAB5775697|CAB5775697.1",NA,NA,NA,NA,"laby_only"
"8283","ENA|CAB5775708|CAB5775708.1",NA,NA,NA,NA,"laby_only"
"8284","ENA|CAB5775723|CAB5775723.1",NA,NA,NA,NA,"laby_only"
"8285","ENA|CAB5775728|CAB5775728.1",NA,NA,NA,NA,"laby_only"
"8286","ENA|CAB5775732|CAB5775732.1",NA,NA,NA,NA,"laby_only"
"8287","ENA|CAB5775758|CAB5775758.1",NA,NA,NA,NA,"laby_only"
"8288","ENA|CAB5775763|CAB5775763.1",NA,NA,NA,NA,"laby_only"
"8289","ENA|CAB5775771|CAB5775771.1",NA,NA,NA,NA,"laby_only"
"8290","ENA|CAB5775780|CAB5775780.1",NA,NA,NA,NA,"laby_only"
"8291","ENA|CAB5775784|CAB5775784.1",NA,NA,NA,NA,"laby_only"
"8292","ENA|CAB5775789|CAB5775789.1",NA,NA,NA,NA,"laby_only"
"8293","ENA|CAB5775795|CAB5775795.1",NA,NA,NA,NA,"laby_only"
"8294","ENA|CAB5775800|CAB5775800.1",NA,NA,NA,NA,"laby_only"
"8295","ENA|CAB5775805|CAB5775805.1",NA,NA,NA,NA,"laby_only"
"8296","ENA|CAB5775811|CAB5775811.1",NA,NA,NA,NA,"laby_only"
"8297","ENA|CAB5775820|CAB5775820.1",NA,NA,NA,NA,"laby_only"
"8298","ENA|CAB5775829|CAB5775829.1",NA,NA,NA,NA,"laby_only"
"8299","ENA|CAB5775832|CAB5775832.1",NA,NA,NA,NA,"laby_only"
"8300","ENA|CAB5775836|CAB5775836.1",NA,NA,NA,NA,"laby_only"
"8301","ENA|CAB5775847|CAB5775847.1",NA,NA,NA,NA,"laby_only"
"8302","ENA|CAB5775862|CAB5775862.1",NA,NA,NA,NA,"laby_only"
"8303","ENA|CAB5775871|CAB5775871.1",NA,NA,NA,NA,"laby_only"
"8304","ENA|CAB5775892|CAB5775892.1",NA,NA,NA,NA,"laby_only"
"8305","ENA|CAB5775904|CAB5775904.1",NA,NA,NA,NA,"laby_only"
"8306","ENA|CAB5775918|CAB5775918.1",NA,NA,NA,NA,"laby_only"
"8307","ENA|CAB5775961|CAB5775961.1",NA,NA,NA,NA,"laby_only"
"8308","ENA|CAB5775967|CAB5775967.1",NA,NA,NA,NA,"laby_only"
"8309","ENA|CAB5775972|CAB5775972.1",NA,NA,NA,NA,"laby_only"
"8310","ENA|CAB5775976|CAB5775976.1",NA,NA,NA,NA,"laby_only"
"8311","ENA|CAB5775981|CAB5775981.1",NA,NA,NA,NA,"laby_only"
"8312","ENA|CAB5775986|CAB5775986.1",NA,NA,NA,NA,"laby_only"
"8313","ENA|CAB5775995|CAB5775995.1",NA,NA,NA,NA,"laby_only"
"8314","ENA|CAB5776010|CAB5776010.1",NA,NA,NA,NA,"laby_only"
"8315","ENA|CAB5776014|CAB5776014.1",NA,NA,NA,NA,"laby_only"
"8316","ENA|CAB5776022|CAB5776022.1",NA,NA,NA,NA,"laby_only"
"8317","ENA|CAB5776025|CAB5776025.1",NA,NA,NA,NA,"laby_only"
"8318","ENA|CAB5776027|CAB5776027.1",NA,NA,NA,NA,"laby_only"
"8319","ENA|CAB5776029|CAB5776029.1",NA,NA,NA,NA,"laby_only"
"8320","ENA|CAB5776033|CAB5776033.1",NA,NA,NA,NA,"laby_only"
"8321","ENA|CAB5776037|CAB5776037.1",NA,NA,NA,NA,"laby_only"
"8322","ENA|CAB5776040|CAB5776040.1",NA,NA,NA,NA,"laby_only"
"8323","ENA|CAB5776042|CAB5776042.1",NA,NA,NA,NA,"laby_only"
"8324","ENA|CAB5776048|CAB5776048.1",NA,NA,NA,NA,"laby_only"
"8325","ENA|CAB5776051|CAB5776051.1",NA,NA,NA,NA,"laby_only"
"8326","ENA|CAB5776055|CAB5776055.1",NA,NA,NA,NA,"laby_only"
"8327","ENA|CAB5776061|CAB5776061.1",NA,NA,NA,NA,"laby_only"
"8328","ENA|CAB5776065|CAB5776065.1",NA,NA,NA,NA,"laby_only"
"8329","ENA|CAB5776069|CAB5776069.1",NA,NA,NA,NA,"laby_only"
"8330","ENA|CAB5776073|CAB5776073.1",NA,NA,NA,NA,"laby_only"
"8331","ENA|CAB5776086|CAB5776086.1",NA,NA,NA,NA,"laby_only"
"8332","ENA|CAB5776092|CAB5776092.1",NA,NA,NA,NA,"laby_only"
"8333","ENA|CAB5776094|CAB5776094.1",NA,NA,NA,NA,"laby_only"
"8334","ENA|CAB5776105|CAB5776105.1",NA,NA,NA,NA,"laby_only"
"8335","ENA|CAB5776108|CAB5776108.1",NA,NA,NA,NA,"laby_only"
"8336","ENA|CAB5776116|CAB5776116.1",NA,NA,NA,NA,"laby_only"
"8337","ENA|CAB5776118|CAB5776118.1",NA,NA,NA,NA,"laby_only"
"8338","ENA|CAB5776122|CAB5776122.1",NA,NA,NA,NA,"laby_only"
"8339","ENA|CAB5776125|CAB5776125.1",NA,NA,NA,NA,"laby_only"
"8340","ENA|CAB5776129|CAB5776129.1",NA,NA,NA,NA,"laby_only"
"8341","ENA|CAB5776144|CAB5776144.1",NA,NA,NA,NA,"laby_only"
"8342","ENA|CAB5776175|CAB5776175.1",NA,NA,NA,NA,"laby_only"
"8343","ENA|CAB5776178|CAB5776178.1",NA,NA,NA,NA,"laby_only"
"8344","ENA|CAB5776227|CAB5776227.1",NA,NA,NA,NA,"laby_only"
"8345","ENA|CAB5776233|CAB5776233.1",NA,NA,NA,NA,"laby_only"
"8346","ENA|CAB5776236|CAB5776236.1",NA,NA,NA,NA,"laby_only"
"8347","ENA|CAB5776247|CAB5776247.1",NA,NA,NA,NA,"laby_only"
"8348","ENA|CAB5776295|CAB5776295.1",NA,NA,NA,NA,"laby_only"
"8349","ENA|CAB5776302|CAB5776302.1",NA,NA,NA,NA,"laby_only"
"8350","ENA|CAB5776316|CAB5776316.1",NA,NA,NA,NA,"laby_only"
"8351","ENA|CAB5776330|CAB5776330.1",NA,NA,NA,NA,"laby_only"
"8352","ENA|CAB5776333|CAB5776333.1",NA,NA,NA,NA,"laby_only"
"8353","ENA|CAB5776338|CAB5776338.1",NA,NA,NA,NA,"laby_only"
"8354","ENA|CAB5776343|CAB5776343.1",NA,NA,NA,NA,"laby_only"
"8355","ENA|CAB5776355|CAB5776355.1",NA,NA,NA,NA,"laby_only"
"8356","ENA|CAB5776372|CAB5776372.1",NA,NA,NA,NA,"laby_only"
"8357","ENA|CAB5776377|CAB5776377.1",NA,NA,NA,NA,"laby_only"
"8358","ENA|CAB5776381|CAB5776381.1",NA,NA,NA,NA,"laby_only"
"8359","ENA|CAB5776385|CAB5776385.1",NA,NA,NA,NA,"laby_only"
"8360","ENA|CAB5776390|CAB5776390.1",NA,NA,NA,NA,"laby_only"
"8361","ENA|CAB5776393|CAB5776393.1",NA,NA,NA,NA,"laby_only"
"8362","ENA|CAB5776397|CAB5776397.1",NA,NA,NA,NA,"laby_only"
"8363","ENA|CAB5776402|CAB5776402.1",NA,NA,NA,NA,"laby_only"
"8364","ENA|CAB5776411|CAB5776411.1",NA,NA,NA,NA,"laby_only"
"8365","ENA|CAB5776431|CAB5776431.1",NA,NA,NA,NA,"laby_only"
"8366","ENA|CAB5776433|CAB5776433.1",NA,NA,NA,NA,"laby_only"
"8367","ENA|CAB5776436|CAB5776436.1",NA,NA,NA,NA,"laby_only"
"8368","ENA|CAB5776446|CAB5776446.1",NA,NA,NA,NA,"laby_only"
"8369","ENA|CAB5776450|CAB5776450.1",NA,NA,NA,NA,"laby_only"
"8370","ENA|CAB5776470|CAB5776470.1",NA,NA,NA,NA,"laby_only"
"8371","ENA|CAB5776478|CAB5776478.1",NA,NA,NA,NA,"laby_only"
"8372","ENA|CAB5776496|CAB5776496.1",NA,NA,NA,NA,"laby_only"
"8373","ENA|CAB5776500|CAB5776500.1",NA,NA,NA,NA,"laby_only"
"8374","ENA|CAB5776504|CAB5776504.1",NA,NA,NA,NA,"laby_only"
"8375","ENA|CAB5776511|CAB5776511.1",NA,NA,NA,NA,"laby_only"
"8376","ENA|CAB5776540|CAB5776540.1",NA,NA,NA,NA,"laby_only"
"8377","ENA|CAB5776546|CAB5776546.1",NA,NA,NA,NA,"laby_only"
"8378","ENA|CAB5776549|CAB5776549.1",NA,NA,NA,NA,"laby_only"
"8379","ENA|CAB5776554|CAB5776554.1",NA,NA,NA,NA,"laby_only"
"8380","ENA|CAB5776559|CAB5776559.1",NA,NA,NA,NA,"laby_only"
"8381","ENA|CAB5776563|CAB5776563.1",NA,NA,NA,NA,"laby_only"
"8382","ENA|CAB5776566|CAB5776566.1",NA,NA,NA,NA,"laby_only"
"8383","ENA|CAB5776572|CAB5776572.1",NA,NA,NA,NA,"laby_only"
"8384","ENA|CAB5776577|CAB5776577.1",NA,NA,NA,NA,"laby_only"
"8385","ENA|CAB5776582|CAB5776582.1",NA,NA,NA,NA,"laby_only"
"8386","ENA|CAB5776586|CAB5776586.1",NA,NA,NA,NA,"laby_only"
"8387","ENA|CAB5776588|CAB5776588.1",NA,NA,NA,NA,"laby_only"
"8388","ENA|CAB5776591|CAB5776591.1",NA,NA,NA,NA,"laby_only"
"8389","ENA|CAB5776597|CAB5776597.1",NA,NA,NA,NA,"laby_only"
"8390","ENA|CAB5776630|CAB5776630.1",NA,NA,NA,NA,"laby_only"
"8391","ENA|CAB5776644|CAB5776644.1",NA,NA,NA,NA,"laby_only"
"8392","ENA|CAB5776660|CAB5776660.1",NA,NA,NA,NA,"laby_only"
"8393","ENA|CAB5776681|CAB5776681.1",NA,NA,NA,NA,"laby_only"
"8394","ENA|CAB5776684|CAB5776684.1",NA,NA,NA,NA,"laby_only"
"8395","ENA|CAB5776704|CAB5776704.1",NA,NA,NA,NA,"laby_only"
"8396","ENA|CAB5776713|CAB5776713.1",NA,NA,NA,NA,"laby_only"
"8397","ENA|CAB5776717|CAB5776717.1",NA,NA,NA,NA,"laby_only"
"8398","ENA|CAB5776722|CAB5776722.1",NA,NA,NA,NA,"laby_only"
"8399","ENA|CAB5776731|CAB5776731.1",NA,NA,NA,NA,"laby_only"
"8400","ENA|CAB5776734|CAB5776734.1",NA,NA,NA,NA,"laby_only"
"8401","ENA|CAB5776739|CAB5776739.1",NA,NA,NA,NA,"laby_only"
"8402","ENA|CAB5776748|CAB5776748.1",NA,NA,NA,NA,"laby_only"
"8403","ENA|CAB5776763|CAB5776763.1",NA,NA,NA,NA,"laby_only"
"8404","ENA|CAB5776777|CAB5776777.1",NA,NA,NA,NA,"laby_only"
"8405","ENA|CAB5776782|CAB5776782.1",NA,NA,NA,NA,"laby_only"
"8406","ENA|CAB5776787|CAB5776787.1",NA,NA,NA,NA,"laby_only"
"8407","ENA|CAB5776798|CAB5776798.1",NA,NA,NA,NA,"laby_only"
"8408","ENA|CAB5776802|CAB5776802.1",NA,NA,NA,NA,"laby_only"
"8409","ENA|CAB5776806|CAB5776806.1",NA,NA,NA,NA,"laby_only"
"8410","ENA|CAB5776810|CAB5776810.1",NA,NA,NA,NA,"laby_only"
"8411","ENA|CAB5776815|CAB5776815.1",NA,NA,NA,NA,"laby_only"
"8412","ENA|CAB5776819|CAB5776819.1",NA,NA,NA,NA,"laby_only"
"8413","ENA|CAB5776823|CAB5776823.1",NA,NA,NA,NA,"laby_only"
"8414","ENA|CAB5776835|CAB5776835.1",NA,NA,NA,NA,"laby_only"
"8415","ENA|CAB5776842|CAB5776842.1",NA,NA,NA,NA,"laby_only"
"8416","ENA|CAB5776845|CAB5776845.1",NA,NA,NA,NA,"laby_only"
"8417","ENA|CAB5776858|CAB5776858.1",NA,NA,NA,NA,"laby_only"
"8418","ENA|CAB5776867|CAB5776867.1",NA,NA,NA,NA,"laby_only"
"8419","ENA|CAB5776887|CAB5776887.1",NA,NA,NA,NA,"laby_only"
"8420","ENA|CAB5776895|CAB5776895.1",NA,NA,NA,NA,"laby_only"
"8421","ENA|CAB5776899|CAB5776899.1",NA,NA,NA,NA,"laby_only"
"8422","ENA|CAB5776904|CAB5776904.1",NA,NA,NA,NA,"laby_only"
"8423","ENA|CAB5776908|CAB5776908.1",NA,NA,NA,NA,"laby_only"
"8424","ENA|CAB5776913|CAB5776913.1",NA,NA,NA,NA,"laby_only"
"8425","ENA|CAB5776933|CAB5776933.1",NA,NA,NA,NA,"laby_only"
"8426","ENA|CAB5776950|CAB5776950.1",NA,NA,NA,NA,"laby_only"
"8427","ENA|CAB5776961|CAB5776961.1",NA,NA,NA,NA,"laby_only"
"8428","ENA|CAB5776968|CAB5776968.1",NA,NA,NA,NA,"laby_only"
"8429","ENA|CAB5776994|CAB5776994.1",NA,NA,NA,NA,"laby_only"
"8430","ENA|CAB5776998|CAB5776998.1",NA,NA,NA,NA,"laby_only"
"8431","ENA|CAB5777003|CAB5777003.1",NA,NA,NA,NA,"laby_only"
"8432","ENA|CAB5777009|CAB5777009.1",NA,NA,NA,NA,"laby_only"
"8433","ENA|CAB5777018|CAB5777018.1",NA,NA,NA,NA,"laby_only"
"8434","ENA|CAB5777022|CAB5777022.1",NA,NA,NA,NA,"laby_only"
"8435","ENA|CAB5777029|CAB5777029.1",NA,NA,NA,NA,"laby_only"
"8436","ENA|CAB5777046|CAB5777046.1",NA,NA,NA,NA,"laby_only"
"8437","ENA|CAB5777055|CAB5777055.1",NA,NA,NA,NA,"laby_only"
"8438","ENA|CAB5777069|CAB5777069.1",NA,NA,NA,NA,"laby_only"
"8439","ENA|CAB5777073|CAB5777073.1",NA,NA,NA,NA,"laby_only"
"8440","ENA|CAB5777082|CAB5777082.1",NA,NA,NA,NA,"laby_only"
"8441","ENA|CAB5777089|CAB5777089.1",NA,NA,NA,NA,"laby_only"
"8442","ENA|CAB5777105|CAB5777105.1",NA,NA,NA,NA,"laby_only"
"8443","ENA|CAB5777111|CAB5777111.1",NA,NA,NA,NA,"laby_only"
"8444","ENA|CAB5777128|CAB5777128.1",NA,NA,NA,NA,"laby_only"
"8445","ENA|CAB5777133|CAB5777133.1",NA,NA,NA,NA,"laby_only"
"8446","ENA|CAB5777136|CAB5777136.1",NA,NA,NA,NA,"laby_only"
"8447","ENA|CAB5777141|CAB5777141.1",NA,NA,NA,NA,"laby_only"
"8448","ENA|CAB5777143|CAB5777143.1",NA,NA,NA,NA,"laby_only"
"8449","ENA|CAB5777147|CAB5777147.1",NA,NA,NA,NA,"laby_only"
"8450","ENA|CAB5777151|CAB5777151.1",NA,NA,NA,NA,"laby_only"
"8451","ENA|CAB5777154|CAB5777154.1",NA,NA,NA,NA,"laby_only"
"8452","ENA|CAB5777173|CAB5777173.1",NA,NA,NA,NA,"laby_only"
"8453","ENA|CAB5777175|CAB5777175.1",NA,NA,NA,NA,"laby_only"
"8454","ENA|CAB5777178|CAB5777178.1",NA,NA,NA,NA,"laby_only"
"8455","ENA|CAB5777182|CAB5777182.1",NA,NA,NA,NA,"laby_only"
"8456","ENA|CAB5777187|CAB5777187.1",NA,NA,NA,NA,"laby_only"
"8457","ENA|CAB5777192|CAB5777192.1",NA,NA,NA,NA,"laby_only"
"8458","ENA|CAB5777197|CAB5777197.1",NA,NA,NA,NA,"laby_only"
"8459","ENA|CAB5777204|CAB5777204.1",NA,NA,NA,NA,"laby_only"
"8460","ENA|CAB5777209|CAB5777209.1",NA,NA,NA,NA,"laby_only"
"8461","ENA|CAB5777213|CAB5777213.1",NA,NA,NA,NA,"laby_only"
"8462","ENA|CAB5777234|CAB5777234.1",NA,NA,NA,NA,"laby_only"
"8463","ENA|CAB5777243|CAB5777243.1",NA,NA,NA,NA,"laby_only"
"8464","ENA|CAB5777259|CAB5777259.1",NA,NA,NA,NA,"laby_only"
"8465","ENA|CAB5777264|CAB5777264.1",NA,NA,NA,NA,"laby_only"
"8466","ENA|CAB5777277|CAB5777277.1",NA,NA,NA,NA,"laby_only"
"8467","ENA|CAB5777293|CAB5777293.1",NA,NA,NA,NA,"laby_only"
"8468","ENA|CAB5777296|CAB5777296.1",NA,NA,NA,NA,"laby_only"
"8469","ENA|CAB5777299|CAB5777299.1",NA,NA,NA,NA,"laby_only"
"8470","ENA|CAB5777314|CAB5777314.1",NA,NA,NA,NA,"laby_only"
"8471","ENA|CAB5777318|CAB5777318.1",NA,NA,NA,NA,"laby_only"
"8472","ENA|CAB5777326|CAB5777326.1",NA,NA,NA,NA,"laby_only"
"8473","ENA|CAB5777329|CAB5777329.1",NA,NA,NA,NA,"laby_only"
"8474","ENA|CAB5777333|CAB5777333.1",NA,NA,NA,NA,"laby_only"
"8475","ENA|CAB5777341|CAB5777341.1",NA,NA,NA,NA,"laby_only"
"8476","ENA|CAB5777345|CAB5777345.1",NA,NA,NA,NA,"laby_only"
"8477","ENA|CAB5777354|CAB5777354.1",NA,NA,NA,NA,"laby_only"
"8478","ENA|CAB5777358|CAB5777358.1",NA,NA,NA,NA,"laby_only"
"8479","ENA|CAB5777361|CAB5777361.1",NA,NA,NA,NA,"laby_only"
"8480","ENA|CAB5777370|CAB5777370.1",NA,NA,NA,NA,"laby_only"
"8481","ENA|CAB5777373|CAB5777373.1",NA,NA,NA,NA,"laby_only"
"8482","ENA|CAB5777381|CAB5777381.1",NA,NA,NA,NA,"laby_only"
"8483","ENA|CAB5777385|CAB5777385.1",NA,NA,NA,NA,"laby_only"
"8484","ENA|CAB5777390|CAB5777390.1",NA,NA,NA,NA,"laby_only"
"8485","ENA|CAB5777393|CAB5777393.1",NA,NA,NA,NA,"laby_only"
"8486","ENA|CAB5777396|CAB5777396.1",NA,NA,NA,NA,"laby_only"
"8487","ENA|CAB5777397|CAB5777397.1",NA,NA,NA,NA,"laby_only"
"8488","ENA|CAB5777400|CAB5777400.1",NA,NA,NA,NA,"laby_only"
"8489","ENA|CAB5777415|CAB5777415.1",NA,NA,NA,NA,"laby_only"
"8490","ENA|CAB5777455|CAB5777455.1",NA,NA,NA,NA,"laby_only"
"8491","ENA|CAB5777463|CAB5777463.1",NA,NA,NA,NA,"laby_only"
"8492","ENA|CAB5777490|CAB5777490.1",NA,NA,NA,NA,"laby_only"
"8493","ENA|CAB5777494|CAB5777494.1",NA,NA,NA,NA,"laby_only"
"8494","ENA|CAB5777498|CAB5777498.1",NA,NA,NA,NA,"laby_only"
"8495","ENA|CAB5777500|CAB5777500.1",NA,NA,NA,NA,"laby_only"
"8496","ENA|CAB5777575|CAB5777575.1",NA,NA,NA,NA,"laby_only"
"8497","ENA|CAB5777579|CAB5777579.1",NA,NA,NA,NA,"laby_only"
"8498","ENA|CAB5777584|CAB5777584.1",NA,NA,NA,NA,"laby_only"
"8499","ENA|CAB5777587|CAB5777587.1",NA,NA,NA,NA,"laby_only"
"8500","ENA|CAB5777591|CAB5777591.1",NA,NA,NA,NA,"laby_only"
"8501","ENA|CAB5777605|CAB5777605.1",NA,NA,NA,NA,"laby_only"
"8502","ENA|CAB5777615|CAB5777615.1",NA,NA,NA,NA,"laby_only"
"8503","ENA|CAB5777619|CAB5777619.1",NA,NA,NA,NA,"laby_only"
"8504","ENA|CAB5777624|CAB5777624.1",NA,NA,NA,NA,"laby_only"
"8505","ENA|CAB5777629|CAB5777629.1",NA,NA,NA,NA,"laby_only"
"8506","ENA|CAB5777637|CAB5777637.1",NA,NA,NA,NA,"laby_only"
"8507","ENA|CAB5777683|CAB5777683.1",NA,NA,NA,NA,"laby_only"
"8508","ENA|CAB5777688|CAB5777688.1",NA,NA,NA,NA,"laby_only"
"8509","ENA|CAB5777705|CAB5777705.1",NA,NA,NA,NA,"laby_only"
"8510","ENA|CAB5777710|CAB5777710.1",NA,NA,NA,NA,"laby_only"
"8511","ENA|CAB5777749|CAB5777749.1",NA,NA,NA,NA,"laby_only"
"8512","ENA|CAB5777769|CAB5777769.1",NA,NA,NA,NA,"laby_only"
"8513","ENA|CAB5777774|CAB5777774.1",NA,NA,NA,NA,"laby_only"
"8514","ENA|CAB5777783|CAB5777783.1",NA,NA,NA,NA,"laby_only"
"8515","ENA|CAB5777786|CAB5777786.1",NA,NA,NA,NA,"laby_only"
"8516","ENA|CAB5777795|CAB5777795.1",NA,NA,NA,NA,"laby_only"
"8517","ENA|CAB5777799|CAB5777799.1",NA,NA,NA,NA,"laby_only"
"8518","ENA|CAB5777803|CAB5777803.1",NA,NA,NA,NA,"laby_only"
"8519","ENA|CAB5777806|CAB5777806.1",NA,NA,NA,NA,"laby_only"
"8520","ENA|CAB5777817|CAB5777817.1",NA,NA,NA,NA,"laby_only"
"8521","ENA|CAB5777830|CAB5777830.1",NA,NA,NA,NA,"laby_only"
"8522","ENA|CAB5777836|CAB5777836.1",NA,NA,NA,NA,"laby_only"
"8523","ENA|CAB5777841|CAB5777841.1",NA,NA,NA,NA,"laby_only"
"8524","ENA|CAB5777868|CAB5777868.1",NA,NA,NA,NA,"laby_only"
"8525","ENA|CAB5777873|CAB5777873.1",NA,NA,NA,NA,"laby_only"
"8526","ENA|CAB5777878|CAB5777878.1",NA,NA,NA,NA,"laby_only"
"8527","ENA|CAB5777884|CAB5777884.1",NA,NA,NA,NA,"laby_only"
"8528","ENA|CAB5777890|CAB5777890.1",NA,NA,NA,NA,"laby_only"
"8529","ENA|CAB5777902|CAB5777902.1",NA,NA,NA,NA,"laby_only"
"8530","ENA|CAB5777905|CAB5777905.1",NA,NA,NA,NA,"laby_only"
"8531","ENA|CAB5777909|CAB5777909.1",NA,NA,NA,NA,"laby_only"
"8532","ENA|CAB5777912|CAB5777912.1",NA,NA,NA,NA,"laby_only"
"8533","ENA|CAB5777924|CAB5777924.1",NA,NA,NA,NA,"laby_only"
"8534","ENA|CAB5777928|CAB5777928.1",NA,NA,NA,NA,"laby_only"
"8535","ENA|CAB5777960|CAB5777960.1",NA,NA,NA,NA,"laby_only"
"8536","ENA|CAB5777989|CAB5777989.1",NA,NA,NA,NA,"laby_only"
"8537","ENA|CAB5777992|CAB5777992.1",NA,NA,NA,NA,"laby_only"
"8538","ENA|CAB5778001|CAB5778001.1",NA,NA,NA,NA,"laby_only"
"8539","ENA|CAB5778051|CAB5778051.1",NA,NA,NA,NA,"laby_only"
"8540","ENA|CAB5778054|CAB5778054.1",NA,NA,NA,NA,"laby_only"
"8541","ENA|CAB5778058|CAB5778058.1",NA,NA,NA,NA,"laby_only"
"8542","ENA|CAB5778063|CAB5778063.1",NA,NA,NA,NA,"laby_only"
"8543","ENA|CAB5778089|CAB5778089.1",NA,NA,NA,NA,"laby_only"
"8544","ENA|CAB5778092|CAB5778092.1",NA,NA,NA,NA,"laby_only"
"8545","ENA|CAB5778103|CAB5778103.1",NA,NA,NA,NA,"laby_only"
"8546","ENA|CAB5778129|CAB5778129.1",NA,NA,NA,NA,"laby_only"
"8547","ENA|CAB5778139|CAB5778139.1",NA,NA,NA,NA,"laby_only"
"8548","ENA|CAB5778154|CAB5778154.1",NA,NA,NA,NA,"laby_only"
"8549","ENA|CAB5778159|CAB5778159.1",NA,NA,NA,NA,"laby_only"
"8550","ENA|CAB5778165|CAB5778165.1",NA,NA,NA,NA,"laby_only"
"8551","ENA|CAB5778192|CAB5778192.1",NA,NA,NA,NA,"laby_only"
"8552","ENA|CAB5778207|CAB5778207.1",NA,NA,NA,NA,"laby_only"
"8553","ENA|CAB5778225|CAB5778225.1",NA,NA,NA,NA,"laby_only"
"8554","ENA|CAB5778234|CAB5778234.1",NA,NA,NA,NA,"laby_only"
"8555","ENA|CAB5778238|CAB5778238.1",NA,NA,NA,NA,"laby_only"
